word,jyutping
飛雲頂,
字紙簍,zi6 zi2 lau5
衆怒難息,zung3 nou6 naan4 sik1
末藝,mut6 ngai6
岳陽樓區,ngok6 joeng4 lau4 keoi1
落霜,
挨話,aai1 waa2
口𥹉,hau2 nap6
睡衫,seoi6 saam1
彩蚌,coi2 pong5
都嘥氣啦,
黑不溜秋,hak1 bat1 lau6 cau1
瀧船,lung4 syun4
正子,zing3 zi2
龍象裏,
年庚,nin4 gang1
長壽麪,coeng4 sau6 min6
過把隱,
維園入口,
年終分配,
義縣龍,ji6 jyun6 lung4
加委,gaa1 wai2
海螵蛸,hoi2 piu1 siu1
偏態,pin1 taai3
元寶區,jyun4 bou2 keoi1
嘰嘰嘎嘎,gei1 gei1 gaa1 gaa1
閱讀輔導,
奶油雞蛋,naai5 jau4 gai1 daan2
拎畀我,
幫託,
數佬,sou3 lou2
起義領袖,
食焉先,
有噉嘅事,
揭載,kit3 zoi3
款段,fun2 dyun6
飯剷頭,faan6 caan2 tau4
八榮八恥,baat3 wing4 baat3 ci2
鹿野,luk6 je5
豬陸,zyu1 luk6
烤肉醬,haau1 juk6 zoeng3
玉成其事,juk6 sing4 kei4 si6
笑亦無味,
逗趣兒,dau6 ceoi3 ji4
馬草夼,maa5 cou2 kong3
想倒美,soeng2 dou2 mei5
涿鹿,doek3 luk6
扭親隻腳,
撇水片,pit3 seoi2 pin2
立姿,laap6 zi1
老墨,lou5 mak6
盟鼻,mang4 bei6
拱墅區,gung2 seoi5 keoi1
肉皮,juk6 pei4
偉龍鞋業,
牛疫,ngau4 jik6
捉魚排,
大一寸,
封丘縣,fung1 jau1 jyun6
稅表,
錦縣,gam2 jyun6
你又識,
二婚頭,ji6 fan1 tau4
察微知著,caat3 mei4 zi1 zyu3
鬧咗一輪,
大齋節,daai6 zaai1 zit3
格魯派,gaak3 lou5 paai3
都冇人應,
滑低,
啷箕,long1 gei1
省銅膏,
私買,
斐理伯書,fei2 lei5 baak3 syu1
做著,
貧油國,pan4 jau4 gwok3
蕞爾,zeoi3 ji5
擒青,kam4 ceng1
沿兒,jyun4 ji4
收羅,sau1 lo4
落車了,
羅水,lo4 seoi2
野鷄,
含油岩,ham4 jau4 ngaam4
網絡直徑,mong5 lok6 zik6 ging3
盛世足浴,
冶容,je5 jung4
起徵,
南西諸島,naam4 sai1 zyu1 dou2
神祖,san4 zou2
你噉話佢,
你兩公婆,
