word,jyutping
重立立,cung5 lap6 lap6
爪哇語,zaau2 waa1 jyu5
舢板,saan1 baan2
出嚟嘞,
歲序,seoi3 zeoi6
胡掄,wu4 leon4
北辰區,bak1 san4 keoi1
火燒豬頭,
侵入岩,cam1 jap6 ngaam4
馬隻,
供果,gung3 gwo2
缸墊,
畀格米,bei2 gaak3 mai5
攪手攪腳,
臨淄,lam4 zi1
天皰瘡,tin1 paau3 cong1
燈盞架,
涮鍋子,saan3 wo1 zi2
帕特麗夏,paak3 dak6 lai6 haa6
杭錦後旗,hong4 gam2 hau6 kei4
碎皮,
文藝節目,
歎報紙,taan3 bou3 zi2
龍羊,lung4 joeng4
戥手,
桶裏射魚,tung2 leoi5 se6 jyu4
陽曆年,joeng4 lik6 nin4
易縣,jik6 jyun6
遐布,haa4 bou3
洋剪,joeng4 zin2
馬革裹屍,maa5 gaak3 gwo2 si1
氹返佢,
吳堡,ng4 bou2
粒白細胞,lap1 baak6 sai3 baau1
糞除,fan3 ceoi4
藕瓜,ngau5 gwaa1
睢縣,seoi1 jyun6
禍棗災梨,wo6 zou2 zoi1 lei4
仲未夠鐘,
木質部,muk6 zat1 bou6
省垣,saang2 wun4
搏懵呀,
半長軸,bun3 coeng4 zuk6
祥雲縣,coeng4 wan4 jyun6
籠裏雞,
剛毛,gong1 mou4
打包啦,
糟溜黃魚,zou1 lau6 wong4 jyu4
噼噼,pet1 pet1
套間,tou3 gaan1
樹麻雀,syu6 maa4 zoek2
𣲷懦,nap6 no6
現代美食,
測謊器,cak1 fong1 hei3
炫示,jyun6 si6
交糧本,gaau1 loeng4 bun2
我宜家,
五通橋區,ng5 tung1 kiu4 keoi1
自由古巴,zi6 jau4 gu2 baa1
斷開咗,
藍細菌,laam4 sai3 kwan2
看唔到,
平壩,ping4 baa3
香桂,hoeng1 gwai3
毫微米,hou4 mei4 mai5
瘟瘟沌,wan1 wan1 dan6
擺譜兒,baai2 pou2 ji4
哈羅德,haa1 lo4 dak1
三公消費,saam1 gung1 siu1 fai3
沙蟹桌,saa1 haai5 coek3
呢啲正,
天寧區,tin1 ning4 keoi1
噉㗎你,
㺢㹢狓,fok3 gaa1 pei1
惠濟區,wai6 zai3 keoi1
茌平,ci4 ping4
蠢頓,ceon2 deon6
嘔氣,au2 hei3
花果欄,
過早死亡,gwo3 zou2 sei2 mong4
錫克教廟,
淵詣,jyun1 ngai6
歐金斑鴴,au1 gam1 baan1 hang4
棚架格子,paang4 gaa2 gaak3 zi2
筲箍,saau1 ku1
艾奧瓦,ngaai6 ou3 ngaa5
鷄仔,
河飛,ho4 fei1
夜遊鶴,
鴕鳥紋,
湖畔前地,
承銷利差,sing4 siu1 lei6 caa1
均方,gwan1 fong1
永嘉縣,wing5 gaa1 jyun6
皺紋膠紙,zau3 man4 gaau1 zi2
嗰份嘢,
勉強冇,min5 koeng5 mou5
利默里克,lei6 mak6 lei5 hak1
趙括,ziu6 kut3
死兜爛兜,
咁爛個喎,
民意測驗,man4 ji3 caak1 jim6
找單,
李漁,lei5 jyu4
川木香,cyun1 muk6 hoeng1
陷入牢籠,haam6 jap6 lou4 lung4
㷫熱,hing3 jit6
愜意住宿,
冥思,ming4 si1
使曬,
實驗學較,
龍子湖,lung4 zi2 wu4
早亡,zou2 mong4
雅淡,ngaa5 daam6
揮翰,fai1 hon6
熰火,au3 fo2
𧥺騙,gwan3 pin3
出郵件,
未走住啦,
沖挹,cung1 jap1
您找,
五柳料,ng5 lau5 liu2
霑益縣,zim1 jik1 jyun6
沈復,sam2 fuk6
新鄉地區,san1 hoeng1 dei6 keoi1
歸依,gwai1 ji1
佢喺乜人,
薩蒂,saat3 dai3
未食飽,
宰予晝寢,zoi2 jyu5 zau3 cam2
晚禾,maan5 wo4
奇崛,kei4 gwat6
撲街啊,
有多嘅攞,
極座標,gik6 zo6 biu1
赫福特郡,haak1 fuk1 dak6 gwan6
抝柴,
江南西區,
芭蕉葉,
壁虱,bik1 sat1
擠踏,zai1 daap6
刑網,jing4 mong5
退休軍官,
歐蒔蘿,au1 si4 lo4
綿邈,min4 mok6
改約,
噉你,gam2 nei5
以人爲鑒,
人文涵養,
凸輪軸,dat6 leon4 zuk6
北極雪,
菌傘,kwan2 saan3
灰獵犬,fui1 lip6 hyun2
內眷,noi6 gyun3
府谷縣,fu2 guk1 jyun6
烏當,wu1 dong1
俄中朝,ngo4 zung1 ciu4
丟時,diu1 si4
對板,deoi3 baan2
吔蕉啦,
打個冷,
側邊欄,zak1 bin1 laan4
擒牆頭,
探尺,taam3 cek3
目迷五色,muk6 mai4 ng5 sik1
上輋,
暢流,
例牌嘅,
獵潛艇,lip6 cim4 teng5
禦史,
石炭紀,sek6 taan3 gei2
克流感,hak1 lau4 gam2
扒𢚖,paa1 ti4
唔要慳返,
不觸目,bat1 zuk1 muk6
企心邊,kei5 sam1 bin1
備品,bei6 ban2
快滴啦,
影曬,
授與,sau6 jyu5
我媽話,
大揈,daai6 fang3
鐘樓區,zung1 lau4 keoi1
找份工作,
眉眼傳情,mei4 ngaan5 cyun4 cing4
波德申,bo1 dak1 san1
束腹,cuk1 fuk1
則咗,
攬埋,
魟魚,hung4 jyu4
綏芬河,seoi1 fan1 ho4
海豚座,hoi2 tyun4 zo6
貪圖安逸,
林冲,lam4 cung1
懶有寶,laan2 jau5 bou2
我搞定啦,
阮咸,jyun5 haam4
辟雍硯,pik1 jung1 jin6
逼來逼去,bik1 lai4 bik1 heoi3
咎有應得,gau3 jau5 jing1 dak1
批頭,pai1 tau4
諗過先,
繼續訓,
冇嘢揸手,
一元醇,jat1 jyun4 seon4
牛驥同槽,ngau4 kei3 tung4 cou4
伸一伸,
差曬,
麗色奇鶥,lai6 sik1 kei4 mei4
粉雷雷,fan2 leoi4 leoi4
雞腎衣,gai1 san2 ji1
超級期待,
左券在握,zo2 hyun3 zoi6 aak1
補底班,
車輛服務,
孺人,jyu4 jan4
茄薯,
哇沙米,waa1 saa1 mai5
燈盞花,dang1 zaan2 faa1
渺運,miu5 wan6
陳皮嘢,can4 pei4 je5
好心你啦,
伊雲士,ji1 wan4 si6
傾鈴䆲䆡,king1 ling1 kwaang1 laang1
鹵化銀,lou5 faa3 ngan4
石竹屬,sek6 zuk1 suk6
手掙,sau2 zang1
紅櫻槍,hung4 jing1 coeng1
騎士風格,ke4 si6 fung1 gaak3
不完全葉,bat1 jyun4 cyun4 jip6
清亮,cing1 loeng6
紙鶴風鈴,
玉米糖漿,juk6 mai5 tong4 zoeng1
三皇炮捶,saam1 wong4 paau3 ceoi4
我要瞓嘞,
口無擇言,hau2 mou4 zaak6 jin4
鬼殺噉聲,gwai2 saat3 gam2 seng1
龜咀,
煮佢一鍋,
細調,sai3 tiu4
房室,fong4 sat1
白喉噪鶥,baak6 hau4 cou3 mei4
唔好打爛,
倆錢兒,loeng5 cin4 ji4
字符表,
契箭,kai3 zin3
油桐油,jau4 tung4 jau4
我屌你,
麗園雅庭,
環幕,waan4 mok6
李悝,lei5 fui1
塗潭,tou4 taam4
龍嵩葉,lung4 sung1 jip6
平靖,ping4 zing6
支原體,zi1 jyun4 tai2
窮結,kung4 git3
泰沙,taai3 saa1
老卓,lou5 coek3
砂布,saa1 bou3
鐺鐺車,dong1 dong1 ce1
點知距,
齊齊䞟䞟,cai4 cai4 paak3 paak3
出伏,ceot1 fuk6
玉枕,
冷盆,laang5 pun4
根狀莖,gan1 zong6 ging3
諗前諗後,
你發夢,
做錯也,
未發威,
更番,gang1 faan1
吉締,gat1 tai3
匯費,wui6 fai3
前衛創作,
珠頸斑鳩,zyu1 geng2 baan1 kau1
大士王,daai6 si6 wong2
黃炎貴胄,wong4 jim4 gwai3 zau6
總體方案,
渴嘢,git6 je5
丟疏,diu1 so1
喀喇沁旗,haak3 laa1 sam3 kei4
好牽強,
彩虹蜂虎,coi2 hung4 fung1 fu2
調吖,
炮製佢,
膽色素,daam2 sik1 sou3
媚惑,mei6 waak6
蒜心,syun3 sam1
我有嘢做,
撚人,
路怒症,lou6 nou6 zing3
嬌爹,
安圖縣,on1 tou4 jyun6
求田問舍,kau4 tin4 man6 se3
同庚,tung4 gang1
披垂,pei1 seoi4
沃頓,juk1 deon6
麻麻亮,maa4 maa4 loeng6
大齡青年,daai6 ling4 cing1 nin4
往復運動,wong5 fuk6 wan6 dung6
衛生丸,wai6 sang1 jyun2
打千,daa2 cin1
豬叫,
六聯單,
嘴甜,zeoi2 tim4
電燶,
頭碰頭,
做嗰時,
零時一刻,
你回到去,
八公山,baat3 gung1 saan1
電腦端,
頂佢個肺,
風潑,fung1 put3
髒污,zong1 wu1
遲延,ci4 jin4
忘八,mong4 baat3
皮膠,
噉咪啱囉,
血賬,hyut3 zoeng3
聖朝,sing3 ciu4
收存箱,sau1 cyun4 soeng1
請諒解,
雁山區,ngaan6 saan1 keoi1
孖份,maa1 fan2
唐卡,tong4 kaa1
票活,piu3 wut6
軟瀨瀨,
雪佛萊,syut3 fat6 loi4
馬爾康,maa5 ji5 hong1
芙翅,fu4 ci3
檢孕棒,gim2 jan6 paang5
佢點啦,
丙烯腈,bing2 hei1 cing1
螺母螺栓,lo4 mou5 lo4 saan1
唔乾,
增年,zang1 nin4
路沙卡,lou6 saa1 kaa1
走風,zau2 fung1
攝影術,sip3 jing2 seot6
阿嬋,aa3 sim4
欣弗,jan1 fat1
嫋高,niu1 gou1
小日本兒,siu2 jat6 bun2 ji4
倒吊荷包,dou3 diu3 ho4 baau1
蝦蛄,haa1 gu1
唔俾吖,
死命噉,sei2 meng6 gam2
保安宿舍,
丹紅,daan1 hung4
逼死人,
悻悻,hang6 hang6
華爲總部,
罯氈,kam2 zin1
十進,sap6 zeon3
