word,jyutping
青花菜,ceng1 faa1 coi3
黑齷,hak1 ak1
斑駮陸離,baan1 bok3 luk6 lei4
喺嘅邊度,
生蘿蔔,
徵調,zing1 diu6
微漠,mei4 mok6
難混,naan4 wan6
大藏經,daai6 zong6 ging1
黑渣,haak1 zaa1
散更鑼,saan3 gaang1 lo4
一日三秋,jat1 jat6 saam1 cau1
亞奀,aa3 ngan1
打卜成,daa2 bok1 sing2
金山丁,gam1 saan1 ding1
啊公,
希律王,hei1 leot6 wong4
共話,gung6 waa6
喺停車前,
揈揈聲,fang4 fang2 seng1
美汁源,mei5 zap1 jyun4
馬竿,maa5 gon1
茶艇,caa4 teng5
新貴族,
同分異構,tung4 fan1 ji6 kau3
釦眼,kau3 ngaan5
寶清,bou2 cing1
煜煜,juk1 juk1
藉助於,
快餐交友,faai3 caan1 gaau1 jau5
風鈴草,
硬頂跑車,ngaang6 deng2 paau2 ce1
霜花,soeng1 faa1
太空飛碟,
擔架兵,daam1 gaa2 bing1
扱線,kap1 sin3
烤菸,haau1 jin1
撒氣,saat3 hei3
塞哥維亞,coi3 go1 wai4 aa3
鰲背負山,ngou4 bui3 fu6 saan1
泡桐,paau1 tung4
忙中出錯,
鋁箔,leoi5 bok6
報刊亭,
五金鋪,ng5 gam1 pou3
無所用心,mou4 so2 jung6 sam1
出貓仔,ceot1 maau1 zai2
落形,lok6 jing4
越嚟越難,
百歲裏,
捱一世,
昌寧縣,coeng1 ning4 jyun6
柳煙花霧,lau5 jin1 faa1 mou6
禮縣,lai5 jyun6
源賴朝,jyun4 laai6 ciu4
拼爹,ping3 de1
爲人正直,
無線新聞,
報緊名,
畀人陰,
敞篷汽車,cong2 pung4 hei3 ce1
兩黨關係,
嘞噃,la3 bo3
着草鞋,zoek3 cou2 haai4
優待票,jau1 doi6 piu3
電鍵,din6 gin6
好無言,
昌原,coeng1 jyun4
卡薩諾瓦,kaa1 saat3 nok6 ngaa5
皇帶魚,wong4 daai3 jyu2
鸚鵡仔,
六級士官,luk6 kap1 si6 gun1
賭球,dou2 kau4
架生箱,gaa3 saang1 soeng1
認奶,jing6 naai5
紅腹角雉,hung4 fuk1 gok3 zi6
打橫來講,daa2 waang4 loi4 gong2
馬德望,maa5 dak1 mong6
哈博羅內,haa1 bok3 lo4 noi6
被佔領土,
貢覺縣,gung3 gok3 jyun6
截個圖,
紅柿,hung4 ci2
佛蘭德,fat6 laan4 dak1
延邊州,jin4 bin1 zau1
各別,gok3 bit6
