word,jyutping
白咋,baak6 zaa3
夢溪筆談,mung6 kai1 bat1 taam4
枕心,zam2 sam1
普級,pou2 kap1
佩衽,pui3 jam6
百老會,
肥參,fei4 sam1
多謝光臨,
放不下心,fong3 bat1 haa6 sam1
思源黑體,si1 jyun4 haak1 tai2
𢆡罅,nin1 laa3
經典名犬,
扒車,paa4 ce1
特定場合,
凄惻,cai1 cak1
照噉講,
克蕾兒,hak1 leoi4 ji4
名步,
搭褳,daap3 lin4
嘈乜鬼,
聽窗,ting1 coeng1
車軸草,ce1 zuk6 cou2
鐵鎂質,tit3 mei5 zat1
空竹,hung1 zuk1
巴林右旗,baa1 lam4 jau6 kei4
主力部隊,
汨羅江,mik6 lo4 gong1
影像網絡,
甜粿,
蕩嚟蕩去,
謑霸,haa1 baa3
浪廢,
簍休,lau5 jau1
紅鑽石,
寧城縣,ning4 sing4 jyun6
噶布倫,gaa1 bou3 leon4
贅物,zeoi6 mat6
遊珠江,
深入羣衆,
中徑,zung1 ging3
使婆,sai2 po2
畀我入去,
四維時空,sei3 wai4 si4 hung1
太白臺,
浣濯,wun5 zok6
灰背鶇,fui1 bui3 dung1
脫崗,tyut3 gong1
寬心丸,fun1 sam1 jyun2
軋棉,zaat3 min4
戔戔,zin1 zin1
博興,bok3 hing1
倒開,dou2 hoi1
丟荒,diu1 fong1
紅不讓,hung4 bat1 joeng6
沖涼啊,
重得了,zung6 dak1 liu5
導光柱,
公犬,gung1 hyun2
季秋,gwai3 cau1
鮫人,gaau1 jan4
新浦,san1 pou2
犯法嘢,
噉樣呀,
地縫,dei6 fung4
潛蹤,cim4 zung1
噉點得呀,
迎江區,jing4 gong1 keoi1
劍咀,
津梁,zeon1 loeng4
劍川,gim3 cyun1
聖十架,
斜蔭,
棧地址,zaan6 dei6 zi2
粟穀,
瀘西,lou4 sai1
睇佢眼冤,
特解,dak6 gaai2
挖肉補瘡,waat3 juk6 bou2 cong1
來又去,
帶攜,
河口區,ho4 hau2 keoi1
五好吃,
桑基,song1 gei1
單起隻眼,
戰斗部,zin3 dau2 bou6
鴛綺,jyun1 ji2
特瓦族,dak6 ngaa5 zuk6
疊層石,dip6 cang4 sek6
沙彌,saa1 nei4
一碌碌,
疏勒縣,so1 lak6 jyun6
沙哩弄沖,saa4 li1 lung6 cung3
也要填,
掛曆檯曆,
貝九,bui3 gau2
傻瓜豬,
我冇嘢啊,
黿魚,jyun4 jyu4
超小型,ciu1 siu2 jing4
除邪,ceoi4 ce4
轉爐,zyun3 lou4
趕浪頭,gon2 long6 tau4
條幅廣告,tiu4 fuk1 gwong2 gou3
桌鬥,
科納克里,fo1 naap6 hak1 lei5
柳城縣,lau5 sing4 jyun6
向何處,hoeng3 ho4 cyu3
赤翅沙雀,cek3 ci3 saa1 zoek3
敷粉,fu1 fan2
按蚊,on3 man1
蛋糕仔,
講中曬,
崗巴,gong1 baa1
百問年,
酒力,zau2 lik6
彙聚,wui6 zeoi6
有鬼所謂,
摩卡咖啡,mo1 kaa1 gaa3 fe1
鉅鹿,
扚起身,dik1 hei2 san1
唔好走啦,
領料,ling5 liu2
予以考慮,
派士鉢,paa3 si6 but3
你好靚女,
黎邊,
寶應縣,bou2 jing1 jyun6
過返去,
圓氹氹,
高德納,gou1 dak1 naap6
虱乸春,sat1 naa2 ceon1
咯可,lo3 ho2
愛輝區,oi3 fai1 keoi1
白班兒,baak6 baan1 ji4
豐南,fung1 naam4
邪牌電影,ce4 paai2 din6 jing2
掏古井,tou4 gu2 zeng2
浮點運算,fau4 dim2 wan6 syun3
跨鶴揚州,kwaa3 hok6 joeng4 zau1
灞橋,baa3 kiu4
米泉,mai5 cyun4
栩栩,heoi2 heoi2
西濠涌,
去還去,
商業職工,
混球,wan6 kau4
京畿,ging1 gei1
湯原,tong1 jyun4
建昌縣,gin3 coeng1 jyun6
祕製牛雜,
點鬼火,dim2 gwai2 fo2
懶得睬你,
撐沙雞,zaang6 saa1 gai1
山竹果,saan1 zuk1 gwo2
滕王閣,tang4 wong4 gok3
打嘴,daa2 zeoi2
鬥家私,dau3 gaa1 si1
紫杉醇,zi2 caam3 seon4
拔營,bat6 jing4
摩西律法,mo1 sai1 leot6 faat3
電緊,
博伊西,bok3 ji1 sai1
衆說郛,zung3 syut3 fu1
佐獅龍,
惠能,wai6 nang4
牛脖子,ngau4 but6 zi2
霍賽,fok3 coi3
中文拼音,
轎衣,giu2 ji1
集貿,zaap6 mau6
波季,bo1 gwai3
湖南人家,
走咗出去,
大方縣,daai6 fong1 jyun6
豭喙,gaa1 fui3
金絲燕,gam1 si1 jin3
性伙伴,sing3 fo2 bun6
蝦子餅,haa1 zi2 beng2
凄凄,cai1 cai1
領晒,
厚麪皮,
玉米粉,juk6 mai5 fan2
法棍,faat3 gwan3
次生林,ci3 sang1 lam4
翻車魚,faan1 ce1 jyu2
喺度嗎,
灰柿,fui1 ci2
成列,
今日好焗,
時隔不久,
吳鬆口,
存車處,cyun4 ce1 cyu3
上九通信,
韓國風,
永安邨,
爽意,song2 ji3
屙噓噓,
湯力水,tong1 lik6 seoi2
屌你滷味,
冇兩盆花,
船首,syun4 sau2
蕪湖縣,mou4 wu4 jyun6
旅遊車隊,
而家啦,
波阿斯,bo1 aa3 si1
吹水牛肉,ceoi1 seoi2 ngau4 juk6
鍵詞,gin6 ci4
安南山脈,on1 naam4 saan1 mak6
百衲衣,baak3 naap6 ji1
回袋,wui4 doi2
燈串,
校長杯,
跟唱,gan1 coeng3
訓啊,
福委會,fuk1 wai2 wui2
掹斷,
邊啲嘢,
嘽緩,taan1 wun6
大吉嶺,daai6 gat1 ling5
章貢區,zoeng1 gung3 keoi1
埔心鄉,bou3 sam1 hoeng1
調鬧鐘,
文明小史,man4 ming4 siu2 si2
我無錢,
屎款,si2 fun2
雨城區,jyu5 sing4 keoi1
大化縣,daai6 faa3 jyun6
疑獄,ji4 juk6
輕元素,hing1 jyun4 sou3
唔上嚟,
今生有約,
滅除,mit6 ceoi4
裝香拜神,
綠營兵,luk6 jing4 bing1
透皮炭疽,tau3 pei4 taan3 zeoi1
傢伙仔,
昌邑,coeng1 jap1
撥測,but6 caak1
漏鍋,lau6 wo1
豬尿煲,zyu1 niu6 bou1
病革,beng6 gaak3
瓜英,gwaa1 jing1
文物廟,
高考班,
脈壓,mak6 aat3
鎮原縣,zan3 jyun4 jyun6
剛沖涼,
賽氏籬鶯,coi3 si6 lei4 ang1
身份卡,san1 fan6 kaat1
勞動號,lou4 dung6 hou6
小缸缸兒,siu2 gong1 gong1 ji4
牚牙骹,caang3 ngaa4 gaau3
槍子,coeng1 zi2
沙暴,saa1 bou6
林口鄉,lam4 hau2 hoeng1
啞終端,aa2 zung1 dyun1
孔林,hung2 lam4
拚咗佢,pun3 zo2 keoi5
唔知幾想,
值得聽下,
屯子,tyun4 zi2
舞牙弄爪,
置換突變,zi3 wun6 dat6 bin3
山巔,saan1 din1
壓電體,aat3 din6 tai2
馱馬,to4 maa5
韓東子,
元壩,jyun4 baa3
乜嚟架,
漏泄,lau6 sit3
毫末,hou4 mut6
白脫,baak6 tyut3
夜晚好靜,
整木,zing2 muk6
電烙鐵,din6 lok3 tit3
害月子,hoi6 jyut6 zi2
喐手,juk1 sau2
呆根,ngoi4 gan1
驢打滾,leoi4 daa2 gwan2
密碼子,mat6 maa5 zi2
裨補,pei4 bou2
樂安縣,lok6 on1 jyun6
好撚㷫,
曲霉毒素,kuk1 mui4 duk6 sou3
監人勑厚,gaam1 jan4 laai5 hau6
塘底石,tong4 dai2 sek6
滾水借歪,gwan2 seoi2 ze3 me2
豆腐婆,dau6 fu6 po2
我遲咗,
大庾嶺,daai6 jyu5 ling5
繳入,
己糖,gei2 tong4
攤提,taan1 tai4
雙週刊,soeng1 zau1 hon2
青宮,
布爾喬亞,bou3 ji5 kiu4 aa3
蔴糖鷄,
爽暢,song2 coeng3
檔口呢,
嗣響,zi6 hoeng2
上殼,
喝完早茶,
高叉泳裝,gou1 caa1 wing6 zong1
方臘,fong1 laap6
邊音,bin1 jam1
報窩,bou3 wo1
