word,jyutping
遛彎兒,lau6 waan1 ji4
我都好凍,
僻地,pik1 dei6
樹葬,syu6 zong3
聽唔切,
佢隔離,
會會地,wui5 wui2 dei2
鬥鷄眼,
得閒麼,
詞跟語,ci4 gan1 jyu5
設崗,cit3 gong1
索馬里亞,sok3 maa5 lei5 aa3
出份子,ceot1 fan6 zi2
晾蚊帳,
廣安門,gwong2 on1 mun4
叩問,kau3 man6
面凹,min6 nap1
下價貨,
博物,bok3 mat6
食慣嘴,
嵐山區,laam4 saan1 keoi1
捐貲,gyun1 zi1
豉筒,si6 tung2
百好士多,
觀釁伺隙,gun1 jan6 zi6 kwik1
窩屎,
絕緣膠,
雙鴨山,soeng1 aap3 saan1
默西河,mak6 sai1 ho4
健診,gin6 can2
八卦妹,baat3 gwaa3 mui1
博識,bok3 sik1
錯層,co3 cang4
延會,jin4 wui2
老水,lou5 seoi2
瑞年理髮,
貂裘換酒,diu1 kau4 wun6 zau2
打機㗎,
九江煎堆,gau2 gong1 zin1 deoi1
獨夫民賊,duk6 fu1 man4 caak6
熟荒,suk6 fong1
好多喔,
玄菟郡,jyun4 tou3 gwan6
發暗話,faat3 am3 waa6
著眼於,
屏保,ping4 bou2
安遠縣,on1 jyun5 jyun2
過完關,
發聾振聵,faat3 lung4 zan3 kui2
擀麪杖,gon2 min6 zoeng6
爲啥,wai4 saa1
唔加入,
馬三立,maa5 saam1 laap6
麥司卡林,mak6 si1 kaa1 lam4
施甸,si1 din6
騎住個勢,
鯉魚旗,lei5 jyu4 kei4
蠟坨兒,laap6 to4 ji4
早早兒,zou2 zou2 ji4
司士,si1 si6
猛噉嗍氣,
貼足,
走子,zau2 zi2
蛛蛛,zyu1 zyu1
歐亞鵟,au1 aa3 kwong4
轡頭,bei3 tau4
主要人員,
晶系,zing1 hai6
玩臥底,
驛居,
福馬林,fuk1 maa5 lam4
色色迷迷,sik1 sik1 mai4 mai4
渾然一體,wan4 jin4 jat1 tai2
單線程,daan1 sin3 cing4
建芳,gin3 fong1
飯蓋,faan6 goi3
牛肉拉麪,
弛禁,ci4 gam3
到香港了,
以見一斑,
你仲賴貓,
穴播,jyut6 bo3
巴楚縣,baa1 co2 jyun6
大舌頭,daai6 sit3 tau4
廢廢哋,
體育人物,
好好食㗎,
黎城縣,lai4 sing4 jyun6
古坑,gu2 haang1
臊蝦仔,sou1 haa1 zai2
逕賽,ging3 coi3
桶孔,tung2 hung2
中州韻,zung1 zau1 wan6
漣水縣,lin4 seoi2 jyun6
訊飛,seon3 fei1
直裰,zik6 zyut3
罄身兒,hing3 san1 ji4
吹到脹,
大樓南翼,
花腰,faa1 jiu1
裸脊,lo2 zek3
上揚趨勢,soeng6 joeng4 ceoi1 sai3
佛山了,
爛頭粥,laan6 tau4 zuk1
繁峙縣,faan4 si6 jyun6
標圖,biu1 tou4
涯際,ngaai4 zai3
譜子,pou2 zi2
佢大聲嗌,
𨂽𨂽趯,dam6 dam6 dek3
挨肩兒,aai1 gin1 ji4
嬌翠,giu1 ceoi3
集鍊,zaap6 lin2
北方美食,
菜畦,coi3 kwai4
落基山,lok6 gei1 saan1
咁光,
抄飛機,caau3 fei1 gei1
麻將臺,
骨炭,gwat1 taan3
商業發票,soeng1 jip6 faat3 piu3
川鄉情,
曲終奏雅,kuk1 zung1 zau3 ngaa5
槽頭,cou4 tau4
睇乜鬼,
可勁,ho2 ging6
飆漲,biu1 zoeng3
費事啦,
抹下汗,
文熙,
坑害,haang1 hoi6
吳下阿蒙,ng4 haa6 aa3 mung4
早過你,
打哄,daa2 hung3
南市區,naam4 si5 keoi1
一大沓,
臨猗,lam4 ji1
高高地,gou1 gou1 dei2
滄浪區,cong1 long6 keoi1
有齣,jau5 ceot1
拉爾維克,laai1 ji5 wai4 hak1
有排執,
尤溪,jau4 kai1
衽金革,jam6 gam1 gaak3
鎅紙刀,gaai3 zi2 dou1
專用品,zyun1 jung6 ban2
大地之歌,daai6 dei6 zi1 go1
一過性,jat1 gwo3 sing3
都係要去,
大陸話,daai6 luk6 waa2
