word,jyutping
刊頭,hon2 tau4
冇啩,
看返,hon3 faan1
咁多科,
保亭縣,bou2 ting4 jyun6
追夢人,
中古世紀,zung1 gu2 sai3 gei2
凱蒂貓,hoi2 dai3 maau1
中竈,zung1 zou3
車公古廟,
嬲休僂斗,lau1 jau1 lau5 dau2
進接,zeon3 zip3
鬼才信,gwai2 coi4 seon3
新城鄉,san1 sing4 hoeng1
作件,zok3 gin6
瑪尼,maa5 nei4
母難日,mou5 naan6 jat6
文山州,man4 saan1 zau1
兩性花,loeng5 sing3 faa1
斜斜哋,
東源縣,dung1 jyun4 jyun6
腳孤拐,goek3 gu1 gwaai2
死能瞪,
冇畀面你,
每個款,
交大,gaau1 daai6
扐住,
蠲吉,gyun1 gat1
佢散咗,
枚卜,mui4 buk1
欲維堂,
踎響度,
開堂,hoi1 tong4
捉棋比賽,zuk1 kei2 bei2 coi3
箕斗,gei1 dau2
受胎,sau6 toi1
通城縣,tung1 sing4 jyun6
椅橫,ji2 waang6
海幢,hoi2 tong4
古墓麗影,gu2 mou6 lai6 jing2
𨃩水,
扲袋,ngam4 doi2
僞代碼,ngai6 doi6 maa5
桔樹,
摔跟頭,seot1 gan1 tau4
鬱積,wat1 zik1
我無嘢,
稀裏嘩啦,hei1 leoi5 waa1 laa1
打爛沙盤,
芒果班戟,
倫理思想,
腌魚,jip3 jyu2
屈餐懵,wat1 caan1 mung2
慶零含林,heng4 leng4 ham4 lam4
瓜子菜,gwaa1 zi2 coi3
尖嘴雞,zim1 zeoi2 gai1
嚮慕,hoeng3 mou6
珠海區,
監平賣曬,
葺齊,cap1 cai4
皓齒,hou6 ci2
鐘鼎文,zung1 ding2 man4
樹碑,
荷塘區,ho4 tong4 keoi1
橋桁,kiu4 hang4
祗回,zi1 wui4
大衆部,daai6 zung3 bou6
極客,gik6 haak3
解放運動,gaai2 fong3 wan6 dung6
勞而無功,lou4 ji4 mou4 gung1
德昌縣,dak1 coeng1 jyun6
衹見,
總起來說,
膠南,gaau1 naam4
茹魚,jyu4 jyu2
一人一支,
江乾區,gong1 gon1 keoi1
贏多點,
旺熾性,wong6 ci3 sing3
蒸汽機車,zing1 hei3 gei1 ce1
飛彈潛艇,fei1 daan6 cim4 ting5
質心,zat1 sam1
亂免,
絳紗,gong3 saa1
合全士多,
冬瓜窿,
雷堆,leoi4 deoi1
戎事倥傯,jung4 si6 hung2 zung2
反裘負芻,faan2 kau4 fu6 co1
拉山頭,laai1 saan1 tau4
達魯花赤,daat6 lou5 faa1 cek3
耷保,dap1 bou4
噉樣啦,
鶴慶縣,hok6 hing3 jyun6
結締,git3 dai3
毛線衣,mou4 sin3 ji1
團結互助,
溫州菜,
刺網,ci3 mong5
甘州區,gam1 zau1 keoi1
正攻砲,zing3 gung1 paau3
雁江,ngaan6 gong1
永德縣,wing5 dak1 jyun6
怕乜嘢,
捨下,se2 haa6
阿堵物,aa3 dou2 mat6
線上游戲,
話做就做,
洗頭先,
純陽觀,
服飾精品,
木菠蘿,muk6 bo1 lo4
透平機,tau3 ping4 gei1
受降儀式,sau6 hong4 ji4 sik1
八一五,baat3 jat1 ng5
草原百靈,cou2 jyun4 baak3 ling4
黎平縣,lai4 ping4 jyun6
觸霉頭,zuk1 mui4 tau4
出尺,ceot1 cek3
過咗一排,
飛短留長,
棹腳,zau6 goek3
校園美食,
得未呀,
酸迷草,syun1 mai4 cou2
多軌,
玉珉,juk6 man4
炒起晒,
馬灣警崗,
晚半天兒,maan5 bun3 tin1 ji4
膀爺,bong2 je4
把口臭,
臺諜,toi4 dip6
仔乸生意,
東食西宿,dung1 sik6 sai1 suk1
最高限價,
長安區,coeng4 on1 keoi1
肚腍,tou5 nam4
圖西族,tou4 sai1 zuk6
塔拉瓦,taap3 laai1 ngaa5
顏體,ngaan4 tai2
側側搏,
抵佢死,
核對峙,hat6 deoi3 ci5
弗蘭茲,fat1 laan4 zi1
脫膠,tyut3 gaau1
陸劍萍,luk6 gim3 ping4
湘村發現,
找臺階兒,zaau2 toi4 gaai1 ji4
亞格門農,aa3 gaak3 mun4 nung4
紫陽,zi2 joeng4
孤絕,gu1 zyut6
海味雜貨,
灰胸竹雞,fui1 hung1 zuk1 gai1
摳字眼,kau1 zi6 ngaan5
雪鴞,syut3 hiu1
纜樁,laam6 zong1
萬能老倌,maan6 nang4 lou5 gun1
敆檔,gaap3 dong3
唔發啦,
集一照明,
宜賓縣,ji4 ban1 jyun6
冀縣,kei3 jyun6
南半島,
灰鶺鴒,fui1 zek3 ling4
無論點好,
料持,liu6 ci4
陀羅尼,to4 lo4 nei4
杯清涼茶,
等待果陀,dang2 doi6 gwo2 to4
背地風,bui3 dei6 fung1
刁藩都,diu1 faan4 dou1
欲海,juk6 hoi2
我知啊,
按需出版,on3 seoi1 ceot1 baan2
够𦢊,gau3 pok1
曲陽,kuk1 joeng4
志願服務,
陽信,joeng4 seon3
彩韻坊,
肉垂麥雞,juk6 seoi4 mak6 gai1
荒瘠,fong1 zek3
伢崽,ngaa4 zoi2
麗色噪鶥,lai6 sik1 cou3 mei4
詞賦,ci4 fu3
整頓秩序,
點解你咁,
都中意,
刀鞘,dou1 ciu3
巴西美食,
恣意妄爲,zi3 ji3 mong5 wai4
贏餘,jeng4 jyu4
尉犁,wai3 lai4
圖釘,tou4 deng1
新田圍,
殘垣,caan4 wun4
你嗰隻,
衣櫃沙窗,
柄臣,bing3 san4
隔著,
水水地,
嚼子,zoek3 zi2
鎮寧縣,zan3 ning4 jyun6
落雪珠,lok6 syut3 zyu1
上下一致,
沈北新,sam2 bak1 san1
真理論,
千慮一得,cin1 leoi6 jat1 dak1
探傷器,taam3 soeng1 hei3
蠶山,caam4 saan1
美髮師,mei5 faat3 si1
衡酌,hang4 zoek3
蘭姆打,laan4 mou5 daa2
草魚粥,
珂羅版,o1 lo4 baan2
周村區,zau1 cyun1 keoi1
褂裙,kwaa2 kwan4
唔怕嘅,
償清,soeng4 cing1
吊瓜,
留連果,lau4 lin4 gwo2
大涼背,
無心情,
體驗碼,
局局角,guk6 guk6 gok3
控貨,
斑頭雁,baan1 tau4 ngaan6
細力啲吖,
嘰里咕嚕,gei1 lei5 gu1 lou1
行萬里,
布迪亞,bou3 dik6 aa3
出婁子,ceot1 lau4 zi2
海錯,hoi2 co3
農事,nung4 si6
泅水,cau4 seoi2
囓牙,ngaat6 ngaa2
例外字,lai6 ngoi6 zi6
彩漂,coi2 piu3
克孜勒蘇,hak1 zi1 lak6 sou1
擔餅,daam1 beng2
伊莉薩白,ji1 lei6 saat3 baak6
甩線,
典押,din2 aat3
古玩鋪,gu2 wun2 pou2
萬壽山,maan6 sau6 saan1
浚縣,zeon3 jyun6
蘿蔔潤,lo4 baak6 jeon2
滑牛,waat6 ngau2
迎考,
冗位,jung2 wai6
浸禮教,zam3 lai5 gaau3
金牌打仔,gam1 paai4 daa2 zai2
連年有餘,
現代服裝,
捲鬚,gyun2 sou1
拊髀,fu2 bei2
姆巴巴納,mou5 baa1 baa1 naap6
單證室,
一鱗半爪,jat1 leon4 bun3 zaau2
無庸,mou4 jung4
城北區,sing4 bak1 keoi1
雪茄菸,syut3 gaa1 jin1
小山石級,
打躬,daa2 gung1
揮斥方遒,fai1 cik1 fong1 cau4
菜薹,coi3 toi4
逕跡,ging3 zik1
筷子芥,faai3 zi2 gaai3
治理環境,
已納,
迴紋針,wui4 man4 zam1
穆通,muk6 tung1
登手登腳,
嘉爾曼,gaa1 ji5 maan6
恆芳,
移動數碼,
莰烯,ham2 hei1
利多卡因,lei6 do1 kaa1 jan1
經絡足療,
協奏,hip3 zau3
煤矸石,mui4 gon1 sek6
奶啡,naai5 fe1
果決,gwo2 kyut3
北齊書,bak1 cai4 syu1
雁江區,ngaan6 gong1 keoi1
順絡,
學咩專業,
成武縣,sing4 mou5 jyun6
沉陷,cam4 haam6
沒想好,
噉你都係,
柯密,o1 mat6
你沖涼,
多孔,do1 hung2
熔岩穹丘,jung4 ngaam4 kung4 jau1
無從談起,
雞心肺,
字段,zi6 dyun6
亭臺樓閣,ting4 toi4 lau4 gok3
三舊,
平衡棒,ping4 hang4 paang5
交運,gaau1 wan6
至起碼,
簕竇,lak6 dau3
率部,seot1 bou6
竈頭,zou3 tau2
牙磣,ngaa4 cam2
盡曬力,
認嚦,jing6 lek1
撬鬆,
仲係噉,
陡變,dau2 bin3
戳份兒,coek3 fan6 ji4
夾過檔,
戳脊梁,coek3 zek3 loeng4
裝嫩,zong1 nyun6
拉麪王,
當前頁,
台州地區,toi4 zau1 dei6 keoi1
品色,ban2 sik1
黃體期,wong4 tai2 kei4
蝨米,
唔記住,
犦犦齋,
纏手,cin4 sau2
品川區,ban2 cyun1 keoi1
𠳝墩,mau1 dan1
做壽,zou6 sau6
淨係準我,
逐筆,
烏劣劣,wu1 lyut1 lyut1
山河在,saan1 ho4 zoi6
上頷,soeng6 ham5
搵埞喱,
花彩,faa1 coi2
什器,sap6 hei3
小舅子,siu2 kau5 zi2
除咗你,
瓦𦉘,ngaa5 caang1
號喪,hou4 song1
寶塔區,bou2 taap3 keoi1
風成,fung1 sing4
角曲尺,gok3 kuk1 cek3
深溝高壘,sam1 kau1 gou1 leoi5
左首,zo2 sau2
爲老不尊,
扮瞓,
廣醫,gwong2 ji1
複啅,fuk1 coek3
擡起頭來,
草大青,cou2 daai6 cing1
起弶,hei2 gong6
棉花拳擊,min4 faa1 kyun4 gik1
下而上,haa6 ji4 soeng6
行到咁癐,
教門,gaau3 mun2
伊蚊,ji1 man1
欖核,
山南海北,saan1 naam4 hoi2 bak1
更爲,gang3 wai4
幀率,zing3 leot2
驚到震曬,
邁著,
一張一馳,
怎麼得了,zam2 mo1 dak1 liu5
眼澀,
救撈局,gau3 laau4 guk6
涂山,tou4 saan1
典記,
趑趄,zi1 zeoi1
曾慧彥,zang1 wai3 jin6
爲政清廉,
再屠現金,zoi3 tou4 jin6 gam1
氣霧免疫,hei3 mou6 min5 jik6
觀音鄉,gun1 jam1 hoeng1
梗直,gang2 zik6
呢間鋪,
裸麥,lo2 mak6
灃水,fung1 seoi2
半排出期,bun3 paai4 ceot1 kei4
信號臺,seon3 hou6 toi4
咁㷫㗎,
龍城區,lung4 sing4 keoi1
鶴泰路西,
維表,wai4 biu2
高慢,gou1 maan6
佢畀唔到,
郵政禮儀,
先醫肚,
弄險,lung6 him2
伊馬姆,ji1 maa5 mou5
借單兒,ze3 daan1 ji4
黐線蜘蛛,ci1 sin3 zi1 zyu1
調音臺,tiu4 jam1 toi4
疏附,so1 fu6
揞眼法,
櫱枝,jit6 zi1
沒靚女,
反轉便,faan2 zyun3 bin6
接不接受,
山鬥,saan1 dau3
屌你啦,
死仗,sei2 zoeng3
燒心,siu1 sam1
慈利縣,ci4 lei6 jyun6
烏蘭浩特,wu1 laan4 hou6 dak6
護脛,wu6 ging3
手板堂,sau2 baan2 tong4
你咪行住,
一般地講,
有師妹,
屈體,wat1 tai2
村民信箱,
蛇尺,se4 cek3
盂方水方,jyu4 fong1 seoi2 fong1
新細明體,
武警支隊,
萊旺厄爾,loi4 wong6 aak1 ji5
華大地產,
順利發展,
我前度,
褸幽,lau1 jau1
假使間,gaa2 si2 gaan1
硝化,siu1 faa3
車充,
好夢難成,hou2 mung6 naan4 sing4
石灰蘿,sek6 fui1 lo4
加沃特,gaa1 juk1 dak6
行街罷喇,
模因,mou4 jan1
撼樹蚍蜉,ham6 syu6 pei4 fau4
田雞油,tin4 gai1 jau4
冇嘢冇嘢,
古藺,gu2 leon6
算乜嘢,
劈離,pek3 lei4
你睡著,
真名實姓,zan1 ming4 sat6 sing3
釣魚者,diu3 jyu4 ze2
現金流轉,jin6 gam1 lau4 zyun2
潛山縣,cim4 saan1 jyun6
吱吱嘎嘎,zi1 zi1 gaa1 gaa1
你好少,
檔案名,
菌子,kwan2 zi2
唔係唔係,
革吉,gaak3 gat1
鈦鐵礦,taai3 tit3 kwong3
辯機,bin6 gei1
雜件,zaap6 gin2
無響應,
撈松,laau1 sung1
本益比,bun2 jik1 bei2
搋麪,caai1 min6
蕩下蕩下,
哈努卡節,haa1 nou5 kaa1 zit3
秀洲,sau3 zau1
寄父,gei3 fu6
使魔法,si2 mo1 faat3
細不貼式,sai3 bat1 tip3 sik1
九頭鳥,gau2 tau4 niu5
卷帙,gyun2 dit6
鐵勺,tit3 zoek3
榮惠,
所羅巴伯,so2 lo4 baa1 baak3
加吉魚,gaa1 gat1 jyu2
依喐喐,
下流人士,haa6 lau4 jan4 si6
伊薩卡,ji1 saat3 kaa1
留口佬,lau4 hau2 lou2
阿聾燒炮,aa3 lung4 siu1 paau3
各欄,
擁墩,jung2 dan2
屎乎,
政治卷,
噗哧,pok3 ci1
鄭國渠,zeng6 gwok3 keoi4
打單信,daa2 daan1 seon3
違禁物品,
見癐,gin3 gui6
元音和諧,jyun4 jam1 wo4 haai4
大竈,daai6 zou3
噉我做,
技嘉,gei6 gaa1
射干,se6 gon1
老師講㗎,
粵語詞彙,
高青縣,gou1 cing1 jyun6
吼機會,hau1 gei1 wui6
芝罘,zi1 fau4
富譽地產,
府綢,fu2 cau4
笞責,ci1 zaak3
三駕馬車,saam1 gaa3 maa5 ce1
磨石,mo4 sek6
遵化,zeon1 faa3
孟思誠,maang6 si1 sing4
名滿天下,ming4 mun5 tin1 haa6
翹足而待,kiu4 zuk1 ji4 doi6
鎮賚縣,zan3 loi6 jyun6
眼點,ngaan5 dim2
璨美,caan3 mei5
熱成層,jit6 sing4 cang4
戙㞘徛,dung6 duk1 kei5
建昌,gin3 coeng1
夜過頭,
江安縣,gong1 on1 jyun6
歧視你,
辰溪,san4 kai1
臨急抱佛,
瘦腿霜,
嘢仔,
普格,pou2 gaak3
激浪,gik1 long6
鳳蝶科,fung6 dip6 fo1
笑臉兒,siu3 lim5 ji4
撇咗,
古奇,gu2 kei4
日無暇晷,jat6 mou4 haa6 gwai2
毛嗶嘰,mou4 bat1 gei1
因爲喺我,
老公餅,lou5 gung1 beng2
叻啦,
追臺,zeoi1 toi4
香港啊,
咁謙,
筋節,gan1 zit3
心都痕曬,
枯糠,fu1 hong2
貴珊瑚,gwai3 saan1 wu4
象樣,zoeng6 joeng2
黃富平,wong4 fu3 ping4
精甩辮,zeng1 lat1 bin1
魚蝦大順,jyu4 haa1 daai6 seon6
阿芙蓉,aa3 fu4 jung4
支隊長,zi1 deoi6 zoeng2
郎溪縣,long4 kai1 jyun6
圍籬,wai4 lei4
積祖,zik1 zou2
高遷,gou1 cin1
南齊書,naam4 cai4 syu1
還亂,waan4 lyun6
七堵區,cat1 dou2 keoi1
勞動權,
水嗲嗲,seoi2 de4 de4
我設咗,
互評,
馮偉棠,
熱核,jit6 hat6
酸模,syun1 mou4
節略本,zit3 loek6 bun2
借條,ze3 tiu4
臨城縣,lam4 sing4 jyun6
臨淵羨魚,lam4 jyun1 sin6 jyu4
有冇人知,
撐臺腳,
蛋卷兒,daan2 gyun2 ji4
眼矋矋,ngaan5 lai6 lai6
畢茲,bat1 zi1
小伙兒,siu2 fo2 ji4
差不離兒,caa1 bat1 lei4 ji4
熱值,jit6 zik6
砧骨,zam1 gwat1
坎兒,ham2 ji4
砰鈴𠾴唥,ping1 ling1 baang4 laang4
謝候,ze6 hau6
鬢髮皓然,ban3 faat3 hou6 jin4
鵝蛋粉,ngo4 daan2 fan2
曲陽縣,kuk1 joeng4 jyun6
撈水屘,
自娛娛人,zi6 jyu4 jyu4 jan4
敗軍,baai6 gwan1
蝶山區,dip6 saan1 keoi1
鐮倉幕府,lim4 cong1 mok6 fu2
三枝葉,
見風使𢃇,gin3 fung1 sai2 lei5
對勁兒,deoi3 ging6 ji4
殫精極慮,daan1 zing1 gik6 leoi6
眉心闊,
好五開心,
打卦,daa2 gwaa3
柞水縣,zok6 seoi2 jyun6
你噉樣做,
福摩薩,fuk1 mo1 saat3
掀湧,hin1 jung2
彩顏,
中靶,zung3 baa2
防齲,fong4 geoi2
掖庭,jik6 ting4
太串,
標曬冷汗,
五好笑,
川匯區,cyun1 wui6 keoi1
黎曼空間,lai4 maan6 hung1 gaan1
腰布,jiu1 bou3
暈暈沌沌,
帶霉,daai3 mui4
發前線,
黜退,ceot1 teoi3
舊貨收購,
旋覆花,syun4 fuk1 faa1
黃狗頭,wong4 gau2 tau4
積賊,zik1 caak6
病秧子,beng6 joeng1 zi2
一個多鐘,
肥豬腀,fei4 zyu1 lan1
我都組織,
真係曳,
舊年時,gau6 nin4 si4
強刷,
好啲啩,
立等可取,laap6 dang2 ho2 ceoi2
駐大陸,zyu3 daai6 luk6
撣子,daan6 zi2
保康縣,bou2 hong1 jyun6
林柿,lam4 ci2
涵管,haam4 gun2
快板兒,faai3 baan2 ji4
黍鵐,syu2 mou4
絞扭,gaau2 nau2
番鹼,
揀下揀下,
諷諫,fung3 gaan3
承平,sing4 ping4
媚飛色舞,
教學區,
琳瑯,lam4 long4
烊金,joeng4 gam1
陳陳相因,can4 can4 soeng1 jan1
鍾數,
電信費,
羽翼豐滿,jyu5 jik6 fung1 mun5
平度,ping4 dou6
洗頭碟,sai2 tau2 dip2
坊子區,fong1 zi2 keoi1
水煎包,seoi2 zin1 baau1
手痹,
你加油啦,
耨喉,nau6 hau4
伙頭君,fo2 tau4 gwan1
數字通信,sou3 zi6 tung1 seon3
確山縣,kok3 saan1 jyun6
棠東,tong4 dung1
電蒸爐,din6 zing1 lou4
枕長,zam2 coeng4
魚尾板,jyu4 mei5 baan2
大蟹乸,daai6 haai5 naa2
驗線,
掛麪,gwaa3 min6
未死過,
電子科,din6 zi2 fo1
威威食雞,wai1 wai1 sik6 gai1
槓架,gong3 gaa2
橡皮擦,zoeng6 pei4 caat3
裝起個弶,
地面零點,dei6 min6 ling4 dim2
記住數,
安琪兒,on1 kei4 ji4
褐耳鷹,hot3 ji5 jing1
蝕硬,
門檻條,
九臺,gau2 toi4
纊住,kwang3 zyu6
賣官鬻爵,maai6 gun1 juk6 zoek3
實情繫佢,
地岬,dei6 gaap3
惠食閣,
蹦牀,bang1 cong4
南寧地區,naam4 ning4 dei6 keoi1
銀菊,
各有所得,
我嘅反應,
客觀事物,
瓜地馬拉,gwaa1 dei6 maa5 laai1
真係盞,zan1 hai6 zaan2
我出關,
綠寬嘴鶇,luk6 fun1 zeoi2 dung1
自奉儉約,zi6 fung6 gim6 joek3
雙毫,soeng1 hou4
蒙陰縣,mung4 jam1 jyun6
古坑鄉,gu2 haang1 hoeng1
農用物資,
仔畜,zai2 cuk1
金胸歌鴝,gam1 hung1 go1 keoi4
慶陽,hing3 joeng4
星弧廣告,
𢯎頭𢯎髻,
剖辯,fau2 bin6
絕無二樣,zyut6 mou4 ji6 joeng6
火尾,fo2 mei5
聖祖,sing3 zou2
人哋開會,
仲爭啲啲,
奇彩,kei4 coi2
八倍體,baat3 pui5 tai2
娶埋,
肉孜節,juk6 zi1 zit3
又唔喺,
限制酶,haan6 zai3 mui4
我冇仔,
冷不丁,laang5 bat1 ding1
三人口氣,saam1 jan4 hau2 hei3
任俠,jam6 hap6
乘風展翅,
馬辰蓆,maa5 san2 zek6
幽邃,jau1 seoi6
佛岡縣,fat6 gong1 jyun6
娛樂精品,
懸盪,jyun4 dong6
搜求,sau2 kau4
配齊,
蔥綠,cung1 luk6
姆拉迪奇,mou5 laai1 dik6 kei4
魔法值,
腦瓜子,nou5 gwaa1 zi2
白求恩,baak6 kau4 jan1
寬解,fun1 gaai2
衰啦,
泮水,pun3 seoi2
肥豬仔,
范特西,faan6 dak6 sai1
徒手空拳,
擴軍計畫,
金翅,gam1 ci3
