word,jyutping
柒揈揈,cat6 fing6 fing6
跋腳,
我有路數,
抵足而臥,dai2 zuk1 ji4 ngo6
納衛星,naap6 wai6 sing1
醪糟,lou4 zou1
幾十百,gei2 sap6 baak3
檢毒箱,gim2 duk6 soeng1
青神,cing1 san4
嵊縣,sing6 jyun6
文武合一,man4 mou5 hap6 jat1
違戾,wai4 leoi6
蝦春,haa1 ceon1
棲霞區,cai1 haa4 keoi1
惃頭惃腦,gwan1 tau4 gwan1 nou5
考唔倒,
行快啲喇,
倒掛臘鴨,
我都睇咗,
開拔,hoi1 bat6
壽寧,sau6 ning4
兩個包,
美國交會,mei5 gwok3 gaau1 wui2
侵夜,cam1 je6
個女發燒,
左鎮鄉,zo2 zan3 hoeng1
認真好嘢,
府谷,fu2 guk1
講講下,
鴯鶓,ji4 miu4
巫溪縣,mou4 kai1 jyun6
工衣,gung1 ji1
膈肢,gaak3 zi1
呢幾間,
做禡,zou6 ngaa4
擸擸埋埋,
薩克斯風,saat3 hak1 si1 fung1
正義鬥爭,zing3 ji6 dau3 zang1
苗芽,miu4 ngaa4
煩懣,faan4 mun6
腸毒素,coeng4 duk6 sou3
素原促進,sou3 jyun4 cuk1 zeon3
計量棒,gai3 loeng4 paang5
華興通訊,
晚安豬豬,
賺做,zaan2 zou6
王仙芝,wong4 sin1 zi1
篙竹,gou1 zuk1
基因碼,gei1 jan1 maa5
曾壁山,
漢臺區,hon3 toi4 keoi1
飲勝會,
煉膠,
匪徒集團,fei2 tou4 zaap6 tyun4
交通車,gaau1 tung1 ce1
熱乎,jit6 fu4
蠟蠟靚,
咸巴唥,ham6 baa6 laang6
自由蝴蝶,
永定門,wing5 ding6 mun4
支繃,zi1 maang1
敲喪鐘,haau1 song1 zung1
匯茶軒,
您得,
問多次,
祝謝,zuk1 ze6
返唔返去,
渾儀註,wan4 ji4 zyu3
農作貿易,
灰頭灰雀,fui1 tau4 fui1 zoek3
拉巴特,laai1 baa1 dak6
一線之間,jat1 sin3 zi1 gaan1
天全縣,tin1 cyun4 jyun6
蠔殼裏,
拉埋佢,
梁贊,loeng4 zaan3
衣度,
打纜地,
凡心,faan4 sam1
賽車選手,coi3 ce1 syun2 sau2
壽頭壽腦,sau6 tau4 sau6 nou5
操場前,
竈王爺,zou3 wong4 je4
禁條,gam3 tiu4
春江水暖,
打番幾鋪,daa2 faan1 gei2 pou1
顯宦,hin2 waan6
陷坑,haam6 haang1
排猶,paai4 jau4
寧晉縣,ning4 zeon3 jyun6
革新能手,gaak3 san1 nang4 sau2
肏你媽,cou3 nei5 maa1
一大排,
沉滓,cam4 zi2
你喺邊呀,
金小蜂,gam1 siu2 fung1
黃褐斑,wong4 hot3 baan1
割草窩,
鱉裙,bit3 kwan4
票式,
攞蛋,
風中之燭,fung1 zung1 zi1 zuk1
你個名,
社區牙科,
黃黃淤淤,
工字繩,gung1 zi6 sing2
十分必要,
平輿,ping4 jyu4
未簽字者,mei6 cim1 zi6 ze2
紫籌股,zi2 cau4 gu2
尼木縣,nei4 muk6 jyun6
金馬車,
挪窩兒,no4 wo1 ji4
網口,mong5 hau2
嘥撻,saai1 taat1
無無無,
唔好亂喐,
扳道員,paan1 dou6 jyun4
李成桂,lei5 sing4 gwai3
搞掂啦,
潮粵食府,
起轎,hei2 giu2
持笏,ci4 fat1
鳴金,ming4 gam1
行開下,
介之推,gaai3 zi1 teoi1
觀塘老母,
抌咗佢,
鮓豆,zaa2 dau2
登山寶訓,dang1 saan1 bou2 fan3
芡粉,him3 fan2
大荔,daai6 lai6
後味,hau6 mei6
滾瀉,gwan2 se2
通天曉,tung1 tin1 hiu2
唔遲唔早,
策源地,caak3 jyun4 dei6
光斑,gwong1 baan1
拜節,baai3 zit3
阜南,fau6 naam4
名嬌世家,
撈面,
做唔得主,
套娃,tou3 waa1
燕科,jin3 fo1
雞鼻巖,
薛海琪,
後窖,
鹽山,jim4 saan1
擴版,kwok3 baan2
湖南土菜,
棧主,zaan6 zyu2
咿牌,ji1 paai2
兒童世界,
婉妙,jyun2 miu6
白蘞,baak6 lim4
碼釘,maa5 deng1
合作金融,
婚典,fan1 din2
告罄,gou3 hing3
麥克白,mak6 hak1 baak6
平陰縣,ping4 jam1 jyun6
喬治爵士,
閘角,zaap6 gok3
米高揚,mai5 gou1 joeng4
蘭譜,laan4 pou2
酸辣雞雜,
遠東葦鶯,jyun5 dung1 wai5 ang1
武進,mou5 zeon3
趯唔切,dek3 m4 cit3
殘忍嗜殺,
精緻女人,
芒康縣,mong4 hong1 jyun6
小視,siu2 si6
我架,
揸個扒,zaa1 go3 baa2
同城件,
軍棋,gwan1 kei2
仲有啲嘢,
美國聯準,mei5 gwok3 lyun4 zeon2
浴櫃,juk6 gwai6
膽力,daam2 lik6
去喝早茶,
阿布叔醇,aa3 bou3 suk1 seon4
佢唔食雜,
白水窩,
圖靈獎,tou4 ling4 zoeng2
黑煤,hak1 mui4
招潮蟹,ziu1 ciu4 haai5
索馬裏,sok3 maa5 leoi5
耐蝕,noi6 sik6
萬應靈丹,maan6 jing3 ling4 daan1
攞嚟睇下,
輪奸,
應承你,
建鄴,gin3 jip6
勒兵,lak6 bing1
三心二意,saam1 sam1 ji6 ji3
天前配,tin1 cin4 pui3
使唔喐,
胸章,hung1 zoeng1
休閒牛仔,
蒲城縣,pou4 sing4 jyun6
眼風,ngaan5 fung1
暢想,coeng3 soeng2
神譜,san4 pou2
瑣瑣碎碎,
我都話我,
籠屜,lung4 tai3
屈到腳,wat1 dou2 goek3
扁穴,bin2 jyut6
費盧傑,fai3 lou4 git6
佢個度,
松雞,cung4 gai1
傳讚,cyun4 zaan3
遠天,jyun5 tin1
青羊區,cing1 joeng4 keoi1
借水遁,ze3 seoi2 deon6
先不先,sin1 bat1 sin1
布拉索夫,bou3 laai1 sok3 fu1
爛頭排,
唔愛我,
枯萎病,fu1 wai2 beng6
森波拉,
啓發法,kai2 faat3 faat3
塔吉克族,taap3 gat1 hak1 zuk6
三穗縣,saam1 seoi6 jyun6
唔响處,m4 hoeng2 syu3
礄口區,kiu4 hau2 keoi1
下崽,haa6 zoi2
夾盤,gaap3 pun4
柏鄉,paak3 hoeng1
熙壤,hei1 joeng6
漏加,
撈頭,laau1 tau4
玉林地區,juk6 lam4 dei6 keoi1
邪蕩,ce4 dong6
瑰異,gwai1 ji6
一匹布,
作文法,
白辛苦,
籤卡,
緊巴,gan2 baa1
劃掉,waak6 diu6
擋郎,dong3 long4
嘉黎縣,gaa1 lai4 jyun6
枕葄,zam2 zou6
頹萎,teoi4 wai2
雪裏紅,syut3 leoi5 hung4
故典,gu3 din2
襝衽,lim5 jam6
林海峯,lam4 hoi2 fung1
李木,lei5 muk6
派風堂,
錄親,
皺葉歐芹,zau3 jip6 au1 kan4
太陽電池,taai3 joeng4 din6 ci4
老婆除褲,lou5 po4 ceoi4 fu3
相山,soeng1 saan1
餌子,nei6 zi2
函授,haam4 sau6
飲多杯,
公路施工,
土墩,tou2 deon1
枝炮,zi1 paau3
賽珍珠,coi3 zan1 zyu1
灰頭鸚鵡,fui1 tau4 jing1 mou5
振安,zan3 on1
窄硤硤,zaak3 gip6 gip6
枇杷人,
爽心美食,song2 sam1 mei5 sik6
有點慢,jau5 dim2 maan6
冇佢收,
古墓葬羣,gu2 mou6 zong3 kwan4
比較多嘢,
全身白,
豪壯,hou4 zong3
透下,
我唔制,
聖事,sing3 si6
回覆你,
公文信,gung1 man4 seon3
有頭有屘,
氣模,
包乘,baau1 sing4
浩浩,hou6 hou6
唯健康,
鬼叫佢,
牽手仔,
張卷,
佢點講,
痰盂兒,taam4 jyu4 ji4
鉚足勁兒,maau5 zuk1 ging6 ji4
宜黃,ji4 wong4
混吉咁混,
提級,tai4 kap1
爆雷,baau3 leoi4
高爾察克,gou1 ji5 caat3 hak1
電貝斯,din6 bui3 si1
青山州,cing1 saan1 zau1
胸肉,hung1 juk6
邊度關事,
大埔公立,
指桑駡槐,
唔喺喇,
符牌,fu4 paai4
鵬輝,
仙蹤,
漏插,
寒門,hon4 mun4
雨刮水,jyu5 gwaat3 seoi2
季春,gwai3 ceon1
絲絛,si1 tou1
不貲,bat1 zi1
南泥灣,naam4 nai4 waan1
用意何在,
七十二家,
酥酪,sou1 lok6
經理人才,
蓬安,pung4 on1
赫爾曼德,haak1 ji5 maan6 dak1
串門子,cyun3 mun4 zi2
刮痧拔罐,
嘈住晒,
霸埞,
財經系,
久經考驗,gau2 ging1 haau2 jim6
歡聚此刻,
狼族,
艷歌,jim6 go1
鬧完交,
肥馬輕裘,fei4 maa5 hing1 kau4
嗌餐懵,
羅語,lo4 jyu5
等緊你呀,
嵩明,sung1 ming4
喺啩,
我在龍崗,
打棘,daa2 kik1
不算進,
金鶴,
瑤之圃,jiu4 zi1 pou2
屯特,tyun4 dak6
佢咁精,
寶眷,bou2 gyun3
醉聖,zeoi3 sing3
拔頂,bat6 deng2
摩斯拉,mo1 si1 laai1
贅氣,zeoi3 hei3
囔著,
瞓未,
沖服,cung1 fuk6
尖頭對腳,zim1 tau4 deoi3 goek3
打出腳骨,daa2 ceot1 goek3 gwat1
閪魂,hai1 wan4
謎兒,mai4 ji4
懶得理佢,
吹風筒,
勁臭,
走來回,zau2 loi4 wui4
白山宗,baak6 saan1 zung1
臭渠,
得嘅咩,
象喙,zoeng6 fui3
枕岩漱流,zam3 ngaam4 sau3 lau4
拉斐特,laai1 fei2 dak6
你都係姐,
香江歲月,
劫營,gip3 jing4
多多馬,do1 do1 maa5
白鶺鴒,baak6 zek3 ling4
柳河,lau5 ho4
嫩江縣,nyun6 gong1 jyun6
廣二師,
應份咩,
沖涼了,
緻密,zi3 mat6
慈不掌兵,
高帽子,gou1 mou2 zi2
紅花崗,hung4 faa1 gong1
封齋節,fung1 zaai1 zit3
能願動詞,nang4 jyun6 dung6 ci4
煮乜鬼飯,
你纔,nei5 coi4
追亡逐北,zeoi1 mong4 zuk6 bak1
賣鯇魚尾,
掐斷,haap3 dyun6
杞天之慮,gei2 tin1 zi1 leoi6
東山縣,dung1 saan1 jyun6
狗秀,gau2 sau3
查字,
給你發現,
錫鑞,sek3 laap6
地西泮,dei6 sai1 pun3
牆垣,coeng4 wun4
獬豸,haai5 zi6
瓜臍,gwaa1 ci4
沃壤,juk1 joeng6
核國家,hat6 gwok3 gaa1
查屏,caa4 ping4
杜口,dou6 hau2
關店歇業,gwaan1 dim3 hit3 jip6
橫角,waang4 gok3
你想點呀,
癡頭芒,ci1 tau4 mong1
熟牛肉,
諗埋晒,
夠啩,
雙徛人,soeng1 kei5 jan2
顛茄,din1 ke2
邛崍山,kung4 loi4 saan1
監躉頭,
虎喙,fu2 fui3
鮮牛火鍋,
馬薩諸塞,maa5 saat3 zyu1 sak1
鄙俗,pei2 zuk6
千經萬卷,cin1 ging1 maan6 gyun2
竹崎,zuk1 kei1
湯玉麟,tong1 juk6 leon4
聽日有咩,
你未做喇,
食狗屎,
新津縣,san1 zeon1 jyun6
傾兩句偈,
連宵,lin4 siu1
王八羔子,wong4 baat3 gou1 zi2
形跡,jing4 zik1
放焰口,fong3 jim6 hau2
評獎人,ping4 zoeng2 jan4
新聞文體,
統銷,tung2 siu1
倒扱,dou3 kap1
搖來晃去,
盧龍縣,lou4 lung4 jyun6
在羣衆中,
冰爪,bing1 zaau2
同你媽,
胃疼,wai6 tang4
震天價響,zan3 tin1 gaa3 hoeng2
安義縣,on1 ji6 jyun6
法相宗,faat3 soeng3 zung1
光背地鶇,gwong1 bui3 dei6 dung1
映射表,
壎篪相和,hyun1 ci4 soeng1 wo4
瀋陽故宮,sam2 joeng4 gu3 gung1
猜謎兒,caai1 mai4 ji4
藏器待時,cong4 hei3 doi6 si4
不成話,bat1 sing4 waa6
室町幕府,sat1 ting2 mok6 fu2
呋喃,fu1 naam4
饒陽,jiu4 joeng4
紅茶菌,hung4 caa4 kwan2
碗布,wun2 bou3
烏爾姆,wu1 ji5 mou5
腳痕,
另行規定,
普利司通,pou2 lei6 si1 tung1
如火純青,
疾病突發,zat6 beng6 dat6 faat3
黑肺病,hak1 fai3 beng6
卡尼丁,kaa1 nei4 ding1
人多地少,
才外流,coi4 ngoi6 lau4
懲辦,cing4 baan6
你瞓先,
趁心,can3 sam1
搽脂蕩粉,caa4 zi1 dong6 fan2
有腥氣,
