word,jyutping
別緒,bit6 seoi5
調律,diu6 leot6
量角,loeng4 gok3
鎬把,gou2 baa2
東方青龍,dung1 fong1 cing1 lung4
海岬,hoi2 gaap3
戶口謄本,wu6 hau2 tang4 bun2
喀什噶爾,haak3 sap6 gaa1 ji5
散見,saan2 gin3
煙花粉黛,jin1 faa1 fan2 doi6
梅列,mui4 lit6
淆亂,ngaau4 lyun6
黑領椋鳥,hak1 ling5 loeng4 niu5
魚雁,jyu4 ngaan6
撈咁黴,
團粉,
娣姒,dai6 ci5
藍丁膠,laam4 ding1 gaau1
雙子葉,soeng1 zi2 jip6
食咩啊,
撈攪,laau2 gaau6
雅人深緻,ngaa5 jan4 sam1 zi3
鷄泡魚,
一味靠滾,
飆參,
清香茶葉,
幽浮,jau1 fau4
自由車,
貢覺,gung3 gok3
點會嗟,
熱得快,jit6 dak1 faai3
爆曬出嚟,
訶子,ho1 zi2
諸廣山,zyu1 gwong2 saan1
彌合,nei4 hap6
莫伯日,mok6 baak3 jat6
西樓夢,sai1 lau4 mung6
電離層,din6 lei4 cang4
家機布,gaa1 gei1 bou3
揼工,
鼠標墊,syu2 biu1 zin3
牧圉,muk6 jyu5
海底擴張,hoi2 dai2 kwok3 zoeng1
開咗未,
裝飾音,zong1 sik1 jam1
開心寶寶,
溼答答,
打水漂,daa2 seoi2 piu1
矛招,
拉爾夫,laai1 ji5 fu1
而泣,ji4 jap1
無搭霎,
超足球,ciu1 zuk1 kau4
華鮮食府,
外低,ngoi6 dai1
節子,zit3 zi2
熱函,jit6 haam4
嚟葵,lai4 kwai4
訂衫,
自各兒,zi6 gok3 ji4
水陸交通,seoi2 luk6 gaau1 tung1
秦都區,ceon4 dou1 keoi1
封皮,fung1 pei4
鐘祥,zung1 coeng4
玉樹縣,juk6 syu6 jyun6
泥死你,
東南亞國,dung1 naam4 aa3 gwok3
嚟個人,
雲紗,wan4 saa1
九廟,
分手要狠,
易請難送,
皁隸,zou6 dai6
鰲頭圩,
碧歐泉,bik1 au1 cyun4
睇得耐,
屯留,tyun4 lau4
艾窩窩,ngaai6 wo1 wo1
商業街區,
林口縣,lam4 hau2 jyun6
左𠱁右𠱁,
秀色孫鰈,sau3 sik1 syun1 dip6
諸事理,zyu1 si6 lei5
班地厘,baan1 dei6 lei1
東蘭縣,dung1 laan4 jyun6
尾尾屎,mei1 mei1 si2
慳埋慳埋,
豆釘仔,
茶陵,caa4 ling4
磨腳石,mo4 goek3 sek6
𧨾細路仔,
神境,
小磨刀,
和來服裝,
撍烏龜,
穫刑,wok6 jing4
資源縣,zi1 jyun4 jyun6
宣州區,syun1 zau1 keoi1
動漫要塞,
田尾鄉,tin4 mei5 hoeng1
百分號,baak3 fan6 hou6
地瓜面,dei6 gwaa1 min6
護法神,wu6 faat3 san4
面兒,min6 ji4
富鐵土,fu3 tit3 tou2
蓬江區,pung4 gong1 keoi1
蘭溪,laan4 kai1
夥頭,
五寨,ng5 zaai6
留都,lau4 dou1
切刀,cit3 dou1
多數決,do1 sou3 kyut3
食唔食到,
好兵帥克,hou2 bing1 seoi3 hak1
趲趲跳,zaan3 zaan3 tiu3
氹氹𡃈,dam4 dam4 kwaak1
夠晒鐘嘞,
未武裝,mei6 mou5 zong1
昆陽,kwan1 joeng4
荔浦芋,lai6 pou2 wu6
牛膶,
轉遊,zyun3 jau4
點鐵成金,dim2 tit3 sing4 gam1
排頭坑,
蠹簡,dou3 gaan2
要樞,jiu3 syu1
電壓源,
牽拉,hin1 laai1
菸酒茶,
勘誤表,ham1 ng6 biu2
㗎佬,gaa4 lou2
戳喉,coek3 hau4
賣涼粉,
板板,baan2 baan2
百粵,baak3 jyut6
奇思妙想,
關塞,gwaan1 coi3
唔知斤兩,
搵工咯,
阿斯馬拉,aa3 si1 maa5 laai1
中低腰,
我冇着,
陳近南,
益智仁,jik1 zi3 jan4
劃拳,
大喊包,
八字步,baat3 zi6 bou6
瓦罉,ngaa5 caang1
梁勇華,loeng4 jung5 waa4
白豆蔻,baak6 dau6 kau3
市轄區,si5 hat6 keoi1
利雅德,lei6 ngaa5 dak1
競技者,
回到就好,
呢攤,
庫侖計,fu3 leon4 gai3
認罪服罪,
芥醬,gaai3 zoeng3
弩手,nou5 sau2
科韻,fo1 wan5
獨立鑽石,duk6 laap6 zyun3 sek6
意法麪包,
穗石,
馴馬人,seon4 maa5 jan4
新女人,
唔錯架,
革蘭陽,gaak3 laan4 joeng4
吸引子,kap1 jan5 zi2
餓過肌,ngo6 gwo3 gei1
沿海地帶,
三音度,saam1 jam1 dou6
宅配,zaak6 pui3
掰開揉碎,baai1 hoi1 jau4 seoi3
久長,gau2 coeng4
冇釐,mou5 lei4
虎跳峽,fu2 tiu3 haap6
回拜,wui4 baai3
望江縣,mong6 gong1 jyun6
,
供鮮花,gung3 sin1 faa1
荷塘月色,
撒門,saat3 mun4
霍克松,fok3 hak1 cung4
一落雨,
鋪蓋卷兒,pou1 goi3 gyun2 ji4
宿仇,suk1 sau4
照章,ziu3 zoeng1
肉條,juk6 tiu4
抗直,kong3 zik6
牙䶪,ngaa4 caat3
戰壕熱,zin3 hou4 jit6
隔過渣,
泰然處之,taai3 jin4 cyu2 zi1
仲唔知足,
中板,zung1 baan2
網臺,mong5 toi4
達爾福爾,daat6 ji5 fuk1 ji5
圖景,tou4 ging2
招口舌,ziu1 hau2 sit3
瓜州,gwaa1 zau1
羈旅,gei1 leoi5
地鐵咁貴,
節略,zit3 loek6
花僆,faa1 leng1
跛足,bo2 zuk1
目愴有天,muk6 cong3 jau5 tin1
鷸蚌,
呢部嘢,
寶爸,bou2 baa1
塗片,tou4 pin2
收山腳,sau1 saan1 goek3
珠末,zyu1 mut2
馬大哈,maa5 daai6 haa1
巖牀,ngaam4 cong4
氹你開心,
一拍坐,
鷂鷹,jiu6 jing1
邊幣,bin1 bai6
上到啦,
外運倉,
非規整,fei1 kwai1 zing2
外貿特區,
摹紅,mou4 hung4
劉強,
發改,faat3 goi2
實受資本,sat6 sau6 zi1 bun2
落名,
民安物業,
黃綠醫生,wong4 luk6 ji1 saang1
恩威兼施,jan1 wai1 gim1 si1
媽子,
德江縣,dak1 gong1 jyun6
四手聯彈,sei3 sau2 lyun4 taan4
懷柔縣,waai4 jau4 jyun6
雨澤下注,jyu5 zaak6 haa6 zyu3
花幺,faa1 jiu1
開平糉,hoi1 ping4 zung2
不謀私利,
我去搵佢,
東阿縣,dung1 aa3 jyun6
牙儈,ngaa4 kui2
佢咁靚女,
信天游,seon3 tin1 jau4
法耶德,faat3 je4 dak1
豆腐𦢊,dau6 fu6 pok1
搵話題,
師奶強人,si1 naai1 koeng4 jan4
蛇島蝮,se4 dou2 fuk1
臨陣磨槍,lam4 zan6 mo4 coeng1
金安,gam1 on1
紫金牛,zi2 gam1 ngau4
灰斗,fui1 dau2
泰來縣,taai3 loi4 jyun6
勁曲,
級排名,
新芽,san1 ngaa4
下欄菜,
駢體,pin4 tai2
帳子,zoeng3 zi2
禡牙,maa6 ngaa4
淡紫鳾,daam6 zi2 si1
非核,fei1 hat6
水泥陶瓷,
莫羅尼,mok6 lo4 nei4
咁多手,
屙清,
