word,jyutping
怒色,nou6 sik1
蠡測,lai5 cak1
土牛木馬,tou2 ngau4 muk6 maa5
咪講住,
月滿則虧,jyut6 mun5 zak1 kwai1
補胎片,bou2 toi1 pin2
扻波,kam2 bo1
特產零食,
胬肉,nou5 juk6
揵起,
下館子,haa6 gun2 zi2
殿宇,din6 jyu5
長尾朱雀,coeng4 mei5 zyu1 zoek3
嬌氣,giu1 hei3
傑西,git6 sai1
弦而鼓之,jin4 ji4 gu2 zi1
江酌之喜,gong1 zoek3 zi1 hei2
瓦解冰泮,ngaa5 gaai2 bing1 pun3
東密德蘭,dung1 mat6 dak1 laan4
耀華五金,
敬備,ging3 bei6
獅子山區,si1 zi2 saan1 keoi1
果播,gwo2 bo3
𪘲牙聳䚗,ji1 ngaa4 sung1 gong3
望就咁望,
橫掂系,
全局語境,cyun4 guk6 jyu5 ging2
根椐地,
唔理天胎,
體恤衫,tai2 seot1 saam1
衰到透,
肩起,gin1 hei2
高良薑,gou1 loeng4 goeng1
宿恨,suk1 han6
粵華匙胚,
畀人拼沉,bei2 jan4 peng1 cam4
噏出嚟,
殘次品,caan4 ci3 ban2
昧良心,mui6 loeng4 sam1
共形,gung6 jing4
旬陽,ceon4 joeng4
環暈,waan4 wan6
嗯嗯嗯,
王家瑞,wong4 gaa1 seoi6
來鴻去燕,loi4 hung4 heoi3 jin3
真定假呀,
借機報復,
小舌,siu2 sit3
你家姐,
睇個天,
裝甲值,
板規,baan2 kwai1
剿除,ziu2 ceoi4
累咗你,
突出位置,
林甸縣,lam4 din6 jyun6
電料,din6 liu6
東疆,dung1 goeng1
類似點,leoi6 ci5 dim2
吳橋,ng4 kiu4
擬鹵素,ji5 lou5 sou3
經籍,ging1 zik6
胡銓,wu4 cyun4
打白條,daa2 baak6 tiu4
異國風光,
渭城區,wai6 sing4 keoi1
咩感覺,
怒族,nou6 zuk6
鰲魚頭,
先行官,sin1 hang4 gun1
女人格,
供出同伙,gung1 ceot1 tung4 fo2
峚山,mat6 saan1
竊權,sit3 kyun4
軒檻,hin1 haam5
頭囉,
下欄嘢,
孵小雞,fu1 siu2 gai1
唔畀呀,
率爾操觚,seot1 ji5 cou1 gu1
不變價格,bat1 bin3 gaa3 gaak3
擒捉,kam4 zuk1
阿普吐龍,aa3 pou2 tou3 lung4
敝人,bai6 jan4
天幸,tin1 hang6
惠山,wai6 saan1
玉素甫,juk6 sou3 fu2
底界,dai2 gaai3
渺遠,miu5 jyun5
使困擾,si2 kwan3 jiu2
痛到入心,
抽抽噎噎,cau1 cau1 jit3 jit3
東躲西閃,dung1 do2 sai1 sim2
地鐵出口,
戳咕,coek3 gu1
天花燈,
鎮源縣,zan3 jyun4 jyun6
嬌癡,giu1 ci1
口趌趌,hau2 gat6 gat6
貢高我慢,gung3 gou1 ngo5 maan6
錯動,co3 dung6
豬屎雀,zyu1 si2 zoek3
老頇頇,lou5 ngat6 ngat6
貽笑方家,ji4 siu3 fong1 gaa1
嚓嚓,caat3 caat3
葉縣,jip6 jyun6
時雍,si4 jung1
早中晚,
幾時話,
廥倉,kui2 cong1
吊門,diu3 mun4
難以自已,naan4 ji5 zi6 ji5
校醫室,
白癜風,baak6 din6 fung1
我乖仔,
衹憑,
孑立無依,kit3 laap6 mou4 ji1
佳佳鞋業,
抓波,
使唔使我,
呆鈍,ngoi4 deon6
豆枯,dau6 fu1
撫松,fu2 cung4
戥頭,dang2 tau4
有呢回事,
奕居,
杳如黃鶴,miu5 jyu4 wong4 hok6
勇力,jung5 lik6
團體領帶,
骨都都,gwat1 dou1 dou1
情侶鸚鵡,cing4 leoi5 jing1 mou5
議付,ji5 fu6
騶虞,zau1 jyu4
自頂向下,zi6 deng2 hoeng3 haa6
胡陳金枝,
三枝桅,saam1 zi1 ngai4
博大膽,
爆佢大鍋,
百忍成金,baak3 jan2 sing4 gam1
唞順氣,
我跟住,
千金方,cin1 gam1 fong1
圓氹朶,
楓葉路口,
辰砂,san4 saa1
系噉話,
常時,soeng4 si4
頂爺,ding2 je4
通山縣,tung1 saan1 jyun6
廊坊地區,long4 fong1 dei6 keoi1
窩窩頭,wo1 wo1 tau4
食咗飯,
軒轅十四,hin1 jyun4 sap6 sei3
株洲縣,zyu1 zau1 jyun6
八角牀,baat3 gok3 cong4
浮石,fau4 sek6
測好,
毒齶,duk6 ngok6
灰斑鶲,fui1 baan1 jung1
雅馴,ngaa5 seon4
白胸翡翠,baak6 hung1 fei2 ceoi3
應城區,jing1 sing4 keoi1
塔迪奇,taap3 dik6 kei4
整訓,zing2 fan3
腳夫,goek3 fu1
紥蹄,zaat3 tai4
關塔納摩,gwaan1 taap3 naap6 mo1
雅仕,
藩屬,faan4 suk6
同我媽,
車籍,ce1 zik6
長洲警署,
十五湖,sap6 ng5 wu2
武鄉,mou5 hoeng1
拉法赫,laai1 faat3 haak1
藤野先生,tang4 je5 sin1 saang1
虛星,heoi1 sing1
平利縣,ping4 lei6 jyun6
咪噉講,
水上人家,
魚鉤兒,jyu4 ngau1 ji4
起訖,hei2 gat1
含宮咀徵,ham4 gung1 zeoi2 zing1
華容,waa4 jung4
橫脷,waang4 lei6
多字詞,
真繫有,
脯子,fu2 zi2
烏良哈,wu1 loeng4 haa1
麒麟區,kei4 leon4 keoi1
溪徑,kai1 ging3
牀上用品,
雙江縣,soeng1 gong1 jyun6
硬唔硬,
冇銀,mou5 ngan2
多字節,do1 zi6 zit3
紹莫吉州,siu6 mok6 gat1 zau1
金屬探傷,gam1 suk6 taam3 soeng1
唔出窟,m4 ceot1 fat1
歪烏連,waai1 wu1 lin1
衝完,
人際藝術,
常項,soeng4 hong6
