word,jyutping
漚爛曬,
宿包,suk1 baau1
容華絕代,jung4 waa4 zyut6 doi6
墨線,mak6 sin3
中山成彬,zung1 saan1 sing4 ban1
蔥鬱,cung1 wat1
宿昔,suk1 sik1
轎佬,giu2 lou2
洗定籮柚,sai2 ding6 lo1 jau2
暴漫,bou6 maan6
攪嚟攪去,
營養衛生,
倒過兒,dou2 gwo3 ji4
鴨腳粟,aap3 goek3 suk1
過把癮,
復興時代,fuk6 hing1 si4 doi6
風水生,fung1 seoi2 saang1
運神,wan6 san4
韜略,tou1 loek6
名級沐足,
恰在此時,
形款,jing4 fun2
濫貼,
安丘,on1 jau1
走雨罅,zau2 jyu5 laa3
租錢,zou1 cin2
從緩,cung4 wun6
瓷不扻瓦,ci4 bat1 ham2 ngaa5
黏兒,nim1 ji4
性保健品,
冇嚟正經,
孔雀女,hung2 zoek2 neoi2
廟門口,
利納克斯,lei6 naap6 hak1 si1
𢭃貨,dau6 fo3
里港鄉,lei5 gong2 hoeng1
鬼使神差,gwai2 si2 san4 caai1
行老文,haang4 lou5 man4
思南縣,si1 naam4 jyun6
你家衣櫃,
湯湯水水,tong1 tong1 seoi2 seoi2
作古人,zok3 gu2 jan4
南苑茶藝,
肉鬆包,
咪出聲,
對你哋,
小磚,
盧龍,lou4 lung4
瓊結縣,king4 git3 jyun6
包攬詞訟,baau1 laam5 ci4 zung6
歔欷,heoi1 hei1
康巴地區,hong1 baa1 dei6 keoi1
李氏力牆,lei5 si6 lik6 coeng4
山南地區,saan1 naam4 dei6 keoi1
冧嘢,
軟口蓋,jyun5 hau2 goi3
戙旗,dung6 kei4
消極影響,
山斑鳩,saan1 baan1 kau1
歡勢,fun1 sai3
萬里速度,
假肯定句,gaa2 hang2 ding6 geoi3
何源,
圓號,jyun4 hou6
陪您,
稍小,
㞓水,hai1 seoi2
玩巢,waan2 caau4
依靠羣衆,
下營鄉,haa6 jing4 hoeng1
織針,zek1 zam1
茂尼,mau6 nei4
海地島,hoi2 dei6 dou2
新埤,san1 pei4
我嚇親,
蕭牆,siu1 coeng4
衹算,
瞭哨,liu4 saau3
人口資料,
揈開,
佢唔會嘅,
騷然,sou1 jin4
社壇,se5 taan4
精品貼紙,
跨鶴西遊,kwaa3 hok6 sai1 jau4
愧汗,kwai3 hon6
眷屬,gyun3 suk6
天桃,tin1 tou2
安南子,on1 naam4 zi2
高羅珮,gou1 lo4 pui3
氣候異常,
協韻,hip3 wan5
戰鬥羣,zin3 dau3 kwan4
冷湖,laang5 wu4
平空,ping4 hung1
狗鷲,gau2 zau6
令慈,ling6 ci4
煙臺地區,jin1 toi4 dei6 keoi1
濱湖,ban1 wu4
外貿倉,
湞江,zing1 gong1
總儲量,
社頭,se5 tau4
高維空間,gou1 wai4 hung1 gaan1
風水尾,fung1 seoi2 mei2
回折格子,wui4 zit3 gaak3 zi2
閒居,haan4 geoi1
鵬飛,paang4 fei1
核核突突,
新林,san1 lam4
教廷大使,gaau3 ting4 daai6 si3
賈第蟲病,gaa2 dai6 cung4 beng6
烏日鄉,wu1 jat6 hoeng1
平裝本,ping4 zong1 bun2
打對仗,daa2 deoi3 zoeng3
祓禊,fat1 hai6
牽聯,hin1 lyun4
忙音,mong4 jam1
耶哥尼雅,je4 go1 nei4 ngaa5
岑鞏縣,sam4 gung2 jyun6
哩啦,li1 laa1
媳婦兒,sik1 fu5 ji4
南十字座,naam4 sap6 zi6 zo6
大發仔,daai6 faat3 zai2
不鋸,
武壇,mou5 taan4
溫尼柏,
落地籤,lok6 dei6 cim1
呢滴,
出圈兒,ceot1 hyun1 ji4
韋編三絕,wai4 pin1 saam1 zyut6
防城縣,fong4 sing4 jyun6
測心術,caak1 sam1 seot6
政治機關,
勘破,ham3 po3
北帝古廟,
薄田,bok6 tin4
西北東西,
罪不容誅,zeoi6 bat1 jung4 zyu1
壓底,aat3 dai2
佢想幫人,
太平東約,
朝鮮海峽,ciu4 sin1 hoi2 haap6
自營商,zi6 jing4 soeng1
普里切特,pou2 lei5 cit3 dak6
扮嘢呀,
灼灼,coek3 coek3
廠史,cong2 si2
齊聲叫好,
套購,tou3 kau3
雨花區,jyu5 faa1 keoi1
電唱針,din6 coeng3 zam1
呆瓜,ngoi4 gwaa1
後生遙遙,hau6 saang1 jiu4 jiu4
有乜特產,
龍文區,lung4 man4 keoi1
堆壘,deoi1 leoi5
插桅杆,
寰螽,waan4 zung1
及鋒而試,kap6 fung1 ji4 si3
撞墻式,
光能合成,gwong1 nang4 hap6 sing4
蝴蝶犬,wu4 dip6 hyun2
大勇若怯,daai6 jung5 joek6 hip3
飄板,
小哲,siu2 zit3
仲未死,
仁壽門,
赤頸鶴,cek3 geng2 hok6
馥馥,fuk1 fuk1
冇答颯,mou5 daap3 saap3
囃穱樣,
木馬病毒,muk6 maa5 beng6 duk6
撍豬毛,cim4 zyu1 mou4
抽手,
漚冬,au3 dung1
諗掂咗,
溼納納,
徽劇,fai1 kek6
信田卷,seon3 tin4 gyun2
秀外惠中,sau3 ngoi6 wai6 zung1
蓆嗲,zek6 de1
蒙自,mung4 zi6
蠶菜,caam4 coi3
蘊蓄,wan2 cuk1
廣東計劃,
砂礓,saa1 goeng1
酌滿,zoek3 mun5
弊啦,
字紙簍子,zi6 zi2 lau5 zi2
打箍,daa2 ku1
蜻蛉目,cing1 ling4 muk6
薩爾溫江,saat3 ji5 wan1 gong1
瞞心昧己,mun4 sam1 mui6 gei2
禮雲子,lai5 wan4 zi2
大出其汗,daai6 ceot1 kei4 hon6
臨戰狀態,
綜合徵,zung3 hap6 zing1
紡織工業,fong2 zik1 gung1 jip6
管子鉗,gun2 zi2 kim4
飽到嘔,
蒼山,cong1 saan1
吳天明,ng4 tin1 ming4
世胄,sai3 zau6
無厘頭尻,mou4 lei4 tau4 gau1
試飯碗,si3 faan6 wun2
雨凇,jyu5 sung1
燒鵝瀨,
女性貶抑,neoi5 sing3 bin2 jik1
鴻恩,
新紀,san1 gei3
騎警隊,ke4 ging2 deoi6
暗冕鷦鶯,am3 min5 ziu1 ang1
糠米,hong2 mai5
焦點通訊,
鐫刻,zyun1 hak1
涸喉,kok3 hau4
貧礦,pan4 kwong3
咩程度,
衹跟,
罡氣,
加州地帶,
噶當派,gaa1 dong1 paai3
射陽縣,se6 joeng4 jyun6
佢手瓜硬,
建築配件,
微商,mei4 soeng1
卡宴,kaa1 jin3
覘天望地,
費事你,
起模範,hei2 mou4 faan6
五六十文,
白紙鶴,
番薯幹,
代數和,doi6 sou3 wo4
鋼殼,
黔東南州,kim4 dung1 naam4 zau1
半軸,bun3 zuk6
克萊頓,hak1 loi4 deon6
盲文,maang4 man4
財產價值,coi4 caan2 gaa3 zik6
我拿晒,
滲濾,sam3 leoi6
心頭鹿撞,
雞罩,gai1 zaau3
入夥紙,
朔城區,sok3 sing4 keoi1
我唔驚佢,
恰西,hap1 sai1
狗笠,gau2 lap1
深密,sam1 mat6
軫宿,zan2 sau3
羅緻,lo4 zi3
折罪,zit3 zeoi6
沊高個頭,
法國皇帝,faat3 gwok3 wong4 dai3
同安縣,tung4 on1 jyun6
一身屎,
一橫一棟,
洇溼,jan1 sap1
面珠躉,
于思,jyu1 si1
使習慣,si2 zaap6 gwaan3
配方法,pui3 fong1 faat3
好多蚊,
古古惑惑,
把勢,baa2 sai3
橐筆,tok3 bat1
書板,syu1 baan2
焉耆盆地,jin1 kei4 pun4 dei6
有丟包,jau5 diu1 baau1
不名數,bat1 ming4 sou3
絲印圖,
起勢傾,
篤守,duk1 sau2
尖東碼頭,
水槍激濺,
祕書工作,
金山鄉,gam1 saan1 hoeng1
第一閣,
舊貨買賣,
躲雨,do2 jyu5
蒙納宋,mung4 naap6 sung3
黃泡髡熟,
佢喉嚨痛,
十進算術,sap6 zeon3 syun3 seot6
監門,gaam1 mun4
陶盅,tou4 zung1
咁惡啃,
詐顛扮傻,
凝液,jing4 jik6
售牛奶點,
埋碼,maai4 maa5
商南縣,soeng1 naam4 jyun6
辛集,san1 zaap6
打風球,daa2 fung1 kau4
笑林,siu3 lam4
利口酒,lei6 hau2 zau2
化隆,faa3 lung4
賊毛,caak6 mou1
新廣州人,
投師,tau4 si1
大看臺,
瑪曲縣,maa5 kuk1 jyun6
哈豐角,haa1 fung1 gok3
濛濛查查,
裏匯晴軒,
姆佬,mou5 lou2
噉你要,
毛腰,mou4 jiu1
端硯,dyun1 jin6
醒姆,
吉莫,gat1 mok6
門恤,mun4 seot1
大象工會,daai6 zoeng6 gung1 wui2
竈馬,zou3 maa5
魚笭,jyu4 leng1
雅巒閣,
鉤扣,ngau1 kau3
舟楫,zau1 zip3
盲鰽,maang4 cou4
蝸旋,wo1 syun4
江達,gong1 daat6
佢仲行到,
我食咗嘞,
影像會議,jing2 zoeng6 wui6 ji5
三仇,saam1 sau4
好白淨,
回車鍵,wui4 ce1 gin6
石樓縣,sek6 lau4 jyun6
克萊懞特,hak1 loi4 mung4 dak6
富源縣,fu3 jyun4 jyun6
殼兒,hok3 ji4
茨欣瓦利,ci4 jan1 ngaa5 lei6
路西弗,lou6 sai1 fat1
富厚,fu3 hau5
畀人𧥺,
蠣黃,lai6 wong4
劉德榮,
韋爾瓦,wai4 ji5 ngaa5
整表,
焦爐,ziu1 lou4
公積金卡,
奇偶,gei1 ngau5
攀害,paan1 hoi6
建寧縣,gin3 ning4 jyun6
大恭,daai6 gung1
法國袋鼠,
傅里葉,fu6 lei5 jip6
識文斷字,sik1 man4 dyun3 zi6
榛蕪,zeon1 mou4
闖蕩江湖,cong2 dong6 gong1 wu4
十類,
就快冇喇,
咁坑,
數對了,sou2 deoi3 liu5
學科分類,
收聲啦,
賴索托,laai6 sok3 tok3
轉移晒,
不懂裝懂,bat1 dung2 zong1 dung2
蹲踞,deon1 geoi3
土香,tou2 hoeng1
好着緊,
卡斯翠,kaa1 si1 ceoi3
我瞓着,
寬城縣,fun1 sing4 jyun6
吉爾達,gat1 ji5 daat6
茶藨子,caa4 biu1 zi2
落實到戶,
㧻穿,duk1 cyun1
有就有啦,
狗髀架,gau2 bei2 gaa2
女人湯圓,neoi2 jan2 tong1 jyun2
大派笑彈,daai6 paai3 siu3 daan2
掂啊,
防血凝,fong4 hyut3 jing4
終傅,zung1 fu6
兜篤將軍,dau1 duk1 zoeng1 gwan1
牆裏牆外,
