word,jyutping
放大咗,
布洛芬,bou3 lok6 fan1
斯徹達爾,si1 cit3 daat6 ji5
攰死,
高邑縣,gou1 jap1 jyun6
搞通,gaau2 tung1
普安,pou2 on1
正半軸,zing3 bun3 zuk6
運慶,wan6 hing3
袞袞諸公,gwan2 gwan2 zyu1 gung1
袁桷,jyun4 gok3
雲南柳鶯,wan4 naam4 lau5 ang1
咁瞓啦,
綠豆糖水,
國代選舉,gwok3 doi6 syun2 geoi2
戰爭賠償,
犁骨,lai4 gwat1
絣衫尾,mang3 saam1 mei5
祛痰藥,keoi1 taam4 joek6
凌汛,ling4 seon3
撒迦利亞,saat3 gaa1 lei6 aa3
相對象,soeng1 deoi3 zoeng6
大紅花轎,daai6 hung4 faa1 kiu2
老套子,lou5 tou3 zi2
接續而來,
睇腰骨,tai2 jiu1 gwat1
專治脫髮,
大大世界,
品味人間,
卯時,maau5 si4
都龐嶺,dou1 pong4 ling5
散記,saan2 gei3
條野,
幾棟嘢,
死兜,
愛很簡單,
牛角灣,
萊里達,loi4 lei5 daat6
每一朝,
好定唔好,
同素異性,tung4 sou3 ji6 sing3
對工兒,deoi3 gung1 ji4
負外部性,fu6 ngoi6 bou6 sing3
控規,hung3 kwai1
眼鏡猴,ngaan5 geng2 hau4
頭信息,tau4 seon3 sik1
預扣,jyu6 kau3
多大點事,do1 daai6 dim2 si6
封齋,fung1 zaai1
秋色宜人,cau1 sik1 ji4 jan4
田格本,tin4 gaak3 bun2
激忿,gik1 fan2
讕使,laan2 sai2
曬蓆,saai3 zek6
盆植,
補釘,bou2 deng1
貧無立錐,pan4 mou4 laap6 zeoi1
諾美克斯,nok6 mei5 hak1 si1
真抵,zan1 dai2
𢱕骨妹,dap6 gwat1 mui1
公方代表,gung1 fong1 doi6 biu2
臊腥,sou1 seng1
串串香,
沿海碼頭,
龐家堡區,pong4 gaa1 bou2 keoi1
吸菸區,kap1 jin1 keoi1
三黃雞,
止汗露,zi2 hon6 lou6
旺熾型,wong6 ci3 jing4
拖撈,to1 lau4
悉德尼,sik1 dak1 nei4
御米油,jyu6 mai5 jau4
唔好詐諦,
請知悉,
捉老襯,
精到佢,
教練場口,
航跡,hong4 zik1
三角座,saam1 gok3 zo6
二偈,ji6 gai2
覓句,mik6 geoi3
音櫃,jam1 gwai6
棕胸竹雞,zung1 hung1 zuk1 gai1
喺度做乜,
麻甩女,
參雜,caam1 zaap6
笞撻,ci1 taat3
燒沸,
小樹熊,
譴訶,hin2 ho1
蹺班,hiu1 baan1
霧臺,mou6 toi4
二側,ji6 zak1
塔夫綢,taap3 fu1 cau4
咩嚟架,
玉字邊,juk6 zi6 bin1
謙詞,him1 ci4
機竇,gei1 dau3
雨湖區,jyu5 wu4 keoi1
榮譽權,
