word,jyutping
壁廂,bik1 soeng1
軟板,
鼓篋,gu2 haap6
通過討論,
淥親隻手,
南極奇觀,
濱城區,ban1 sing4 keoi1
崇禮縣,sung4 lai5 jyun6
瞓覺啦,
散職,saan3 zik1
聯體別墅,lyun4 tai2 bit6 seoi5
牽記,hin1 gei3
冉有,jim5 jau5
涅白,nip6 baak6
解剖麻雀,gaai2 fau2 maa4 zoek3
釁隙,jan6 kwik1
創利,cong3 lei6
望實佢,
返來食,
又醜又惡,
雜沓,zaap6 daap6
坑木,haang1 muk6
樑上君子,loeng4 soeng5 gwan1 zi2
風月寶鑑,fung1 jyut6 bou2 gaam3
蠻鋹,maan4 caang2
頭禡,tau4 maa6
轉劇,zyun2 kek6
微機化,mei4 gei1 faa3
與狼共舞,
舞馬留,mou5 maa5 lau1
涉渡,sip3 dou6
甘地印度,
演舞臺,
衹不過,
興仁,hing1 jan4
翻新車間,
哈馬爾,haa1 maa5 ji5
色噹,sik1 dong1
桑塔納,song1 taap3 naap6
金田起義,gam1 tin4 hei2 ji6
獨個,duk6 go3
水清無魚,seoi2 cing1 mou4 jyu4
章子,zoeng1 zi2
丹丸,daan1 jyun4
貢布,gung3 bou3
齒條,ci2 tiu4
龍皇廟,
去福田,
定盤星,ding6 pun4 sing1
海鯉,hoi2 lei5
攞啲嘢,
忙緊咩,
雞摩,gai1 mo1
朱義盛貨,zyu1 ji6 sing2 fo3
憑依,pang4 ji1
搵咗一份,
阿美恩斯,aa3 mei5 jan1 si1
打哈哈,daa2 haa1 haa1
客歲,haak3 seoi3
集賢縣,zaap6 jin4 jyun6
吸把,kap1 baa2
薩米人,saat3 mai5 jan4
穹窿,kung4 lung4
笑唔落,
伢伢,ngaa4 ngaa1
宿根,suk1 gan1
榮河縣,wing4 ho4 jyun6
剃著,
螺帽,lo4 mou2
實數集,sat6 sou3 zaap6
馬三家,maa5 saam1 gaa1
小樣,siu2 joeng6
靜樂縣,zing6 lok6 jyun6
丟曬我架,
大城鄉,daai6 sing4 hoeng1
美圓,mei5 jyun4
挪佔,
跑褲,paau2 fu3
雪油,syut3 jau2
夜郎自大,je6 long4 zi6 daai6
脊背,zek3 bui3
儲值咭,
做慣姿勢,
砢磣,lo2 cam2
有重要事,
翳氣,ai3 hei3
而家來,
鹽價,
瘟病,wan1 beng6
找點活幹,
寄付,
五明白,
大嗓,daai6 song1
腎人,san6 jan4
岩徑,ngaam4 ging3
馬村區,maa5 cyun1 keoi1
約言,joek3 jin4
彼得堡,bei2 dak1 bou2
升結腸,sing1 git3 coeng2
唔實習,
帑藏,tong2 zong6
瓊山區,king4 saan1 keoi1
汽車技工,hei3 ce1 gei6 gung1
佳得樂,gaai1 dak1 lok6
國家一統,
惡睏,ok3 fan3
聲訓,sing1 fan3
巴爾幹,baa1 ji5 gon3
大工業區,
照貓畫虎,ziu3 maau1 waak6 fu2
隨插即用,ceoi4 caap3 zik1 jung6
毫無遜色,hou4 mou4 seon3 sik1
廝搏,si1 bok3
商河縣,soeng1 ho4 jyun6
打鐵工,daa2 tit3 gung1
酕醄,mou4 tou4
編輯區,
青腳鷸,ceng1 goek3 wat6
未下單,
躡腳根,nip6 goek3 gan1
人中龍鳳,jan4 zung1 lung4 fung6
開房間,hoi1 fong4 gaan1
康平縣,hong1 ping4 jyun6
優良單株,jau1 loeng4 daan1 zyu1
名量詞,ming4 loeng6 ci4
饑餓線,
油尺,jau4 cek3
大名縣,daai6 ming4 jyun6
安寧區,on1 ning4 keoi1
考選部,haau2 syun2 bou6
柳毅傳,lau5 ngai6 zyun6
滋游,zi1 jau4
蹇澀,gin2 gip3
彙映,wui6 jing2
左右翻,
南澳縣,naam4 ou3 jyun6
有邊個你,
縮咗水,
民生商業,
化外之民,faa3 ngoi6 zi1 man4
唔好提呀,
坐力,zo6 lik6
以慎爲鍵,ji5 san6 wai4 gin6
李純,lei5 seon4
邁去擔,
聖約,sing3 joek3
白山派,baak6 saan1 paai3
亞貓亞狗,
酒肆,zau2 si3
個蓋好實,
巴解組織,baa1 gaai2 zou2 zik1
川樓不息,
藏雀,zong6 zoek3
莫利森,mok6 lei6 sam1
列增,
離教者,lei4 gaau3 ze2
愛晚亭,oi3 maan5 ting4
畀晒你喇,
赫拉特,haak1 laai1 dak6
備受淩辱,
