word,jyutping
沒訓,
噴薄欲出,pan3 bok6 juk6 ceot1
你鋪話法,
落聘,
瞓先,
一陣煙,
更期表,
鴻基物流,
精到冇譜,
撳實,
浪漫一族,
拐棍,gwaai2 gwan3
血雀,hyut3 zoek3
自由刑,zi6 jau4 jing4
鏈鋸,lin2 goe3
學童牙科,
怎啦,
唔係好合,m4 hai6 hou2 gaap3
笑到肚刺,siu3 dou3 tou5 cek3
萊陽,loi4 joeng4
喊口婆,haam3 hau2 po2
貝加萊,bui3 gaa1 loi4
唔知啊,
雀盲,zoek3 maang4
聲喉澀,seng1 hau4 saap3
卡通包,
高曠,gou1 kwong3
社鼠城狐,se5 syu2 sing4 wu4
司馬承幀,si1 maa5 sing4 zing3
廣宗,gwong2 zung1
整體效益,
蔫崩爛臭,jin1 bang1 laan6 cau3
托足無門,tok3 zuk1 mou4 mun4
㪗下,tau2 haa5
咩嘅,
班戈縣,baan1 gwo1 jyun6
踏查,daap6 caa4
秋灌,cau1 gun3
燉翁,dan6 jung1
月下花前,jyut6 haa6 faa1 cin4
南田,naam4 tin4
扠𢰸,caa5 wo5
撩你,
楊陵,joeng4 ling4
耷頭佬,dap1 tau4 lou2
死肥仔,
隱居隆中,jan2 geoi1 lung4 zung1
梳刷,so1 caat2
兼容並包,gim1 jung4 bing6 baau1
撢人,daan5 jan4
外文係,ngoi6 man4 hai6
布匿戰爭,bou3 nik1 zin3 zang1
金黃鸝,gam1 wong4 lei4
化石森林,
圩地,
曲出去,
有機體,jau5 gei1 tai2
敝帚自珍,bai6 zau2 zi6 zan1
建平縣,gin3 ping4 jyun6
測徑器,caak1 ging3 hei3
你噉嘅,
燕巢幕上,jin3 caau4 mok6 soeng6
勁拔,ging6 bat6
想點玩先,
耙地,baa3 dei6
德律風,dak1 leot6 fung1
愛死病,oi3 sei2 beng6
邀買人心,jiu1 maai5 jan4 sam1
糯麥,no6 mak6
肽基,taai3 gei1
世祿之家,sai3 luk6 zi1 gaa1
食福,sik6 fuk1
鵝絨,ngo4 jung4
使轉向,si2 zyun2 hoeng3
猥瑣佬,
犎牛,fung1 ngau4
我天日,
煦煦,heoi2 heoi2
夾江縣,gaap3 gong1 jyun6
津沽,zeon1 gu1
食緊粥,
邊恕,
不一致字,bat1 jat1 zi3 zi6
屌柒你,
鴻本,
緩動,wun6 dung6
蒙特卡洛,mung4 dak6 kaa1 lok6
要睺住佢,
佢嚟咗,
傷心柴,soeng1 sam1 caai4
遺孽,wai4 jit6
炒齋河,caau2 zaai1 ho2
措辦,cou3 baan6
等等找你,
我到深圳,
大頭症,daai6 tau4 zing3
好摻,
吉安縣,gat1 on1 jyun6
預編輯,
蘭辛,laan4 san1
印地安納,jan3 dei6 on1 naap6
口硬硬,
平山縣,ping4 saan1 jyun6
劉益鴻,lau4 jik1 hung4
僞人,ngai6 jan4
驚咩嘢喎,
支教,zi1 gaau3
