word,jyutping
跳級生,tiu3 kap1 sang1
安貞,on1 zing1
平信,ping4 seon3
建三江,gin3 saam1 gong1
敲小背,haau1 siu2 bui3
豌豆象,wun1 dau2 zoeng6
照身櫃,ziu3 san1 gwai6
軟燈條,
耳根子軟,ji5 gan1 zi2 jyun5
永壽縣,wing5 sau6 jyun6
保媒,bou2 mui4
扶著,
泥湴醬,nai4 baan6 zoeng3
雙層公車,soeng1 cang4 gung1 ce1
望安,mong6 on1
整㗎,
執倒寶,
飲咗味,
玉山縣,juk6 saan1 jyun6
噏唔清,
上下圍,
百兒八十,baak3 ji4 baat3 sap6
傭婦,jung4 fu5
汕頭肉丸,
西塞山,sai1 sak1 saan1
龍宮貝,lung4 gung1 bui3
我警告你,
望崗,mong6 gong1
悲憤填膺,bei1 fan5 tin4 jing1
高淳縣,gou1 seon4 jyun6
公舉,gung1 geoi2
求水頂,
羅睺,lo4 hau1
魚峯區,jyu4 fung1 keoi1
菊普,guk1 pou2
除咗之外,
豆蓉包,dau6 jung4 baau1
蟹膳,
亨祚,hang1 zou6
鴨脷咀,
私家貨,
國際電信,
矺年,zaak3 nin4
小攤兒,siu2 taan1 ji4
你好壞,
鴟甍,ci1 mang4
北湖區,bak1 wu4 keoi1
坡炭,bo1 taan3
交卸,gaau1 se3
曬銀時,saai3 ngan4 si4
緯線圈,wai5 sin3 hyun1
張皇,zoeng1 wong4
貴德縣,gwai3 dak1 jyun6
探人,
倒轉嚟,
模糊音,
八級工,baat3 kap1 gung1
補苗,bou2 miu4
回歸線,wui4 gwai1 sin3
優先照顧,
孖啤車,maa1 bi1 ce1
激死我啦,
營業人員,
著燈,
招撫,ziu1 fu2
承德地區,sing4 dak1 dei6 keoi1
發惱,
琉璃塔,lau4 lei1 taap3
鼬鯊,jau6 saa1
拚佊,pun2 pe5
二娘,ji6 noeng2
緊湊型車,gan2 cau3 jing4 ce1
過離呢邊,
毛子,mou4 zi2
問緊佢,
下炕,
未決,mei6 kyut3
蘭蔻,laan4 kau3
大老粗,daai6 lou5 cou1
德牧,dak1 muk6
雪中花,
臨朐縣,lam4 keoi4 jyun6
李維史陀,lei5 wai4 si2 to4
花手巾,faa1 sau2 gan1
特里普拉,dak6 lei5 pou2 laai1
保准,bou2 zeon2
竅巧,hiu3 haau2
耳麥,ji5 mak6
霜白,soeng1 baak6
時時沙沙,si4 si4 saa1 saa1
冗費,jung2 fai3
資興,zi1 hing1
當月結,
冇眼界,mou5 ngaan5 gaai3
株治,zyu1 zi6
烝民,zing1 man4
千祈咪制,
眼圈紅紅,
驚車,ging1 ce1
擘口,maak3 hau2
沒丟,mut6 diu1
好旺衛浴,
挾親,gip6 can1
繳銷,giu2 siu1
壁立,bik1 laap6
日字扣,
幾何量,gei2 ho4 loeng6
惠妹,wai6 mui2
通譯,tung1 jik6
葛藤,got3 tang4
創意名片,
回去抄,
吳楚,ng4 co2
玉泉美食,
純真無垢,seon4 zan1 mou4 gau3
漫展,maan6 zin2
李逵,lei5 kwai4
嗍曬氣,
啊好討厭,
屌你娘親,diu2 nei5 noeng4 can1
巧幹,haau2 gon3
烏魯汝,wu1 lou5 jyu5
裸替,lo2 tai3
今晚點,
保健用品,
急赤白臉,gap1 cek3 baak6 lim5
弗洛姆,fat1 lok6 mou5
荷包友,ho4 baau1 jau2
身高馬大,san1 gou1 maa5 daai6
拖家帶口,to1 gaa1 daai3 hau2
公館鄉,gung1 gun2 hoeng1
松陽縣,cung4 joeng4 jyun6
統計法,
車載斗量,ce1 zoi3 dau2 loeng4
種薯,zung2 syu4
埋柜,maai4 gwai6
郵政儲蓄,
餼雞,hei3 gai1
武安,mou5 on1
炆牛腩,
傻冒,so4 mou6
愛德,oi3 dak1
事關大局,
卓乎不羣,coek3 fu4 bat1 kwan4
四季風情,
戒命,gaai3 ming6
巴特納,baa1 dak6 naap6
瀨大鑊,laai6 daai6 wok6
雞冠區,gai1 gun1 keoi1
好潮溼,
諗落唔掂,
錨鏈孔,maau4 lin2 hung2
算啦你,
肥甘,fei4 gam1
無度數,
無換,
東昌府,dung1 coeng1 fu2
抵補,dai2 bou2
發脆,faat3 ceoi3
大邑縣,daai6 jap1 jyun6
沙灘裏,
陰帝,jam1 dai3
重活,cung5 wut6
順歸,
鏡花緣,geng3 faa1 jyun4
乾骾骾,gon1 gang2 gang2
職工隊伍,
解深密經,gaai2 sam1 mat6 ging1
好滾,
嚇鬼啊,
千絲酥,
佢份人點,
地漏,dei6 lau6
搲爛,waa2 laan6
杰粥,git6 zuk1
受電弓,sau6 din6 gung1
貝克爾,bui3 hak1 ji5
太邊,taai3 bin1
約櫃,joek3 gwai6
雞奸,gai1 gaan1
內卡河,noi6 kaa1 ho4
快畀,
馬殺雞,maa5 saat3 gai1
松溪縣,cung4 kai1 jyun6
花姿,
欠抦,
月白風清,jyut6 baak6 fung1 cing1
直屬機構,
打錯更,
咁好人事,
短號嗎,
呂貝克,leoi5 bui3 hak1
暴虎馮河,bou6 fu2 fung4 ho4
詠歎,wing6 taan3
我要嘅,
兆祥,siu6 coeng4
開臉,hoi1 lim5
靸鞋,
酒令兒,zau2 ling6 ji4
蕩下,
美國雪糕,
丁克,ding1 hak1
森寒,
詩歌評論,
舉用,geoi2 jung6
實籠,sat6 lung2
西湖鄉,sai1 wu4 hoeng1
禾雀,wo4 zoek2
十字頭,sap6 zi6 tau4
逸彩,jat6 coi2
懷疑派,waai4 ji4 paai3
咿咿呶呶,ji1 ji1 jau1 jau1
搭肩,daap3 gin1
餘剩,jyu4 sing6
牽牛屬,hin1 ngau4 suk6
朝山進香,ciu4 saan1 zeon3 hoeng1
冇嘢呀,
好聲行呀,
桂系軍閥,gwai3 hai6 gwan1 fat6
擠眼,zai1 ngaan5
兩道散手,loeng5 dou6 saan2 sau2
海北州,hoi2 bak1 zau1
啥唔到,
花山區,faa1 saan1 keoi1
竹槁曬網,
闊少爺,
特藝彩色,dak6 ngai6 coi2 sik1
電話幾多,
尺蠖,cek3 wok6
法幣,faat3 bai6
矇矇光,mung1 mung1 gwong1
迂夫子,jyu1 fu1 zi2
鐲子,zuk6 zi2
呼格,fu1 gaak3
摳門兒,kau1 mun4 ji4
出來外面,
右江,jau6 gong1
增產增值,
錄像帶,luk6 zoeng6 daai2
榿樹,hei1 syu6
沙皇俄國,saa1 wong4 ngo4 gwok3
督龜,duk1 gwai1
就咁多,
手滕腳震,
叢林戰,cung4 lam4 zin3
玄乎,jyun4 fu4
又跪又拜,
認掯,jing6 kang3
吳仁寶,ng4 jan4 bou2
刀魚,dou1 jyu2
三得利,saam1 dak1 lei6
重重複復,
檯波,toi2 bo1
噉都得呀,
馬路牙子,maa5 lou6 ngaa4 zi2
金光閃爍,gam1 gwong1 sim2 soek3
刮佢出嚟,
繩文,sing4 man4
中賊鷗,zung1 caak6 au1
五介意,
欽北,jam1 bak1
好鬼正,
遊藝團,jau4 ngai6 tyun4
冠子,gun1 zi2
蓮花縣,lin4 faa1 jyun6
標新領異,biu1 san1 ling5 ji6
芸豆,wan4 dau2
傍黑,bong6 hak1
賓陽,ban1 joeng4
在編人員,
整聲,zing2 sing1
耕讀,gaang1 duk6
回到啦,
圖鑒,tou4 gaam3
手工紙,
灞橋區,baa3 kiu4 keoi1
結匯證,git6 wui6 zing3
單搥,
昌都縣,coeng1 dou1 jyun6
碾盤,nin5 pun4
望都縣,mong6 dou1 jyun6
寄懷,gei3 waai4
撲扇,pok3 sin3
扶揄,fu4 jyu4
雅法,ngaa5 faat3
棱臺,ling4 toi4
大五碼,daai6 ng5 maa5
癡想,ci1 soeng2
扤腳,ngan3 goek3
寒武爆發,hon4 mou5 baau3 faat3
饒河縣,jiu4 ho4 jyun6
瘟瘟噔噔,
五筆編碼,ng5 bat1 pin1 maa5
恬漠,tim4 mok6
史特龍,si2 dak6 lung4
泉塘,
歷代志上,lik6 doi6 zi3 soeng6
凌源,ling4 jyun4
卟吩,buk1 fan1
幾棟,
紅景天,hung4 ging2 tin1
連平縣,lin4 ping4 jyun6
火湖,fo2 wu4
逆臣,jik6 san4
侵攻,cam1 gung1
發財車,faat3 coi4 ce1
複線,fuk1 sin3
興國縣,hing1 gwok3 jyun6
七早八早,cat1 zou2 baat3 zou2
打唔開,
窩闊臺汗,wo1 fut3 toi4 hon4
係系數,
單位根,daan1 wai2 gan1
打食,daa2 sik6
撖親,
邊張表,
屠場前地,
頭都大曬,
髒土,zong1 tou2
膜粉,
搜檢,sau2 gim2
掹佢出嚟,
招展,ziu1 zin2
不可勝言,bat1 ho2 sing3 jin4
配套技術,
星期一二,
阿謬,aa3 mau6
集攏,zaap6 lung5
歐拉碟,au1 laai1 dip2
催妝,ceoi1 zong1
調槍,
卡佛連,
索縣,sok3 jyun6
行住先啦,
冬閒,dung1 haan4
好夜至瞓,
行將結束,hang4 zoeng1 git3 cuk1
金城江區,gam1 sing4 gong1 keoi1
澤庫,zaak6 fu3
我實,
埋臺,
都唔化嘅,
嚿幾水,
邊路貨色,
廣清出口,
面口好熟,
惺風血雨,
雕蟲篆刻,diu1 cung4 syun6 hak1
去市內,
噴薄,pan3 bok6
承讓人,sing4 joeng6 jan4
湛河,zaam3 ho4
前房角,cin4 fong4 gok3
表少,biu2 siu3
鍾落潭,zung1 lok6 taam4
死人燈籠,sei2 jan4 dang1 lung4
綺貌,ji2 maau6
少食點,siu2 sik6 dim2
隱病不報,jan2 beng6 bat1 bou3
饞味,
精打光,zing1 daa2 gwong1
烏什縣,wu1 sap6 jyun6
請茶,
䆲䆡,kwaang1 laang1
轉著,
冷水江,laang5 seoi2 gong1
洛浦,lok3 pou2
矮怢怢,ai2 dat1 dat1
你話幾好,
更多嘢,
斑鶇,baan1 dung1
綏江縣,seoi1 gong1 jyun6
我在廣州,
列表框,
機場股份,
過一會兒,gwo3 jat1 wui6 ji4
烏亮,wu1 loeng6
米粉咀,
作戰失蹤,zok3 zin3 sat1 zung1
康託爾,hong1 tok3 ji5
來安縣,loi4 on1 jyun6
雨帽,jyu5 mou2
左雲縣,zo2 wan4 jyun6
自己嗰樣,
獎酬,zoeng2 cau4
田林縣,tin4 lam4 jyun6
讀咩書,
淋擒,lam4 kam4
后里,hau6 lei5
打孔鑽,daa2 hung2 zyun3
溶蝕,jung4 sik6
餘集,jyu4 zaap6
豬杆,
薩哈洛夫,saat3 haa1 lok6 fu1
我都見到,
咩回事,
銀行戶頭,
千帕,cin1 paak3
藏雪雞,zong6 syut3 gai1
阿家,aa3 gaa1
笑到肚攣,
坎子,ham2 zi2
祕密組織,
勞問,
你哋講嘢,
爐灰,lou2 fui1
展布,zin2 bou3
嶺東區,ling5 dung1 keoi1
歐伯林,au1 baak3 lam4
冇𪐀冇褦,mou5 naa1 mou5 nang3
蜜供,mat6 gung3
得就得,
揳高枕頭,
係點就點,
複殖吸蟲,fuk1 zik6 kap1 cung4
初速,co1 cuk1
杠架,gong3 gaa2
香辣田雞,
遼海,liu4 hoi2
護送隊,wu6 sung3 deoi6
餐末甜酒,caan1 mut6 tim4 zau2
雲夢縣,wan4 mung6 jyun6
浪跡江湖,long6 zik1 gong1 wu4
貢賦,gung3 fu3
磕膝蓋,hap6 sat1 goi3
英界,jing1 gaai3
醬骨架,
小紅馬,
三叉路口,
𦜖定,ngaa6 deng6
武水,mou5 seoi2
奔瀉,ban1 se3
柳江縣,lau5 gong1 jyun6
側錄,zak1 luk6
講咩啊,
料豆兒,liu6 dau2 ji4
山鷄,
扎賚特,zaat3 loi6 dak6
撇甩佢,
玩到喪晒,
三角凳,saam1 gok3 dang3
奇異筆,kei4 ji6 bat1
稽首,kai2 sau2
雞公頭,
無虞匱乏,mou4 jyu4 gwai6 fat6
撩逗,liu4 dau6
懷璧其罪,waai4 bik1 kei4 zeoi6
嗰老襯,
百腳,baak3 goek3
鳳山縣,fung6 saan1 jyun6
孔斯貝格,hung2 si1 bui3 gaak3
戶縣,wu6 jyun6
忙咩,
優惠帝,jau1 wai6 dai3
往陣,wong5 zan2
羣衆運動,kwan4 zung3 wan6 dung6
烏遭邋遢,
體改委,
飯臺,
金無足赤,gam1 mou4 zuk1 cek3
嘉禾縣,gaa1 wo4 jyun6
專控,zyun1 hung3
係唔係呀,
火奴魯魯,fo2 nou4 lou5 lou5
怕難爲情,
