word,jyutping
不說找了,
上呼吸,
隔涉咗,
召陵,ziu6 ling4
七除八拆,cat1 ceoi4 baat3 caak3
裁並,coi4 bing6
吹風同,
折磨佢,
我帶你返,
曲沃縣,kuk1 juk1 jyun6
排斥我,
包大人,
塔河縣,taap3 ho4 jyun6
微貸,
滯鷄,
仁者見仁,
埋怕,maai4 paa2
倒海翻江,dou2 hoi2 faan1 gong1
行下唞下,
候選字,
乜都講曬,
歸心馬,gwai1 sam1 maa5
你媽閪,
喝白粥,
累悴,leoi6 seoi6
何媽,ho4 maa1
噅人,ngai1 jan4
嫩江地區,nyun6 gong1 dei6 keoi1
定定檔檔,
浩渺,hou6 miu5
烏洛托品,wu1 lok6 tok3 ban2
吊塔,diu3 taap3
蜆殼字,hin2 hok3 zi6
層巖,cang4 ngaam4
我咪就係,
夜行晝伏,je6 hang4 zau3 fuk6
開宗立派,
沒上沒下,mut6 soeng6 mut6 haa6
食𢆡,sik6 nin1
下次啦,
瑞氏染色,seoi6 si6 jim5 sik1
表情嘅,biu2 cing4 ge3
稽錢,kai1 cin4
陰電,jam1 din6
採伐,coi2 fat6
銀輝,ngan4 fai1
第三張圖,
吃口,gat6 hau2
艾炷,ngaai6 zyu3
大粒麥,
要末,jiu3 mut6
歸零地,gwai1 ling4 dei6
酪梨,lok3 lei4
嘉柏隆里,gaa1 paak3 lung4 lei5
猥瑣照,
海金沙,hoi2 gam1 saa1
綿白糖,min4 baak6 tong4
張明傑,zoeng1 ming4 git6
波峯焊,
賈汪區,gaa2 wong1 keoi1
西葫蘆,sai1 wu4 lou2
踹雪屐,caai2 syut3 kek6
有境,jau5 ging2
仲講乜吖,
送乜畀我,
唔嗱褦,
雞公花,gai1 gung1 faa1
真叻,
汝陽縣,jyu5 joeng4 jyun6
藤澤,tang4 zaak6
血友,hyut3 jau5
你到未,
緯圈,wai5 hyun1
湖北花楸,wu4 bak1 faa1 cau1
回課室,
我擡起頭,
三千絲,
提溜,tai4 lau6
倒座兒,dou2 zo6 ji4
江八點,gong1 baat3 dim2
揚揚貢,joeng2 joeng2 gung3
風腸,fung1 coeng2
北碚區,bak1 pui5 keoi1
收收散,sau1 sau1 saan2
你冇事嘛,
掏糞,
替罪人,
托庇,tok3 bei3
蠨蛸,siu1 saau1
破瓜,po3 gwaa1
阿昌族,aa3 coeng1 zuk6
生氣蓬勃,sang1 hei3 pung4 but6
楠梓區,naam4 zi2 keoi1
死區,sei2 keoi1
半履帶,bun3 lei5 daai2
仁山人海,
口鋒,hau2 fung1
聯考,lyun4 haau2
皺著,
顏色波,ngaan4 sik1 bo1
霍邱,fok3 jau1
丙環唑,bing2 waan4 zo6
噶倫,gaa1 leon4
糖癡豆,
戌門,seot1 mun4
深勘,
捩埋片面,lai2 maai4 pin3 min6
冇離神氣,
結滿,
二十四畝,
福音營,
淋巴管,lam4 baa1 gun2
枕頭包,zam2 tau4 baau1
烏糟貓,
川穀,cyun1 guk1
青衣主恩,
遊標卡尺,jau4 biu1 kaa1 cek3
咁大禍,
實用工具,
木蠹蛾,muk6 dou3 ngo4
策問,caak3 man6
跟屁蟲,gan1 pei3 cung4
四張嘢,
波語,bo1 jyu5
疏罅,so1 laa3
反動勢力,faan2 dung6 sai3 lik6
忘啦,
埃森,aai1 sam1
我返去先,
唔慌好嘢,
磨子,mo4 zi2
沙灣縣,saa1 waan1 jyun6
學用一致,
