word,jyutping
戲眼,hei3 ngaan5
欽命,jam1 ming6
紥炮,zaat3 paau3
汪清縣,wong1 cing1 jyun6
道孚,dou6 fu1
雙擊,soeng1 gik1
偏析,pin1 sik1
黐手,
咭佬,
膀子,pong4 zi2
赫魯雪夫,haak1 lou5 syut3 fu1
雪住佢先,
泥涌,nai4 cung1
前桅,cin4 wai4
好眼瞓吖,
羅盤度,lo4 pun4 dou6
窄喼喼,
面罄,min6 hing3
睇田水,tai2 tin4 seoi2
奧里里亞,ou3 lei5 lei5 aa3
大嚿佬,
發光強度,faat3 gwong1 koeng4 dou6
血族,hyut3 zuk6
納雍,naap6 jung1
牆旮旯,coeng4 go1 lo1
我落啦,
最開胃,
起司蛋糕,hei2 si1 daan6 gou1
薄暗,bok6 am3
五訓,
頌德,zung6 dak1
就衹有,
成粒幾鐘,
附肢,fu6 zi1
第一國際,dai6 jat1 gwok3 zai3
撈亂曬,
曾孫女兒,zang1 syun1 neoi5 ji4
玻璃女孩,
漁魚得水,
玩殘佢,
違逆,wai4 jik6
天色已晚,tin1 sik1 ji5 maan5
蕎麪飴餎,kiu4 min6 ji4 lok3
倔檑槌,gwat6 leoi4 ceoi4
萬縣地區,maan6 jyun6 dei6 keoi1
苦蕒菜,fu2 maai5 coi3
僞飾,ngai6 sik1
稽留,kai1 lau4
你拒載,
貓刮噉聲,maau1 gwaat3 gam2 seng1
蘊藉,wan2 ze6
依迪,
網段,mong5 dyun6
波義耳,bo1 ji6 ji5
輕紡產品,
華祥燈飾,
鼠貨,syu2 fo3
呼咻,fu1 jau1
僬僥,ziu1 jiu4
錫鉛,sek3 jyun4
打返電話,
北京週報,bak1 ging1 zau1 bou3
分說,fan1 syut3
番菜,faan1 coi3
壓力容器,aat3 lik6 jung4 hei3
局促一隅,guk6 cuk1 jat1 jyu4
野小茴,je5 siu2 wui4
窀穸,zeon1 zik6
機械戰警,gei1 haai6 zin3 ging2
邃戶,seoi6 wu6
九江縣,gau2 gong1 jyun6
判據,pun3 geoi3
鴻源培訓,
遐棄,haa4 hei3
完全攻略,
猴兒精,hau4 ji4 zing1
靜穆,zing6 muk6
喺嗻,
營盆,
冚實,
佞人,ning6 jan4
東鱗西爪,dung1 leon4 sai1 zaau2
拉菲草,laai1 fei1 cou2
肯定有啦,
怔神兒,zing1 san4 ji4
嘉蔭,gaa1 jam3
同心縣,tung4 sam1 jyun6
潤餅,jeon6 beng2
假到你,
足球彩票,
你擒咁高,
熱容,jit6 jung4
同你整,
沾染世俗,zim1 jim5 sai3 zuk6
棧閣,zaan6 gok3
