word,jyutping
強音踏板,koeng4 jam1 daap6 baan2
原平,jyun4 ping4
企歪,kei5 me2
聲喉㿭,seng1 hau4 caak3
微徑,mei4 ging3
捽嘴,zeot1 zeoi2
古田,gu2 tin4
上空裝,soeng6 hung1 zong1
型到跌渣,
舞臺燈光,
龍樹,lung4 syu6
懸雍垂,jyun4 jung1 seoi4
孫毓棠,syun1 juk1 tong4
瀨屎忽,laai6 si2 fat1
冬宮,dung1 gung1
洋殼,joeng4 hok3
噏東噏西,
歐柏林,au1 paak3 lam4
樓櫓,lau4 lou5
棺材仔,gun1 coi4 zai2
緞子,dyun6 zi2
文獻庫,
吃屎狗,
慘紅,caam2 hung4
昌裕,
變成噉㗎,
趣聞軼事,
不苟,bat1 gau2
日頭青青,jat6 tau2 ceng1 ceng1
人無完人,jan4 mou4 jyun4 jan4
蒸知味,zing1 zi1 mei6
多菲什,do1 fei1 sap6
放刁,fong3 diu1
獻綠園藝,
肅北縣,suk1 bak1 jyun6
半中腰,bun3 zung1 jiu1
我唔瞭解,
走唔開,
香頌,hoeng1 zung6
好難爲,
蟠據,pun4 geoi3
巧家縣,haau2 gaa1 jyun6
心口翳,
雨花臺區,jyu5 faa1 toi4 keoi1
有話快說,jau5 waa6 faai3 syut3
徐誠斌,
耳屎扒,
守禦,sau2 jyu6
老毛子,lou5 mou4 zi2
長海縣,coeng4 hoi2 jyun6
征勦,zing1 ziu2
戰爭年代,
宿儒,suk1 jyu4
睇偈,tai2 gai2
驅役,keoi1 jik6
驚羣動衆,ging1 kwan4 dung6 zung3
無就無,
普通燕鴴,pou2 tung1 jin3 hang4
新騎士,
要講團結,
膳魔師,sin6 mo1 si1
煦暖,heoi2 nyun5
揮師,fai1 si1
推拒,teoi1 keoi5
淋親,
眼不見,
黔西南州,kim4 sai1 naam4 zau1
哲學思潮,
乜嘢事幹,
雪利酒,syut3 lei6 zau2
毒感,duk6 gam2
攞我命,
牽引車,hin1 jan5 ce1
輸入速度,
南苑臺,
火鐮,fo2 lim4
江川縣,gong1 cyun1 jyun6
上甘嶺區,soeng6 gam1 leng5 keoi1
耕奴,gaang1 nou4
虧月,kwai1 jyut6
契約橋牌,kai3 joek3 kiu4 paai2
泥裏,
芷江,zi2 gong1
走債,zau2 zaai3
杬角,laam2 gok3
靈牀,ling4 cong4
戒慎,gaai3 san6
好膽識,
喺嗜,
捱飯盒,
挨板子,ngaai4 baan2 zi2
得鋪牛力,
逕向,ging3 hoeng3
亞羅號,aa3 lo4 hou6
勁卒,ging6 zeot1
係都唔聽,
普通翠鳥,pou2 tung1 ceoi3 niu5
奮起湖,fan5 hei2 wu4
霍丘,fok3 jau1
悲悼,bei1 dou6
服帖,fuk6 tip3
謙誠,him1 sing4
前燈,cin4 dang1
套匯,tou3 wui6
里朗威,lei5 long5 wai1
繼承性,
外沙,
長圓,coeng4 jyun4
六七文,
蒙師,mung4 si1
梅派,mui4 paai3
阿月渾子,aa3 jyut6 wan4 zi2
青年營,
岩壑,ngaam4 kok3
補退貨,
倒陽,dou2 joeng4
加勁兒,gaa1 ging6 ji4
跡證,zik1 zing3
領存,
婺城區,mou6 sing4 keoi1
初嚟暴到,
好傷身,
世界軍事,
販夫,faan3 fu1
加特林,gaa1 dak6 lam4
枝江,zi1 gong1
規格書,
飲勝佢,jam2 sing3 keoi5
眛水銅人,mei6 seoi2 tung4 jan4
冤厲,jyun1 lai6
粘粘,nim1 nim1
好死唔死,
青雲譜區,cing1 wan4 pou2 keoi1
瑟瑟發抖,sat1 sat1 faat3 dau2
白色體,baak6 sik1 tai2
黑咕隆咚,hak1 gu1 lung4 dung1
爲人所知,
詩興大發,si1 hing3 daai6 faat3
尚方劍,soeng6 fong1 gim3
褲髀,fu3 bei2
紅古,hung4 gu2
因公犧牲,
西松,sai1 cung4
