word,jyutping
解數,gaai2 sou3
觀然,
天花龍鳯,tin1 faa1 lung4 fung6
英美菸草,
佮佮,
伸雪,san1 syut3
宜豐縣,ji4 fung1 jyun6
鮁魚圈,bat6 jyu2 hyun1
縮開曬,
埋得手,
撞晒大板,
走蛋,zau2 daan2
操舵室,cou1 to4 sat1
曉諭,hiu2 jyu6
據險,geoi3 him2
面瓜,min6 gwaa1
互生葉,wu6 sang1 jip6
就我哋,
鹹欖,
塊壘,faai3 leoi5
債務國,zaai3 mou6 gwok3
忘盡,
你個肺,
傻丅傻丅,
屙啡啡,o1 fe4 fe2
蒲鞋,pou4 haai4
蝦籠,
男風,naam4 fung1
倡始,coeng3 ci2
望診,mong6 can2
象鼻崖,
韋小姐,
庫車縣,fu3 ce1 jyun6
跎炮,to4 paau3
茅平山,
你叫咩名,
禹州,jyu5 zau1
察驗,caat3 jim6
婺源,mou6 jyun4
呢班嘢,
米脂,mai5 zi1
甩唔倒身,
蜜絲,mat6 si1
橫三豎四,waang4 saam1 syu6 sei3
八婆仔,
葉振邦,
小鴉洲灣,
沒治,mut6 zi6
攀親,paan1 can1
寧蒗,ning4 long6
批薩,pai1 saat3
全璧,cyun4 bik3
網杓,mong5 soek3
二簡,ji6 gaan2
銅鑼鄉,tung4 lo4 hoeng1
溫泉縣,wan1 cyun4 jyun6
手腕子,sau2 wun2 zi2
晶亮,zing1 loeng6
鄉僻,hoeng1 pik1
魯山縣,lou5 saan1 jyun6
坡頭,bo1 tau4
搞一搞,
哈拉雷,haa1 laai1 leoi4
恆康,
千其唔好,
睇過一仗,
豬鳩,zyu1 gau1
飽學之士,baau2 hok6 zi1 si6
黃桃,wong4 tou2
加拿大雁,gaa1 naa4 daai6 ngaan6
獅泉河,si1 cyun4 ho4
倔佢一眼,
我幫你吹,
不透水,bat1 tau3 seoi2
塘蝨頭,
徐晃,ceoi4 fong2
陽城縣,joeng4 sing4 jyun6
角口,gok3 hau2
豬嚟㗎,
先期,sin1 kei4
玉普西隆,juk6 pou2 sai1 lung4
額敏,ngaak6 man5
啤油管,
忍俊,jan2 zeon3
爲富不仁,wai4 fu3 bat1 jan4
督波,
赤楊,cek3 joeng4
有冇多士,
對大奶奶,deoi3 daai6 naai5 naai5
船艄,syun4 saau1
冉冉上昇,jim5 jim5 soeng6 sing1
躲避球,do2 bei6 kau4
寧明縣,ning4 ming4 jyun6
故宅,gu3 zaak6
腳距,
複用,fuk1 jung6
羊欄,
濡沫涸轍,jyu4 mut6 kok3 cit3
頂戴,ding2 daai3
執雞公乸,
通信線,tung1 seon3 sin3
不處理,bat1 cyu5 lei5
馬赫數,maa5 haak1 sou3
你復,
蠔門,
摶沙,tyun4 saa1
寶豐縣,bou2 fung1 jyun6
姦宿,gaan1 suk1
此時以前,ci2 si4 ji5 cin4
滿糊,mun5 wu2
問下嗻,
大智如愚,daai6 zi3 jyu4 jyu4
秦韜玉,ceon4 tou1 juk6
畀晒你,
領料單,ling5 liu2 daan1
青河,cing1 ho4
安居工程,on1 geoi1 gung1 cing4
如東縣,jyu4 dung1 jyun6
耿介,gang2 gaai3
有乜食乜,
紅蕃茄,
賣檯,maai6 toi2
石潭山,
保衛生命,
碌曲,luk1 kuk1
種禽,zung2 kam4
死擂爛擂,
張屋地,
酣暢淋漓,ham4 coeng3 lam4 lei4
胥吏,seoi1 lei6
冇拘論,mou5 keoi1 leon6
付咗款,
查爾斯頓,caa4 ji5 si1 deon6
順風駛,
商業系統,
艄公,saau1 gung1
溴單質,cau3 daan1 zat1
隱隱綽綽,jan2 jan2 coek3 coek3
新港鄉,san1 gong2 hoeng1
慣熟,gwaan3 suk6
尾碼,
知就好,
老旦,lou5 daan2
得利通訊,
戶口名簿,wu6 hau2 ming4 bou6
卡仙尼,kaa1 sin1 nei4
新穎服裝,
齌怒,zai1 nou6
嫌怨,jim4 jyun3
夠戧,gau3 coeng3
好大懵,
天災地孽,tin1 zoi1 dei6 jip6
有機結合,
錐鞋,jeoi1 haai4
衍聖公府,jin5 sing3 gung1 fu2
任氣,jam6 hei3
潭子鄉,taam4 zi2 hoeng1
屎軍師,si2 gwan1 si1
饒平縣,jiu4 ping4 jyun6
郭小川,gwok3 siu2 cyun1
陂面,
艅艎,jyu4 wong4
安落返啲,
鄉裏,
酒飯,zau2 faan6
鬥撚,
謹嚴,gan2 jim4
瘀曬,
奈米,noi6 mai5
摻和,caam1 wo4
巨鹿縣,geoi6 luk6 jyun6
續書,zuk6 syu1
公爹,gung1 de1
選送,syun2 sung3
唔在理,
仙姿玉色,sin1 zi1 juk6 sik1
時戳,si4 coek3
擺低錢,
仲系噉,
胡豆,wu4 dau2
聊以解悶,liu4 ji5 gaai2 mun6
見駕,gin3 gaa3
主材,zyu2 coi4
銅膜線,
榨酒池,zaa3 zau2 ci4
坡頭區,bo1 tau4 keoi1
絕熱漆,zyut6 jit6 cat1
草原肥羊,
牡馬,mau5 maa5
叛離正軌,bun6 lei4 zing3 gwai2
勞教局,
吹水佬,
喫飯,hek3 faan6
羚牛,ling4 ngau4
俊雅,zeon3 ngaa5
歡實,fun1 sat6
驚顫,ging1 zin3
就等我哋,
撐蓋鍋蓋,
玉糠,juk6 hong1
牛油戟,ngau4 jau4 gik1
增進友誼,
亞比利尼,aa3 bei2 lei6 nei4
互訴衷腸,wu6 sou3 cung1 coeng4
對蝦科,deoi3 haa1 fo1
打河,daa2 ho2
遠安縣,jyun5 on1 jyun6
一擗,jat1 pek6
恆瑞,
阿闍梨,aa3 se4 lei4
木醇,muk6 seon4
點樣咯,
嘿客,hei1 haak3
耕當問奴,gaang1 dong1 man6 nou4
聆聽會,
生活區,
海德爾堡,hoi2 dak1 ji5 bou2
掛馬,gwaa3 maa5
上低音號,soeng6 dai1 jam1 hou6
趙爾巽,ziu6 ji5 seon3
乜姐,
昂仁縣,ngong4 jan4 jyun6
鑫肽生物,
斯芬克司,si1 fan1 hak1 si1
共利,
到檔口,
袖手傍觀,
你醒下啦,
腹心,fuk1 sam1
碼分多址,maa5 fan1 do1 zi2
僆琼,leng1 keng1
摟席,lau1 zek6
校味,gaau3 mei6
十年咁耐,
幫咗人,
閃輝,sim2 fai1
蓉蓉爛,jung4 jung4 laan6
唔係假㗎,
康王北,hong1 wong4 baak1
費爾干納,fai3 ji5 gon1 naap6
青年一代,
咁證明,
蔓越橘,maan6 jyut6 gwat1
億點,jik1 dim2
珞巴族,lok3 baa1 zuk6
鄒族,zau1 zuk6
適纔,
六韜,luk6 tou1
朱雀橋,zyu1 zoek3 kiu4
電話畀我,
煲辦,bou1 baan6
反仰掉,faan2 ngong5 zaau6
衣裳鉤兒,ji1 soeng4 ngau1 ji4
紙箔,zi2 bok6
麪人兒,min6 jan4 ji4
莫明其妙,mok6 ming4 kei4 miu6
拙荊,zyut3 ging1
沒心肝,
叫住先,
履歷片,lei5 lik6 pin3
進行通信,zeon3 hang4 tung1 seon3
季候,gwai3 hau6
骨赤,gwat1 cek3
我坐出便,
配筋,pui3 gan1
湧溢,jung2 jat6
糯米蕉,no6 mai5 ziu1
門薩,mun4 saat3
公正地磅,
扶翅,fu4 ci2
三退,saam1 teoi3
我就落啦,
番薯兵,faan1 syu4 bing1
酒鬼酒,zau2 gwai2 zau2
薛居正,sit3 geoi1 zing3
你答我,
發貓寒,faat3 maau1 hon4
草廬,
錫拉庫薩,sek3 laai1 fu3 saat3
封神演義,fung1 san4 jin2 ji6
矮呆病,ai2 ngoi4 beng6
甩卡,lat1 kaa1
簌簌發抖,cuk1 cuk1 faat3 dau2
影象,jing2 zoeng6
東方之門,
條褲爛咗,
祿食,luk6 sik6
牛屎鉢,
家山發,gaa1 saan1 faat3
助手席,zo6 sau2 zik6
刺柏,ci3 paak3
支努干,zi1 nou5 gon1
睇唔完,
豎折,syu6 zit3
鄱陽縣,po4 joeng4 jyun6
唔啹,m4 goe4
霪雨,jam4 jyu5
鎮龍二中,
雅片,ngaa5 pin3
智慧產權,zi3 wai3 caan2 kyun4
威奇托,wai1 kei4 tok3
溫煦,wan1 heoi2
蘿底桔,lo4 dai2 gat1
街鐘,gaai1 zung1
促動,cuk1 dung6
佢咩料呀,
收購量,
燮友,sit3 jau5
竹北,zuk1 bak1
泛大洋,faan3 daai6 joeng4
居庸關,geoi1 jung4 gwaan1
栲屬,haau2 suk6
敖貝得,ngou4 bui3 dak1
寶貝寶貝,
口拙,hau2 zyut3
溫縣,wan1 jyun6
標樁,biu1 zong1
肉竹,
昌披,coeng1 pei1
捕穫,
配合默契,
舊陣,
傳經送寶,cyun4 ging1 sung3 bou2
玩到大,
偶合,ngau5 hap6
消防協會,
跌曬眼鏡,
收訖,sau1 gat1
片岩,pin3 ngaam4
拿來主義,naa4 loi4 zyu2 ji6
搭連,daap3 lin4
提醒物,tai4 sing2 mat6
我敬你,
推計,teoi1 gai3
最面,zeoi3 min2
褲浪,fu3 long6
向壁虛構,hoeng3 bik1 heoi1 kau3
男基尼,naam4 gei1 nei4
錚錚鐵漢,zaang1 zaang1 tit3 hon3
管圓線蟲,gun2 jyun4 sin3 cung4
赤道逆流,cek3 dou6 jik6 lau4
強檔,koeng4 dong3
傑里科,git6 lei5 fo1
大麻哈魚,daai6 maa4 haa1 jyu2
安化縣,on1 faa3 jyun6
牽成,
啓業邨,
踏繪,daap6 kui2
柴山,caai4 saan1
未有得食,
大返轉頭,
益母,jik1 mou5
漚下漚下,
