word,jyutping
安陸,on1 luk6
唔見一輪,
剪髮鋪,
賠額,
百寶囊,
查輯,caa4 cap1
石咀山,sek6 zeoi2 saan1
翻作,faan1 zok3
四大鬚生,sei3 daai6 sou1 sang1
山上鄉,saan1 soeng6 hoeng1
洱源,ji5 jyun4
走極端,
發痧,faat3 saa1
就你哋,
啪拖,
馬爾谷,maa5 ji5 guk1
鬼火綠,gwai2 fo2 luk6
題花,tai4 faa1
竹排,zuk1 paai4
近幾週來,
迷惑元素,
衣子,ji1 zi2
反掌,faan2 zoeng2
牛肉粿條,
小褂,siu2 kwaa2
屙屎唔出,
多圓,
徛戙,kei5 dung6
靴隼鵰,hoe1 zeon2 diu1
香督,hoeng1 duk1
擺老烏,baai2 lou4 wu1
格力電器,
幾兜嘢,
數伏,sou3 fuk6
潘婷,pun1 ting4
寒武,hon4 mou5
硬軚,
喜山鵟,hei2 saan1 kwong4
祈請,kei4 cing2
匡濟,hong1 zai3
畀晝作夜,bei2 zau3 zok3 je6
返到未,
嶄晴,zaam2 cing4
冇尾飛砣,mou5 mei5 fei1 to4
波濤磷磷,bo1 tou4 leon4 leon4
萊姆病,loi4 mou5 beng6
有嘴沒舌,jau5 zeoi2 mut6 sit3
分角器,fan1 gok3 hei3
相體裁衣,soeng1 tai2 coi4 ji1
檔口了,
袁于令,jyun4 jyu1 ling6
阿奇里斯,aa3 kei4 lei5 si1
岩濱鷸,ngaam4 ban1 wat6
電火花,din6 fo2 faa1
餘料,
貧腔,pan4 hong1
套曲,tou3 kuk1
無情火起,
王著,wong4 zyu3
沖決,cung1 kyut3
昆都侖,kwan1 dou1 leon4
喜德縣,hei2 dak1 jyun6
電攣,
孝成王,haau3 sing4 wong4
帶勁,daai3 ging6
半開門兒,bun3 hoi1 mun4 ji4
乜嗻,
茹痛,jyu4 tung3
淥個面,
鼻飼法,bei6 zi6 faat3
淘河,tou4 ho4
唔使你理,
明升暗降,ming4 sing1 am3 gong3
中心橋,
點火開關,dim2 fo2 hoi1 gwaan1
港閘,gong2 zaap6
植樹節,zik6 syu6 zit3
咩地方,
