word,jyutping
縮排,suk1 paai4
陝甘寧,sim2 gam1 ning4
蒙古地區,
係對面,
曲松,kuk1 cung4
金圓券,gam1 jyun4 hyun3
扭著,
髧腮,dam3 soi1
反袁鬥爭,faan2 jyun4 dau3 zang1
咬灰,ngaau5 fui1
柯西,o1 sai1
犯上作亂,faan6 soeng6 zok3 lyun6
簽派室,cim1 paai3 sat1
士篤吉,si6 duk1 gat1
碰撞造山,pung3 zong6 zou6 saan1
湯旺河區,tong1 wong6 ho4 keoi1
撒西米,saat3 sai1 mai5
開陽縣,hoi1 joeng4 jyun6
鳥松鄉,niu5 cung4 hoeng1
春風之旅,
五彩賓紛,ng5 coi2 ban1 fan1
瘡口,cong1 hau2
富到漏油,
佢咁畀面,
天后廟宇,
安塞縣,on1 coi3 jyun6
洗髮劑,sai2 faat3 zai1
創意廣告,
肅反,suk1 faan2
牡丹坊,maau5 daan1 fong1
百洞,
刀鋸鼎鑊,dou1 geoi3 ding2 wok6
柳骨,lau4 gwat1
田賽,tin4 coi3
閉恭,bai3 gung1
八二丹,baat3 ji6 daan1
米搞,
王岱輿,wong4 doi6 jyu4
雙灤,soeng1 lyun4
既定方針,
貓霧族,maau1 mou6 zuk6
唔喺喔,
扁坯,bin2 pui1
滲溝,sam3 kau1
通盤考慮,
雙光氣,soeng1 gwong1 hei3
餘角,jyu4 gok3
乜噉,
唔嚟罷就,
從衆搬家,
免票,min5 piu3
高矗,gou1 cuk1
板上釘釘,baan2 soeng6 deng1 deng1
紕繆,pei1 mau4
屎蚵螂,si2 ho4 long4
阿布賈,aa3 bou3 gaa2
衛輝,wai6 fai1
遊俠騎士,jau4 hap6 ke4 si6
五味子,ng5 mei6 zi2
陽宗,joeng4 zung1
草創,cou2 cong3
暴冷,bou6 laang5
禍福同門,wo6 fuk1 tung4 mun4
眼瞠唔開,
酬償,cau4 soeng4
攞嚟混,
忽必裂,
庭堂,ting4 tong4
嘴快心直,zeoi2 faai3 sam1 zik6
葵花子,kwai4 faa1 zi2
船營區,syun4 jing4 keoi1
新絳,san1 gong3
寶興歌鶇,bou2 hing1 go1 dung1
號兵,hou6 bing1
大字體,
量筒,loeng4 tung2
見馬克思,gin3 maa5 haak1 si1
咬口脣,
彰彰,zoeng1 zoeng1
知錯啦,
相平面,soeng1 ping4 min6
四四二四,sei3 sei3 ji6 sei3
大石下,
酥食車,sou1 sik6 ce1
好事嚟㗎,
桑嬌維塞,song1 giu1 wai4 sak1
多學科,do1 hok6 fo1
抄出嚟,
盆鉢,pun4 but3
拉包爾,laai1 baau1 ji5
有食就食,
臺西鄉,toi4 sai1 hoeng1
黎坤蓮,
潯陽區,cam4 joeng4 keoi1
套利者,tou3 lei6 ze2
你都傻,
創新基地,
憨居居,
唔彈,
果把,
布氏葦鶯,bou3 si6 wai5 ang1
新駱駝,
榆社縣,jyu4 se5 jyun6
銀雅華庭,
淡尾鶲鶯,daam6 mei5 jung1 ang1
寧鄉縣,ning4 hoeng1 jyun6
功高不賞,gung1 gou1 bat1 soeng2
城市假日,
金眶鶲鶯,gam1 kwaang1 jung1 ang1
畋獵,tin4 lip6
高層雲,gou1 cang4 wan4
以爲佢走,
撈一票,lou1 jat1 piu3
你一陣,
開皌,hoi1 mut6
牸馬,zi6 maa5
分組交換,fan1 zou2 gaau1 wun6
