word,jyutping
硬系唔信,
長鼻目,coeng4 bei6 muk6
翻檢,faan1 gim2
冇人騷佢,
天水地區,tin1 seoi2 dei6 keoi1
透著,
絕命書,zyut6 ming6 syu1
一中一臺,jat1 zung1 jat1 toi4
騷擾客蚤,sou1 jiu5 haak3 zou2
窩囊氣,wo1 nong4 hei3
多謝合作,
心緣,
襯家兩免,can3 gaa1 loeng5 min5
邊度系,
跟差,gan1 caai1
敢達,gam2 daat6
仲好咩,
掖垣,jik6 wun4
乜噉嘅,
普君北,pou2 gwan1 baak1
四邊四便,sei3 bin1 sei3 bin6
羞慚,sau1 caam4
燈光咁黑,
百變造型,
足高氣揚,zuk1 gou1 hei3 joeng4
裝飾篆刻,
你老祖,nei5 lou5 zou2
漱流,sau3 lau4
復興鄉,fuk6 hing1 hoeng1
開原縣,hoi1 jyun4 jyun6
蝦角,haa1 gok3
康泰徑,
李天祿,lei5 tin1 luk6
飲得食得,
阜成門,fau6 sing4 mun4
烏來鄉,wu1 loi4 hoeng1
擔凳,
桃花開,
攪彎,
紫丁香,zi2 ding1 hoeng1
情人知己,
犯不上,faan6 bat1 soeng5
同聲附和,
凼子,tam5 zi2
四方臺,sei3 fong1 toi4
易洛魁,ji6 lok6 fui1
腦杓,nou5 soek3
註冊類,
冇門口入,
在沖涼,
崖壑,ngaai4 kok3
宵夜啊,
黎川縣,lai4 cyun1 jyun6
灰喜鵲,fui1 hei2 zoek3
呢廷人,
忘性,mong4 sing3
端系統,dyun1 hai6 tung2
囊謙,nong4 him1
燃爆,jin4 baau3
三中三,
自由王國,zi6 jau4 wong4 gwok3
落雨溦溦,
暗間兒,am3 gaan1 ji4
眼看著,
背地裏,bui3 dei6 leoi5
錯峯,co3 fung1
手語翻譯,
乖謬,gwaai1 mau6
改船,
發達國,faat3 daat6 gwok3
酥鬆,sou1 sung1
厚祿,hau5 luk6
豆釘咁細,
良鄉,loeng4 hoeng1
破亡,po3 mong4
轆親,
骨骨子子,
輪作,leon4 zok3
天光了,
𢳂粥,
漫天遍野,maan6 tin1 pin3 je5
包囊,baau1 nong4
拒諫飾非,keoi5 gaan3 sik1 fei1
脫髮劑,tyut3 faat3 zai1
咩姿勢,
料頭兒,liu6 tau4 ji4
唔夠準,
泉港,cyun4 gong2
孜孜以求,zi1 zi1 ji5 kau4
田營,tin4 jing4
冇曬譜,
管燈,gun2 dang1
果蔗,gwo2 ze3
大部制,daai6 bou6 zai3
奇力山,
婦女主任,fu5 neoi5 zyu2 jam6
刪得,
鹽井鄉,jim4 zeng2 hoeng1
肌體,gei1 tai2
貴妃醉酒,gwai3 fei1 zeoi3 zau2
姑太,gu1 taai2
好得意啊,
拔根,bat6 gan1
麩皮,fu1 pei4
天次,tin1 ci3
恣欲,zi3 juk6
鎳箔,nip6 bok6
塘膊,tong4 bok3
茅屋頂,maau4 uk1 deng2
焗悶,guk6 mun6
㩒釘,gam6 deng1
公錢,gung1 cin4
玩嘢啊,
條渠塞咗,
鹽井縣,jim4 zeng2 jyun6
上榜名單,soeng5 bong2 ming4 daan1
𡃀𡃀,nge4 nge1
格雷茅斯,gaak3 leoi4 maau4 si1
佑護,jau6 wu6
一捆,
載籍,zoi3 zik6
冥日,ming5 jat6
寶興鶥雀,bou2 hing1 mei4 zoek3
臨渭區,lam4 wai6 keoi1
解唔解,
初葉,co1 jip6
干撓,gon1 naau4
順坦,seon6 taan2
大包大攬,daai6 baau1 daai6 laam5
驚怪,ging1 gwaai3
光驅,gwong1 keoi1
碌碡,luk1 duk6
歐金翅雀,au1 gam1 ci3 zoek3
落差你,
傭婢,jung4 pei5
妊婦,jam6 fu5
博下懵,
綠翅鴨,luk6 ci3 aap3
推官,teoi1 gun1
棺材石,
監牧,gaam1 muk6
低張,dai1 zoeng1
別提了,bit6 tai4 liu5
搏升,
筒裙,tung2 gwan4
明皎,ming4 gaau2
得意趣緻,
夫妻節,
啄住佢,
舞會舞,mou5 wui2 mou5
苯基,bun2 gei1
愚拙,jyu4 zyut3
雲華,wan4 waa4
擪高衫袖,jaap3 gou1 saam1 zau6
日日出去,
無量壽,mou4 loeng6 sau6
恰帕斯州,hap1 paak3 si1 zau1
塔扎,taap3 zaat3
拘傳,keoi1 cyun4
自愧弗如,zi6 kwai3 fat1 jyu4
訓詁,fan3 gu2
摞管,lo3 gun2
貓哭耗子,maau1 huk1 hou3 zi2
鹹脆花生,haam4 ceoi3 faa1 sang1
唔卡,
針箍兒,zam1 ku1 ji4
美味堂,
倔頭艇,
電力工業,din6 lik6 gung1 jip6
鵠立,huk6 lap6
天老爺,tin1 lou5 je4
伯恩茅斯,baak3 jan1 maau4 si1
切激,cit3 gik1
吉首,gat1 sau2
試下啦,
富貴角,fu3 gwai3 gok3
光復會,gwong1 fuk6 wui2
門崗,mun4 gong1
揩親,haai1 can1
搵勻晒,
同安區,tung4 on1 keoi1
李承晚,lei5 sing4 maan5
書都冇,
何驚凡,
好老定,
狷罅,
彎男,waan1 naam4
抗禮,kong3 lai5
拍客,paak3 haak3
范縝,faan6 zan2
騷鬧,sou1 naau6
返到喇,
條命唔正,tiu4 meng6 m4 zeng3
迴歸自然,
沃羅湼日,juk1 lo4 nip6 jat6
先王之政,sin1 wong4 zi1 zing3
板式塔,baan2 sik1 taap3
扶溝縣,fu4 gau1 jyun6
銅箔,
斑竹,baan1 zuk1
北極洋,bak1 gik6 joeng4
都唔壞,
巖巖熟,
將雪藏,zoeng1 syut3 cong4
敦豪快遞,deon1 hou4 faai3 dai6
英協,
撩棱,liu1 lang1
反袁,faan2 jyun4
堆案盈几,deoi1 on3 jing4 gei1
蠲賦,gyun1 fu3
七爺八爺,cat1 je4 baat3 je4
主流髮色,
單鞋,daan1 haai4
覓求,
仲旺,
拚爛,pun2 laan2
𢲷痕,
打㩧成,daa2 bok1 sing2
擙頇,
輻射偵察,fuk1 se6 zing1 caat3
哭天抹淚,huk1 tin1 mut3 leoi6
火山灰土,fo2 saan1 fui1 tou2
靈活策略,
勤雜工,
聯合自強,lyun4 hap6 zi6 koeng4
每頓,
帝業,dai3 jip6
簡繁,gaan2 faan4
受刑人,sau6 jing4 jan4
環江,waan4 gong1
村夫,cyun1 fu1
燈暈,dang1 wan6
懶人版,
杏紅,hang6 hung4
秀水鄉,sau3 seoi2 hoeng1
表報,biu2 bou3
粒臣,nap1 san2
邊㗎,
漫說,maan6 syut3
淺鮮,cin2 sin1
木粉,
蓆西,zek6 sai1
馬辰席,maa5 san2 zek6
唔係我搞,
皮帶傳動,pei4 daai2 cyun4 dung6
上浣,soeng6 wun5
萊布尼茨,loi4 bou3 nei4 ci4
陀表,to4 biu1
桓臺縣,wun4 toi4 jyun6
蟈螽,gwok3 zung1
靈便,ling4 bin6
我櫃檯,
蜆彀,
龍骨車,lung4 gwat1 ce1
合你意,
下邊兒,haa6 bin1 ji4
陽谷縣,joeng4 guk1 jyun6
在我看,zoi6 ngo5 hon3
青岡縣,cing1 gong1 jyun6
長寧縣,coeng4 ning4 jyun6
濱湖區,ban1 wu4 keoi1
人哋可能,
坺迾,paat6 laat6
祁縣,kei4 jyun6
差廚,caa1 cyu4
重足而立,cung4 zuk1 ji4 laap6
木刻術,muk6 hak1 seot6
博登湖,bok3 dang1 wu4
有罪不罰,jau5 zeoi6 bat1 fat6
喬巴山,kiu4 baa1 saan1
核苷,hat6 gam1
騎驢找驢,ke4 leoi4 zaau2 leoi4
打躆跲,daa2 kik1 kap1
駁腳偵探,bok3 goek3 zing1 taam3
無窮序列,mou4 kung4 zeoi6 lit6
南益,
有序化,jau5 zeoi6 faa3
突然窒住,
布萊德湖,bou3 loi4 dak1 wu4
軍管區,gwan1 gun2 keoi1
抄完未,
宦門,waan6 mun4
創意經典,
文雞,man1 gai1
早買早著,
棋格狀,kei4 gaak3 zong6
半視野,bun3 si6 je5
野豬徑,
丁醛,ding1 cyun4
肺心病,fai3 sam1 beng6
嘰哩呱啦,
源城區,jyun4 sing4 keoi1
心滾,sam1 gwan2
老禽騎,lou5 kam4 ke4
跂坐,kei5 zo6
爆冷門兒,baau3 laang5 mun4 ji4
貴細,gwai3 sai3
檳榔嶼,ban1 long4 zeoi6
雙簧,soeng1 wong4
塗下,
你驚凍呀,
隱諱,jan2 wai5
我愛咖啡,
黃狗毛,wong4 gau2 mou1
怕曬佢,
執子,zap1 zi2
永吉縣,wing5 gat1 jyun6
桌面開發,
冚嘅家鏟,
紅櫻桃,
我辭工,
登山扣,dang1 saan1 kau3
洋縣,joeng4 jyun6
卑辭厚幣,bei1 ci4 hau5 bai6
忻州,jan1 zau1
作殊死戰,zok3 syu4 sei2 zin3
指令名字,zi2 ling6 ming4 zi6
我以爲,
自由地帶,
肥強,
歐柳鶯,au1 lau5 ang1
洛龍區,lok3 lung4 keoi1
多咩謝,
扯喇,
門前三包,
我五中意,
包圓兒,baau1 jyun4 ji4
不在廣州,
螺拴,lo4 saan1
今日打風,
苟合,gau2 hap6
鳯竇,fung6 dau3
老謀,lou5 mau4
屘屘屎,
你噉快走,
篤鐘,duk1 zung1
偶蹄,ngau5 tai4
勢子,sai3 zi2
抱抱裝,pou5 pou5 zong1
堆高機,deoi1 gou1 gei1
多清淡,
候車亭,hau6 ce1 ting4
唔好嘈喇,
茄萣,ke2 ding6
麼事,mo1 si6
火蓋頂,fo2 goi3 deng2
緩急輕重,wun6 gap1 hing1 cung5
薄技,bok6 gei6
蟥蜞,wong4 kei2
馬丁尼,maa5 ding1 nei4
棕桐灘,
爛炖炖,laan6 tan4 tan4
陰枝,jam1 zi1
橋架,kiu4 gaa3
