word,jyutping
敗子回頭,baai6 zi2 wui4 tau4
飄卷,piu1 gyun2
肱三頭肌,gwang1 saam1 tau4 gei1
日飧,
我話嘅,
畀咩驚喜,
包針,baau1 zam1
沙塵白醭,
洗蘇,sai2 sou1
限期完成,
方釳,fong1 hat1
佈爾喬亞,bou3 ji5 kiu4 aa3
唱衰你,
儘快啦,
安全殼,on1 cyun4 hok3
蟯蟲,jiu4 cung4
停雨啦,
桃山區,tou4 saan1 keoi1
贊皇,zaan3 wong4
有咗肚,jau5 zo2 tou5
安樂曬,
唔係你嘅,
走甩身,
陽臺度,
全新紀,cyun4 san1 gei2
應採兒,jing3 coi2 ji4
被窩兒,pei5 wo1 ji4
耳刮子,ji5 gwaat3 zi2
本徵值,bun2 zing1 zik6
玉液瓊漿,juk6 jik6 king4 zoeng1
作戲,zok3 hei3
墨畫,mak6 waa2
解厄,gaai2 ak1
達拉特,daat6 laai1 dak6
石壁警崗,
耳挖子,ji5 waat3 zi2
波峯,bo1 fung1
睇乜睇,
踏步不前,daap6 bou6 bat1 cin4
仁布縣,jan4 bou3 jyun6
西嶽,sai1 ngok6
對刺,deoi3 ci3
拼力,ping3 lik6
鯉魚仔,
我幾好,
磁帶機,ci4 daai2 gei1
息勞歸主,sik1 lou4 gwai1 zyu2
水木劇,seoi2 muk6 kek6
西域風,
智神星,zi3 san4 sing1
吃豆豆,hek3 dau2 dau2
黃沙膶,wong4 saa1 jeon2
引火柴,jan5 fo2 caai4
好勻巡,
怡然亭,
唔漏,
勁共,ging6 gung6
掌燈,zoeng2 dang1
係咩嚟㗎,
貢井區,gung3 zeng2 keoi1
不搭理,bat1 daap3 lei5
留連論詩,lau4 lin4 leon6 si1
汕頭人,
蜜蜂磁磚,
黐湆,ci1 nap6
咪咁喪啦,
做到七彩,
立憲運動,laap6 hin3 wan6 dung6
阿哩吉諦,o1 li1 gat1 dai3
黐牙黐脷,
導語,dou6 jyu5
奢易儉難,ce1 ji6 gim6 naan4
撳着,
香樟,hoeng1 zoeng1
坑坎,haang1 ham2
恩姿,
黃貫其,wong4 gun3 kei4
靄滴,oi2 dik6
撳停,
朝天區,ciu4 tin1 keoi1
膠眼鏡,gaau1 ngaan5 geng2
聽過未呀,
吉檀迦利,
得個睼字,
湘潭地區,soeng1 taam4 dei6 keoi1
揣在懷裏,cyun2 zoi6 waai4 leoi5
結記,git3 gei3
蜎出,gyun1 ceot1
草頭王,cou2 tau4 wong4
上海白菜,soeng6 hoi2 baak6 coi3
追敵,zeoi1 dik6
縮約,suk1 joek3
十分似,
去唔去啊,
大人講嘢,
德貴麗類,dak1 gwai3 lai6 leoi6
正安,zing3 on1
百事無成,baak3 si6 mou4 sing4
儉用,gim6 jung6
勿歇,mat6 hit3
靜區,zing6 keoi1
嬲埋你,
不等號,bat1 dang2 hou6
總論,zung2 leon6
黔陽,kim4 joeng4
折耗,zit3 hou3
普考,pou2 haau2
或者啦,
萊菔,loi4 fuk6
砭石,bin1 sek6
幾時走,
噏埋,
沙威瑪,saa1 wai1 maa5
飄盪,piu1 dong6
三江並流,saam1 gong1 bing6 lau4
