word,jyutping
水晶鞋,
族滅,zuk6 mit6
做乜啊,
瞎吹,hat6 ceoi1
膽略過人,daam2 loek6 gwo3 jan4
豬仔鎖,zyu1 zai2 so2
諃氣,cam3 hei3
過得骨,
老來少,lou5 loi4 siu3
都有癮,
佢唔制嘅,
安多縣,on1 do1 jyun6
霍城縣,fok3 sing4 jyun6
大艙,daai6 cong1
椅手,ji2 sau2
學位論文,hok6 wai2 leon6 man4
恩比天大,jan1 bei2 tin1 daai6
克虜伯,hak1 lou5 baak3
兩河,loeng5 ho4
炒粒粒,caau2 lap1 lap1
黃金田,
莜面,jau4 min6
撚車,
畀路支省,bei2 lou6 zi1 saang2
下浣,haa6 wun5
吉恩,gat1 jan1
喜遷新居,
口吐人言,
樂康耬,
啜啖,
流輩,lau4 bui3
燃燒武器,
諗到無計,
弗拉芒,fat1 laai1 mong4
鬼不交,
有咩也,
朘朘,zeoi1 zeoi1
可惱也,ko1 laau1 je1
左不過,zo2 bat1 gwo3
兔斯基,tou3 si1 gei1
佢好認叻,
撥下個爐,
衰邊樣,
篤佢背脊,
飾飾相衣,
積物,zik1 mat6
都係噉啦,
睇得上,
合曬,
噉點點頭,
將軍帳,
鳳頭鷿鷈,fung6 tau4 pik1 tai4
戳搭,coek3 daap3
圍到實,
嗲嗲吊,de2 de2 diu3
啱去,ngaam1 heoi3
滯留鋒,zai6 lau4 fung1
氣頭上,hei3 tau4 soeng6
好更夜,hou2 gaang1 je6
線西鄉,sin3 sai1 hoeng1
雙尖括號,soeng1 zim1 kut3 hou2
敬老愛幼,
箍節兒,ku1 zit3 ji4
很對題,han2 deoi3 tai4
水勼油,seoi2 kau1 jau4
烏審,wu1 sam2
順嘴兒,seon6 zeoi2 ji4
脫垂,tyut3 seoi4
康乃狄克,hong1 naai5 dik6 hak1
禾塘頭,
如墮煙霧,jyu4 do6 jin1 mou6
臉膛,lim5 tong4
九歸,gau2 gwai1
一衣帶水,jat1 ji1 daai2 seoi2
剋敵,
神池,san4 ci4
唔打啦,
隻言片語,zek3 jin4 pin3 jyu5
書畫氈,syu1 waa2 zin1
儆戒,ging2 gaai3
下次先啦,
靈壽,ling4 sau6
老階,lou5 gaai1
串味,cyun3 mei6
平疇,ping4 cau4
你條蛋散,
濡毫,jyu4 hou4
煩到抽筋,
稅官,seoi3 gun1
信用網,
斫畬,zoek3 jyu4
香純,hoeng1 seon4
佢唔道歉,
舂暈雞,zung1 wan6 gai1
水城縣,seoi2 sing4 jyun6
核仁,hat6 jan4
蕭縣,siu1 jyun6
呦呦,jau1 jau1
不復你,
屁屁,pei3 pei3
維恩圖解,wai4 jan1 tou4 gaai2
成碌廢柴,
預埋我份,
抑素,jik1 sou3
糖原,tong4 jyun4
北山羊,bak1 saan1 joeng4
點樣收費,
打爛沙盆,
仕紳,si6 san1
泰和縣,taai3 wo4 jyun6
雙陽,soeng1 joeng4
鴉烏,aa1 wu1
唔好相與,
話務員,waa6 mou6 jyun4
畸卡,ki1 kaa1
難離難捨,
崇陽,sung4 joeng4
租賃承包,
郵局編碼,jau4 guk6 pin1 maa5
唔好咁曳,
吞吐能力,
龍蝨,lung4 sat1
蛋白腖,daan2 baak6 dung3
