word,jyutping
牛軋糖,ngau4 zaat3 tong2
就伴,zau6 bun6
嚴唔嚴重,
戒方,gaai3 fong1
波蕩,bo1 dong6
我無吖,
派件中,
達嚕噶齊,daat6 lou1 gaa1 cai4
停好車,
中華攀雀,zung1 waa4 paan1 zoek3
來復線,loi4 fuk6 sin3
燭架,zuk1 gaa2
船窩,
漁味無窮,
劉淵,lau4 jyun1
鳩佔雀巢,
母彈,mou5 daan2
利辛縣,lei6 san1 jyun6
長樂未央,coeng4 lok6 mei6 joeng1
青面雞,
使耳聾,si2 ji5 lung4
龍巖古寺,
乘機食曬,
後鼻音,hau6 bei6 jam1
多元論,do1 jyun4 leon6
不象話,bat1 zoeng6 waa6
佈雷,bou3 leoi4
佛教正覺,
渦扇,wo1 sin3
滋芽,zi1 ngaa4
揸錢,zaa1 cin2
始新紀,ci2 san1 gei2
太多人啦,
水煙筒,
討好自己,
平等待人,
芽苗,ngaa4 miu4
仲想點呀,
懷來縣,waai4 loi4 jyun6
簡本,gaan2 bun2
靜山,zing6 saan1
殺鼠藥,saat3 syu2 joek6
聽佢指,
暗花兒,am3 faa1 ji4
紮歐紮翁,zaat3 au1 zaat3 jung1
糗糧,jau2 loeng4
咋呼,zaa3 fu1
涎水,jin4 seoi2
浮雕牆,
肥鄉,fei4 hoeng1
菠蘿麻,bo1 lo4 maa4
太樣衰,
馬踏飛燕,
正斗貨,zeng3 dau2 fo3
香案,hoeng1 on3
杳渺,miu5 miu5
光光滑滑,
迂儒,jyu1 jyu4
鼎助,ding2 zo6
傾蓋,king1 goi3
唔漲,
豬油瓊咗,
離石,lei4 sek6
橋接器,kiu4 zip3 hei3
餐卡,caan1 kaa1
文部鄉,man4 bou6 hoeng1
大拐,daai6 gwaai2
坩堝,ham1 wo1
嘈耳,cou4 ji5
平邑,ping4 jap1
鶴峯縣,hok6 fung1 jyun6
紫氣,zi2 hei3
苯環,bun2 waan4
你跟我嚟,
店堂,dim3 tong4
極速版,
並臻,bing6 zeon1
進爵,zeon3 zoek3
水力鼓風,seoi2 lik6 gu2 fung1
浪漫人,
南膠河,naam4 gaau1 ho4
我部車,
停靠港,ting4 kaau3 gong2
冚盅,ham6 zung1
屌你屎窟,
轉貸,
畢拿山,bat1 naa4 saan1
手禮拜,sau2 lai5 baai3
滑牙,waat6 ngaa2
行啦你,
衣帽,ji1 mou6
寡公,gwaa2 gung1
鮑德里亞,baau6 dak1 lei5 aa3
中嶽,zung1 ngok6
累死累活,leoi6 sei2 leoi6 wut6
司爐,si1 lou4
斜眼看,ce4 ngaan5 hon3
肺講嘢,fai3 gong2 je5
膩人,nei6 jan4
有啲麻煩,
中立政策,
貢嘎,gung3 gaa1
補電,bou2 din6
腕足,wun2 zuk1
幫下我手,
結合點,git3 hap6 dim2
北方工業,bak1 fong1 gung1 jip6
打鑊堅,daa2 wok6 gin1
衝入嚟,
雪菲爾,syut3 fei1 ji5
鋪張浪費,pou1 zoeng1 long6 fai3
早就知,
走形兒,zau2 jing4 ji4
花括號,faa1 kut3 hou6
北門鄉,bak1 mun4 hoeng1
劈屎,pek6 si2
宿哼哼,suk1 hang1 hang1
一個做好,
魯甸縣,lou5 din6 jyun6
詮解,cyun4 gaai2
埃弗頓,aai1 fat1 deon6
聖多明各,sing3 do1 ming4 gok3
冰坨子,bing1 to4 zi2
擯除,ban3 ceoi4
你在番禺,
經典場論,ging1 din2 coeng4 leon6
掟花球,
你唔瞭解,
真有米,
燮理,sit3 lei5
牙呀仔,ngaa4 aa1 zai2
冇載荷,mou5 zoi3 ho6
核大國,hat6 daai6 gwok3
洗銀水,
譴責小說,hin2 zaak3 siu2 syut3
如約而至,jyu4 joek3 ji4 zi3
