word,jyutping
一個,jat1 go3
乜嘢,mat1 je5
係唔係,hai6 m4 hai6
入去,jap6 heoi3
入嚟,jap6 lai4
入面,jap6 min6
兩個,loeng5 go3
公園,gung1 jyun4
出去,ceot1 heoi3
出嚟,ceot1 lai4
出面,ceot1 min6
呢個,ni1 go3
呢啲,ni1 di1
呢度,ni1 dou6
咩嘢,me1 je5
哎吔,ai1 jaa3
哥哥,go4 go1
哥哥,go1 go1
唔係,m4 hai6
唔該,m4 goi1
喺度,hai2 dou6
嗰個,go3 go3
嗰啲,go2 di1
嗰度,go2 dou6
地鐵,dei6 tit3
多謝,do1 ze6
大家,daai6 gaa1
天氣,tin1 hei3
天空,tin1 hung1
好多,hou2 do1
媽媽,maa4 maa1
家姐,gaa1 ze1
小朋友,siu2 pang4 jau5
屋企,uk1 kei2
巴士,baa1 si2
拜拜,baai1 baai3
早抖,zou2 tau2
早晨,zou2 san4
有冇,jau5 mou5
朋友,pang4 jau5
爸爸,baa4 baa1
細佬,sai3 lou2
細妹,sai3 mui2
而家,ji4 gaa1
鍾意,zung1 ji3
電話,din6 waa2
食飯,sik6 faan6
食飯,sik6 faan6
點鐘,dim2 zung1
一下,jat1 haa5
一啲,jat1 di1
一定,jat1 ding6
一樣,jat1 joeng6
一陣,jat1 zan6
一齊,jat1 cai4
上去,soeng5 heoi3
上嚟,soeng5 lai4
上晝,soeng6 zau3
上面,soeng6 min6
下晝,haa6 zau3
下面,haa6 min6
不如,bat1 jyu4
今日,gam1 jat6
伯伯,baak3 baak3
你哋,nei5 dei6
佢哋,keoi5 dei6
兔仔,tou3 zai2
兩下,loeng5 haa5
公公,gung4 gung1
匙羹,ci4 gang1
去街,heoi3 gaai1
叔叔,suk1 suk1
叔叔,suk1 suk1
口渴,hau2 hot3
同埋,tung4 maai4
同學,tung4 hok6
唔到,m4 dou2
唔同,m4 tung4
唔好,m4 hou2
唔好意思,m4 hou2 ji3 si1
唔明,m4 ming4
唔見,m4 gin3
唱歌,coeng3 go1
問題,man6 tai4
單車,daan1 ce1
噉樣,gam2 joeng2
噉樣,gam2 joeng2
地方,dei6 fong1
坐車,co5 ce1
執起,zap1 hei2
太陽,taai3 joeng4
女仔,neoi5 zai2
好嘢,hou2 je5
姨姨,ji1 ji1
婆婆,po4 po2
婆婆,po4 po2
對唔住,deoi3 m4 zyu6
小巴,siu2 baa1
少少,siu2 siu2
已經,ji5 ging1
廁所,ci3 so2
