1,青花菜,ceng1 faa1 coi3
1,黑齷,hak1 ak1
,斑駮陸離,baan1 bok3 luk6 lei4
1,喺嘅邊度,
1,生蘿蔔,
1,徵調,zing1 diu6
,微漠,mei4 mok6
1,難混,naan4 wan6
1,大藏經,daai6 zong6 ging1
,黑渣,haak1 zaa1
1,散更鑼,saan3 gaang1 lo4
1*,一日三秋,jat1 jat6 saam1 cau1
1,亞奀,aa3 ngan1
,打卜成,daa2 bok1 sing2
,金山丁,gam1 saan1 ding1
1,啊公,
1,希律王,hei1 leot6 wong4
,共話,gung6 waa6
1,喺停車前,
1,揈揈聲,fang4 fang2 seng1
,美汁源,mei5 zap1 jyun4
1,馬竿,maa5 gon1
1,茶艇,caa4 teng5
1,新貴族,
1,同分異構,tung4 fan1 ji6 kau3
1,釦眼,kau3 ngaan5
,寶清,bou2 cing1
,煜煜,juk1 juk1
1,藉助於,
1,快餐交友,faai3 caan1 gaau1 jau5
,風鈴草,
1,硬頂跑車,ngaang6 deng2 paau2 ce1
1,霜花,soeng1 faa1
1,太空飛碟,
1,擔架兵,daam1 gaa2 bing1
1,扱線,kap1 sin3
,烤菸,haau1 jin1
1,撒氣,saat3 hei3
,塞哥維亞,coi3 go1 wai4 aa3
,鰲背負山,ngou4 bui3 fu6 saan1
,泡桐,paau1 tung4
1,忙中出錯,
1,鋁箔,leoi5 bok6
1,報刊亭,
1,五金鋪,ng5 gam1 pou3
1,無所用心,mou4 so2 jung6 sam1
1*,出貓仔,ceot1 maau1 zai2
1*,落形,lok6 jing4
1,越嚟越難,
,百歲裏,
1,捱一世,
,昌寧縣,coeng1 ning4 jyun6
1,柳煙花霧,lau5 jin1 faa1 mou6
,禮縣,lai5 jyun6
,源賴朝,jyun4 laai6 ciu4
,拼爹,ping3 de1
1,爲人正直,
1,無線新聞,
1,報緊名,
1,畀人陰,
1,敞篷汽車,cong2 pung4 hei3 ce1
1,兩黨關係,
1,嘞噃,la3 bo3
1,着草鞋,zoek3 cou2 haai4
1,優待票,jau1 doi6 piu3
1,電鍵,din6 gin6
1,好無言,
,昌原,coeng1 jyun4
,卡薩諾瓦,kaa1 saat3 nok6 ngaa5
1*,皇帶魚,wong4 daai3 jyu2
1*,鸚鵡仔,
,六級士官,luk6 kap1 si6 gun1
1*,賭球,dou2 kau4
1,架生箱,gaa3 saang1 soeng1
,認奶,jing6 naai5
,紅腹角雉,hung4 fuk1 gok3 zi6
1,打橫來講,daa2 waang4 loi4 gong2
,馬德望,maa5 dak1 mong6
,哈博羅內,haa1 bok3 lo4 noi6
1,被佔領土,
,貢覺縣,gung3 gok3 jyun6
1,截個圖,
1,紅柿,hung4 ci2
1*,佛蘭德,fat6 laan4 dak1
,延邊州,jin4 bin1 zau1
1,各別,gok3 bit6
1,大廈將傾,daai6 haa6 zoeng1 king1
1,例言,lai6 jin4
1*,翻腕,
,升寶,
1,生僻字,
,蜀山區,suk6 saan1 keoi1
1,喺我前邊,
1*,衹等,
,濰坊地區,wai4 fong1 dei6 keoi1
1,水務處,
1,爛蒲爛玩,
1,全純,cyun4 seon4
1,揀過曬,
1,滷水飯,
1,彈膛,daan6 tong4
,尤坎,jau4 ham3
,成霖高寶,
1,黏米,nim1 mai5
1,撢帚,daan5 zau2
,古根罕,gu2 gan1 hon2
,李國豪,lei5 gwok3 hou4
,腸治,coeng2 zi6
1,逼窄,bik1 zaak3
1,個啵,
,秦牧,ceon4 muk6
,雨山區,jyu5 saan1 keoi1
,文苑士多,
,豆薯屬,dau6 syu4 suk6
1*,餘怒未息,jyu4 nou6 mei6 sik1
1*,毒資,duk6 zi1
1,藥水梘,joek6 seoi2 gaan2
1,沙蟬殼,saa1 sim4 hok3
,布爾津縣,bou3 ji5 zeon1 jyun6
,古丈,gu2 zoeng6
1,不當事,bat1 dong3 si6
,綺想曲,ji2 soeng2 kuk1
,長喙,coeng4 fui3
,帶水圍,
1,大家坐低,
,計帶,gai3 daai3
1,聯戶,
1,啞語,aa2 jyu5
1,弦切角,jin4 cit3 gok3
1,舊故,gau6 gu3
1,播客,bo3 haak3
1,拗到掂,aau3 dou3 dim6
1,自制熟食,
,雅各賓派,ngaa5 gok3 ban1 paai3
1,單向電流,daan1 hoeng3 din6 lau4
1,苛性鈉,ho1 sing3 naap6
,布建,bou3 gin3
1,鉛帶,jyun4 daai2
,穹形,kung4 jing4
,銀丹,ngan4 daan1
,木椆,muk6 zau3
1*,法國雪糕,
1,分子篩,fan1 zi2 sai1
1*,蓮子口面,lin4 zi2 hau2 min6
,科托努,fo1 tok3 nou5
1,洗物槽,sai2 mat6 cou4
,四九仔,sei3 gau2 zai2
,卡巴萊,kaa1 baa1 loi4
1,定曬型,
,陰陰食,jam1 jam1 sik6
1,吃屎大,
1*,酒測,zau2 caak1
1,花結,faa1 git3
,中國文聯,zung1 gwok3 man4 lyun4
,孲𤘅,ngaa4 ngaa1
,百草枯,baak3 cou2 fu1
,蔚爲壯觀,
,生壅,saang1 ngung1
1,白鋼,baak6 gong3
1,撞鬼你,
1,姨妹,ji4 mui6
1,引逗,jan5 dau6
1,佢瞓唔夠,
1*,收話器,sau1 waa2 hei3
1*,金字架,gam1 zi6 gaa2
,北邊兒,bak1 bin1 ji4
1,少刻,siu2 hak1
,恁真,nam2 zan1
,倒背手兒,dou2 bui3 sau2 ji4
1,壞骨,waai6 gwat1
1,好塞,
1,瓢潑大雨,piu4 put3 daai6 jyu5
,關棧,gwaan1 zaan6
,呷呷,haap3 haap3
1*,你體體,
,馮武,fung4 mou5
,康衢,hong1 keoi4
1,冗長度,jung2 coeng4 dou6
,拉馬特甘,laai1 maa5 dak6 gam1
