word,jyutping
索馬裏,sok3 maa5 leoi5
爽心悅目,song2 sam1 jyut6 muk6
叔姪縮窒,suk1 zat6 suk1 zat6
雪恨,syut3 han6
歎報紙,taan3 bou3 zi2
歎問號,taan3 man6 hou2
體勢,tai2 sai3
提親事,tai4 can1 si6
踢蹋舞,tek3 daap6 mou5
天地懸隔,tin1 dei6 jyun4 gaak3
停靠港,ting4 kaau3 gong2
挑三窩四,tiu1 saam1 wo1 sei3
臺鑒,toi4 gaam3
屠毒,tou4 duk6
陶樂,tou4 lok6
橫楣子,waang4 mei4 zi2
橫正暴斂,waang4 zing3 bou6 lim5
滑鼠蛇,waat6 syu2 se4
尉繚,wai3 liu4
爲啥,wai4 saa1
耘田,wan4 tin4
暈糊,wan4 wu4
皇帶魚,wong4 daai3 jyu2
黃花女,wong4 faa1 neoi5
黃禽禽,wong4 kam4 kam4
彙聚,wui6 zeoi6
爭交,zaang1 gaau1
找轍,zaau2 cit3
仔薑,zai2 goeng1
真象,zan1 zoeng6
酒測,zau2 caak1
酒殽,zau2 ngaau4
芝麻綠官,zi1 maa4 luk6 gun1
指北針,zi2 bak1 zam1
紫籌股,zi2 cau4 gu2
字素,zi6 sou3
崽子,zoi2 zi2
中臺,zung1 toi4
朱容基,zyu1 jung4 gei1
得閒麼,
攞心抱仔,
衹算,
西北東西,
心頭鹿撞,
轉登,
點擊誒,
有乜兩句,
大體相當,
咁狼毒,
危險曲線,
眠牀,
甜到漏喉,
唔淨衹,
監硬嚟,
開五開心,
幹嘛姐,
價額,
嚄呵,
嘲忌,
五想去,
偷放尿,
食完咗,
㷫焫焫,
光復屯公,
死闆,
鸚鵡仔,
翻腕,
衹等,
法國雪糕,
你體體,
冇也做,
黃忠澤,
生宅,
五小心,
友口福,
香蕉波,
永安馬莎,
同我唔,
整也,
五爽,
你都傻得,
諗錯格,
川野山珍,
唔繫好清,
衹準,
躉低啲嘢,
𠜱蘋果,
五見,
咩嘢嗻,
來行去,
鵝仔,
距同我,
一鉢湯,
摳埋,
青面雞,
一個做好,
靴靴聲,
嘴甜舌滑,
騎騎聲,
傻妞,
好我哋,
大耳竉,
細蝦大,
屙遏尿,
半天弔,
吵怨巴閉,
衹愛,
歡樂今燒,
五順,
出日頭喇,
叮噹貓,
幹嘛喔,
相媲美,
潮勝,
工資曬,
屌屄,
打佢一椎,
呢啲唔需,
鬱身鬱勢,
沒所謂啦,
點屄知,
妥否,
飛頭髮,
五代同糖,
洗燥,
錄親,
尚官之佳,
凼你開心,
扯鼻寒,
好面膳,
碧鹹,
仁山人海,
佗累曬,
實驗學較,
禦史,
快滴啦,
頭暈身慶,
囍羊羊,
劏雞井,
浪廢,
吳鬆口,
燙鬥,
迴心轉意,
欄癱,
酸堿,
纔使,
牽拌,
九鬥,
含家產,
做緊物,
嶽王古廟,
多小錢,
沙洲裏,
吞金滅餸,
下逕,
震興,
衝逕,
豆付頭,
用戶麪,
好母,
會晤會,
以老賣老,
歧嶇,
毛問題,
猴王廟,
姓範,
蝴碟山,
叫巨,
發緣地,
粵獄,
船塢裏,
奇靈裏,
棕子,
豐依粥食,
元西,
