char,jp
東貿,
癮嚟,jan5 lai4
採珠人,coi2 zyu1 jan4
拘檢,keoi1 gim2
鬼五,gwai2 ng5
緊事,gan2 si6
鉅鹿,
梭魚,so1 jyu2
萬利達,
沖淋浴,cung1 lam4 juk6
彞劇,ji4 kek6
唔識規矩,
不堪忍受,bat1 ham1 jan2 sau6
牛命,
紫外線光,zi2 ngoi6 sin3 gwong1
銀鞍閣,
龍濤閣,
四方豪庭,
嘉蘭別墅,
拖帶,to1 daai3
興記士多,
新星電腦,
肚䉺,tou5 hong2
新晃縣,san1 fong2 jyun6
白石廈,
純色攝影,
華泰傢俬,
人和三中,
跑私鐘,paau2 si1 zung1
冇心急,mou2 sam1 gap1
摺牀,zip3 cong4
迆下先,
麗景灣,
順成音像,
通天徹地,tung1 tin1 cit3 dei6
新造職中,
長健,
箭藝,zin3 ngai6
魯凱族,lou5 hoi2 zuk6
非宗教,fei1 zung1 gaau3
種姓製度,zung2 sing3 zai3 dou6
萍架軒,
和事酒,wo4 si6 zau2
湘全人家,
採掘,coi2 gwat6
勃朗咖啡,
永發石業,
舋杪,man3 miu5
齊心戮力,cai4 sam1 luk6 lik6
蘭蔭,
千食軒,
開伙,hoi1 fo2
瞓覺喇,fan3 gaau3 laa3
德高皮具,
千帕,cin1 paak3
發射井,faat3 se6 zeng2
沁芳甜品,
雅登,
基督協會,
聚賓閣,
祖祖輩輩,zou2 zou2 bui3 bui3
𥄫下,gap6 haa5
陰面,jam1 min6
桔樹,
黑戶,hak1 wu6
施福,
湘緣情,
瑞寶街辦,
麒峯,
美馨,
夢瑤飾品,
訓民,
蓮花白,lin4 faa1 baak6
穩壓管,
清甜小食,
金旺瓷磚,
擠過,zai1 gwo3
四旬節,sei3 ceon4 zit3
山一電子,
竊蠹甲,sit3 dou3 gaap3
穩婆,wan2 po4
中意食,
大塱路口,
仙八色鶇,sin1 baat3 sik1 dung1
歸檔,gwai1 dong2
鑫球家政,
石芽背,
歐吉桑,au1 gat1 song1
滑鼠蛇,waat6 syu2 se4
躡蹀,nip6 dip6
長洲灣,
受虐狂,sau6 joek6 kong4
