char,jp
追命,
天工首飾,
𨈓仔,leng1 zai2
同鄉親故,tung4 hoeng1 can1 gu3
師姑仔,
查崗,caa4 gong1
炎涼,jim4 loeng4
景雅招牌,
華視傳媒,
安樂榮華,
大家咁熟,
桐廬,tung4 lou4
壁架,bik1 gaa2
銲料,hon6 liu2
榮昌茶座,
天福公話,
自由酷,
呾啖先,
深科電腦,
美極廚櫃,
感喟,gam2 wai2
栗腹鳾,leot6 fuk1 si1
鐵齒銅牙,tit3 ci2 tung4 ngaa4
晝短夜長,zau3 dyun2 je6 coeng4
唔嚟罷就,
紅原,hung4 jyun4
塘口排,
春化,ceon1 faa3
西絲名食,
新愁舊恨,san1 sau4 gau6 han6
笑掉大牙,siu3 diu6 daai6 ngaa4
年禮運輸,
今隆針車,
華錦,
燒到埋嚟,
賞心內衣,
螺坑,
氫鹵酸,hing1 lou5 syun1
丑旦,cau2 daan3
乾兒,gon1 ji4
垛口,do2 hau2
搬兵,bun1 bing1
名門越秀,
夾著,
南嶺塔,
康龍傢俬,
工人話,
凱泰裝飾,
疾鉑,
利厚,
同福門業,
百泰,
菜茵閣,
鳳尾人和,
一巖一窟,jat1 ngaam4 jat1 fat1
唐朝牛骨,
下錨,haa6 naau4
沒在深圳,
吳起縣,ng4 hei2 jyun6
擂漿棍,leoi4 zoeng1 gwan3
當衆,dong1 zung3
城市假日,
鳳梨麻,
耀盛,
七支隊,
月暈,jyut6 wan6
葵灣,
火滾火燎,fo2 gwan2 fo2 liu4
雅仕服裝,
宏新閣,
詳明,coeng4 ming4
罐杉環,
駕駛培訓,
竹板,zuk1 baan2
彩苖,
屎忽花,si2 fat1 faa1
下脣,haa6 seon4
正安堂,
依嘉人,
安康保健,
弘奧,
紀傳體,gei2 zyun6 tai2
靈興通訊,
節油,zit3 jau4
張雀仔,zoeng1 zoek3 zai2
主流產品,
晉寧縣,zeon3 ning4 jyun6
衚衕,wu4 tung4
得返一個,
九因歌,gau2 jan1 go1
白裝,
冗數,jung2 sou3
回着去,
春風漁港,
混交林,wan6 gaau1 lam4
躝下,
鹹魚裏,
良品餐飲,
鎮龍郵局,
狗拳,gau2 kyun4
冇挐冇褦,
互相監督,wu6 soeng1 gaam1 duk1
華東集團,
豪富,hou4 fu3
錦裏香,
躓手躓腳,zat6 sau2 zat6 goek3
接骨木,zip3 gwat1 muk6
賴安,laai6 on1
臨安縣,lam4 on1 jyun6
青年節日,
爭只腳,
下確界,haa6 kok3 gaai3
榮豐電器,
成列,
校服褲,haau6 fuk6 fu3
嘉華海鮮,
稍安勿躁,saau2 on1 mat6 cou3
百真鞋業,
富臨軒,
衆星裝飾,
報亭,bou3 ting4
思想煮意,
霸靚位,baa3 leng3 wai2
人口遷移,
贊成住宿,
雪山飛龍,
強訊通訊,
前意識,cin4 ji3 sik1
恍然醒悟,fong2 jin4 sing2 ng6
二帝廟前,
易玄軒,
浮雲朝露,fau4 wan4 ziu1 lou6
越職,jyut6 zik1
終久,zung1 gau2
姨姥姥,ji4 lou5 lou5
瑞銀財務,
縝潤,can2 jeon6
監生埋,gaam3 saang1 maai4
導向飛彈,dou6 hoeng3 fei1 daan6
里仁洞,
卡絲,
鴨子坑頂,
纏著,
熱核武器,jit6 hat6 mou5 hei3
隻褦隻,zek3 naai3 zek3
咩來哈,
去到了,
兆通,
玉蜀黍,juk6 suk6 syu2
多寡不拘,do1 gwaa2 bat1 keoi1
必有重謝,bit1 jau5 cung5 ze6
溫泉郵局,
晚修了,
橫瀝人和,
小除夕,siu2 ceoi4 zik6
七平八穩,cat1 ping4 baat3 wan2
我星期日,
炒菜鏟,caau2 coi3 caan2
脫卸,tyut3 se3
鹽源,jim4 jyun4
利視音像,
大姨丈,
新華出口,
明達五金,
陳新圍,
德緣,
美食導報,
車肽,
天天搬家,
名域照明,
割和青,got3 wo4 ceng1
石棧工藝,
充大頭鬼,cung1 daai4 tau4 gwai2
重量輕質,zung6 loeng6 hing1 zat1
體下點先,
水速,seoi2 cuk1
勢所必然,sai3 so2 bit1 jin4
歡樂桶,
圖書出租,
貝妍妮,
房勞,fong4 lou4
東駿物流,
嚮明眼鏡,
水平尺,seoi2 ping4 cek3
明和堂,
拚除,pun3 ceoi4
傑成電腦,
東星海鮮,
嗔怒,can1 nou6
傻裏傻氣,so4 leoi5 so4 hei3
寶興廣告,
領報,
播音臺,bo3 jam1 toi4
鉑來儀器,
頭頂出煙,tau4 deng2 ceot1 jin1
鬥鷄眼,
尚飲之家,
津味,
慧卓,
文山會海,man4 saan1 wui6 hoi2
煲醋,bou1 cou3
氰苷,cing4 gam1
呢短,
刑庭,jing4 ting4
櫛水母,zit3 seoi2 mou5
前半晌,cin4 bun3 hoeng2
潮庭盛宴,
蠲滌,gyun1 dik6
萬特佳,
棖鷄,
甘坑水庫,
由右向左,
慧佳置業,
交期,
華郵通信,
外典寫作,ngoi6 din2 se2 zok3
九暉閣,
獵德鼓塔,
減壓症,gaam2 aat3 zing3
真益,
紅旗嶺,
不太夠,
鳴巢肚,
生龍紡織,
安息香,on1 sik1 hoeng1
買過支,
擁塞,jung2 sak1
單手獨拳,daan1 sau2 duk6 kyun4
鋁管,
瑤華,
佳美毛巾,
傻豬仔,
仁濟第五,
桂園鎖業,
傍亮,bong6 loeng6
補助費,bou2 zo6 fai3
新飛五金,
稻香餅家,
唔好了,
良錚,
公安三寶,
景林軒,
伍屋圍,
旋筒,syun4 tung2
地理緯度,dei6 lei5 wai5 dou6
姣屍扽督,haau4 si1 dan3 duk1
