char,jp
怕難爲情,
同聲傳譯,tung4 sing1 cyun4 jik6
都中意,
佩璇,
縮頭縮腦,suk1 tau4 suk1 nou5
食味鮮,
觀瀾坊,
雅怡建材,
土埂,tou2 gang2
鬱江,wat1 gong1
大佬峯,
長平路中,
黃臀鵯,wong4 tyun4 bei1
溘先朝露,hap6 sin1 ziu1 lou6
西梯,
雙姓,soeng1 sing3
亞麻布,aa3 maa4 bou3
孤苦零丁,gu1 fu2 ling4 ding1
長洲街辦,
西班牙港,sai1 baan1 ngaa4 gong2
恆潔衛浴,
一個半鐘,
烏坑口,
平行力,ping4 hang4 lik6
黑鯨,hak1 king4
思雨,
填密,tin4 mat6
舊唐書,gau6 tong4 syu1
一桶湘,
松柏路中,
齦炎,ngan4 jim4
韓味宮,
掹耳仔,mang1 ji5 zai2
疣豬,jau4 zyu1
社戲,se5 hei3
歐特奴,
冰糕,bing1 gou1
富來進,
結價,
南苑農圃,
南園南門,
先決問題,sin1 kyut3 man6 tai4
咁捻死樣,
玩忽,wun6 fat1
歐下,
郵政儲蓄,
楓丹雅居,
龍華五金,
歐歐,
金龍美食,
歲月崢嶸,seoi3 jyut6 zaang1 wing4
銀通汽修,
支吹,
才記紙品,
金寶閣,
錦義,
金尚珠寶,
滿得滯,
言明在先,jin4 ming4 zoi6 sin1
千色家紡,
聯達電腦,
工賊,gung1 caak3
美食家茶,
一身筋,
斷簡殘章,dyun6 gaan2 caan4 zoeng1
麓景西,
偉駿木業,
昌雅,
披散,pei1 saan2
漏收,
蠢豬豬,
現代鐘錶,
餚框,
恆翔電器,
脫換,tyut3 wun6
隆勝海鮮,
佳利紡織,
協林木業,
帝聯五金,
七零八碎,cat1 ling4 baat3 seoi3
采聲,coi2 sing1
文光閣,
刺克,
麪館皇,
中興之家,
浮山縣,fau4 saan1 jyun6
唔俾吖,
快過你,
昌濤,
日居地產,
撰錄,zaan6 luk6
天線網,
三涌,
到岸價,dou3 ngon6 gaa3
榮譽獎章,wing4 jyu6 zoeng2 zoeng1
嘆慣,
沙河街南,
國舅,gwok3 kau5
萬衆汽配,
長樂鞋業,
你行先,
廣州佳俊,
歪身歪勢,me2 san1 me2 sai3
前一陣,
曉英婦科,
滿屏,
紫雲軒,
才牀,
寫單,se2 daan1
緣美婚紗,
三滘立交,
社區東,
下東塘,
祠墓,ci4 mou6
施禾克,
鐵崗,
水都瑰寶,
