char,jp
如皋話,
腑臟,fu2 zong6
美悅製衣,
吳牛見月,ng4 ngau4 gin3 jyut6
暗事,am3 si6
才復我,
空名,hung1 ming4
匯點坊,
宿堪堪,suk1 ham1 ham1
視屏,si6 ping4
冷語冰人,laang5 jyu5 bing1 jan4
炭酸鹽,taan3 syun1 jim4
僥倖獲勝,hiu1 hang6 wok6 sing3
孟江翁,
認人兒,jing6 jan4 ji4
鴻天,
龍園小廚,
花地涌,
合口香,
莎維雅,
恆輝服裝,
鞋裏,
無以爲生,mou4 ji5 wai4 sang1
揸攤,zaa1 taan1
爭生爭死,zaang1 sang1 zaang1 sei2
裕賀倉儲,
珠江都薈,
跑晒山,paau2 saai3 saan1
博美裝飾,
木蘭綱,muk6 laan4 gong1
硬晒舦,ngaang6 saai3 taai5
勇翔皮具,
肱二頭肌,gwang1 ji6 tau4 gei1
吉普賽,gat1 pou2 coi3
逸品鞋業,
正一衰仔,
睇化晒咯,
四望岡,
鑫達皮業,
撳沉,gam6 cam4
潮泰軒,
下川島,
彌縫,nei4 fung4
空空盪盪,hung1 hung1 dong6 dong6
吉星鞋業,
暈池,wan4 ci4
白山村尾,
精品皮具,
淘堡,
穗禮裏,
丹魄,daan1 paak3
石角村委,
平福裏,
富享閣,
六面體,luk6 min6 tai2
下山雞乙,
碟邊齋,
僮僕,tung4 buk6
晶穎服飾,
暗補,
一味恨嫁,
龍門雞粥,
走神兒,zau2 san4 ji4
凱升商廈,
中岐,
聯盛玻璃,
斑驢,baan1 leoi4
鄉院子,
斂衽,lim5 jam6
置中地產,
無走趲,
動態圖形,dung6 taai3 tou4 jing4
誠龍,
須送,
天昱鞋業,
二灣路口,
憶甜,
健康涼茶,
肥皁劇,fei4 zou6 kek6
和田地區,wo4 tin4 dei6 keoi1
親奇,
熱層,jit6 cang4
川味緣,
點睛之筆,dim2 zing1 zi1 bat1
意特商貿,
銘立傢俱,
仁立紀念,
致雅木門,
屌屌貢,diu2 diu2 gung3
東屯區,dung1 tyun4 keoi1
幫襯你,
麗人坊,
洛洲,
襄陽區,soeng1 joeng4 keoi1
保桑,
亞洲貨運,
偉大閣,
海上運動,hoi2 soeng6 wan6 dung6
經典茗茶,
旬日,ceon4 jat6
肥腸煲,
城步縣,sing4 bou6 jyun6
華美陶瓷,
邊夠你,
穗豐汽修,
神祕莫測,san4 bei3 mok6 caak1
李偉大大,
安安醫藥,
睇緊電視,
昨日黃花,
春榮門診,
作筆記,zok3 bat1 gei3
城中區,sing4 zung1 keoi1
型之飛發,
南遠船務,
整蠱作怪,zing2 gu2 zok3 gwaai3
蜆蛹,
帝佳布藝,
呈貢,cing4 gung3
廣隆地產,
現予,
冰雪可愛,
好削胃,
浩瀚數碼,
瀚南貿易,
巴州,baa1 zau1
亂序,lyun6 zeoi6
動魄驚心,dung6 paak3 ging1 sam1
碳膜,
階級式,gaai1 kap1 sik1
南洋培訓,
點吐,dim2 tou3
鎮南里,
膩友,nei6 jau5
夏熟,
紅嶺北,
楊梅山,
正加鞋業,
新陽麗舍,
依利高,
久旺傢俬,
園田居,
剪草除根,zin2 cou2 ceoi4 gan1
撐屎艇,
周誠飲食,
長沙浦,
恆華燈飾,
布吉了,
馬蹄湯,
金豐五金,
伙頤,fo2 ji4
逐臺,
不爲意,bat1 wai4 ji3
撟汗,giu2 hon6
御湖名邸,
眄睞,min5 loi6
澳仔,
熬稃,ngou4 fu1
灰柳鶯,fui1 lau5 ang1
鵬龍士多,
放生林,
千千紅,
大石裏,
鴻運刻章,
越出界線,jyut6 ceot1 gaai3 sin3
萊姆病,loi4 mou5 beng6
佳麗誠信,
菲酌,fei2 zoek3
梁洪俊,
都市湘情,
厚養薄葬,hau5 joeng5 bok6 zong3
色拉油,sik1 laai1 jau4
蓬勃生機,
兩性差距,loeng5 sing3 caa1 keoi5
廚大班,
牛口利山,
國鬆,
祈安地產,
形意拳,jing4 ji3 kyun4
醉心居,
大和路口,
高樹腳,
裕寶花藝,
寸絲不掛,cyun3 si1 bat1 gwaa3
脫貧致富,tyut3 pan4 zi3 fu3
風車紐,
聖約瑟堂,
安延地產,
約夫波仕,
鴻興桌球,
大圖複印,
東倉里,dung1 cong1 lei5
俗到死,zuk6 dou3 sei2
北極雪,
東大周,
既而,gei3 ji4
眼淚橫流,ngaan5 leoi6 waang4 lau4
理想空間,
摯切,zi3 cit3
僞君子,ngai6 gwan1 zi2
電話畀,
路由協定,lou6 jau4 hip3 ding6
鎮原,zan3 jyun4
直諫,zik6 gaan3
茶亭,caa4 ting4
海裕閣,
歌敦臺,
湘川快,
借方,ze3 fong1
兩興潔寶,
華盛貨倉,
人才思想,
赤崗東,
痾爛屎,o1 laan6 si2
壘上有人,leoi5 soeng6 jau5 jan4
新塘區,
榮昌縣,wing4 coeng1 jyun6
射擊協會,
巴南區,baa1 naam4 keoi1
廣州實宏,
偶極,ngau5 gik6
大明湖,daai6 ming4 wu4
友誼珠寶,
陽谷,joeng4 guk1
扒灰,paa4 fui1
不在廣州,
折疊,zit3 dip6
南苑別墅,
溜雞,
祿命,luk6 ming6
雞飛狗跳,gai1 fei1 gau2 tiu3
薄胎瓷器,bok6 toi1 ci4 hei3
網訊電腦,
渣甸臺,
稍快板,saau2 faai3 baan2
曬行馬,saai3 hang4 maa5
僑江,
回眸小吃,
吃腸粉,
安基閣,
官棣新鄉,
蠲體,gyun1 tai2
智鋒醫械,
叢佩華,
列兵,lit6 bing1
上九陂,
黐頭芒,ci1 tau4 mong1
鍾崗,
女人魅,
廣州賦樂,
信遠門業,
綺井,ji2 zeng2
納粹份子,naap6 seoi6 fan6 zi2
沒水平,mut6 seoi2 ping4
大老婆,daai6 lou5 po4
淵玄,jyun1 jyun4
湘緣百姓,
總務處,zung2 mou6 cyu3
賓川,ban1 cyun1
凱珍美食,
田螺魔,tin4 lo2 mo1
史坦萊,
餅乾盒,beng2 gon1 hap6
武陵源,mou5 ling4 jyun4
爲乜嘢,wai6 mat1 je5
坳尾村委,
誠林食府,
佢咁好人,
玉素甫,juk6 sou3 fu2
鮮果族,
盈佳電器,
裒斂,pau4 lim5
你見到咩,
官嶺,
大觀街西,
挺著,
彩駿貿易,
美香蛋糕,
塞北風味,
木版,muk6 baan2
誰上位,
綠茵閣,luk6 jan1 gok3
春暉毛織,
叉雞飯,caa1 gai1 faan6
唔制得過,m4 zai3 dak1 gwo3
青蓬食尚,
港北區,gong2 bak1 keoi1
爬泳,paa4 wing6
雲山熹景,
越海軸承,
興葉川菜,
馬牯纜,
蛇王球,
率獸食人,seot1 sau3 sik6 jan4
綠動,
天喜美食,
冇幾個,mou5 gei2 go3
抓車,
魔影,mo1 jing2
到龍崗,
贛州地區,gam3 zau1 dei6 keoi1
麥樂谷,
遞時,dai6 si4
佔婆,zim3 po4
禾田世居,
韋斯鹹,
邵逸夫堂,
海詩窗飾,
圓揼朵,jyun4 dam4 doe2
晨曦汽配,
代頓,doi6 deon6
香香居,
攞實,
水藍灣,
小豬嘜嘜,
北辰區,bak1 san4 keoi1
圓舞曲,jyun4 mou5 kuk1
大洞嶺,
新豐路口,
衆文,
慶豐電線,
永強飲食,
大唐靚湯,
豐澤區,fung1 zaak6 keoi1
娛遣,jyu4 hin2
攬身攬勢,laam2 san1 laam2 sai3
金額雀鶥,gam1 ngaak2 zoek3 mei4
鑰匙兒童,
茅嶺,
晨光牛奶,
粵安物業,
擁門,ung2 mun2
保和堂,
鹽壩高速,
珍情童裝,
狗古,
未含,
尾鑊,mei5 wok6
臺前縣,toi4 cin4 jyun6
強利窗簾,
田野布藝,
英輝物業,
你唔會再,
御蝶軒,
歸石,
果果林,
逸翠閣,
一夕之間,jat1 zik6 zi1 gaan1
飛動通訊,
泗陽縣,si3 joeng4 jyun6
蓮藕湯,
人造奶油,jan4 zou6 naai5 jau4
通建,
生埃,saang1 aai1
成彩工藝,
反傳算法,faan2 cyun4 syun3 faat3
樽枳,zeon1 zat1
瓢潑大雨,piu4 put3 daai6 jyu5
博愛名鞋,
𤗈入,sip3 jap6
束修,cuk1 sau1
絮狀,
蜜蜂王國,
嬲死你,
縮氨酸,suk1 on1 syun1
降結腸,gong3 git3 coeng4
鵬峯汽車,
奇輝音響,
白霍白鴿,
翡翠明庭,
迆下先啦,
居委社康,
前海漁港,
繁密,faan4 mat6
戥襯,
清風亭,
紅豔兒,
廣州黃頁,
沙園小區,
馬銜,maa5 haam4
以劣勝優,
酸筍,
屎斗,si2 dau2
爭錢,zaang1 cin2
黃洞,
長肩帶,
潘記粵菜,
果蔬鮮,
明置照明,
學車諮詢,
獨夫民賊,duk6 fu1 man4 caak6
騰發發室,
迪拜克,
奶撻,naai2 taat1
柒撚懵懵,cat6 nan2 mung2 mung2
創盛電器,
臺菜,toi4 coi3
點爲知,
連巹,lin4 gan2
無何,mou4 ho4
踮腳,dim2 goek3
塔瑪爾,taap3 maa5 ji5
屈頭雞,wat1 tau4 gai1
政鑫,
舒友服飾,
茶客隆,
何文峯,
油邊,
黃圍,
有沒貨,
正當權利,
左鎮鄉,zo2 zan3 hoeng1
大坦,
御峯,
礦井戲水,
福利彩,
哀懇,oi1 han2
彩約,
榮軍,wing4 gwan1
美芬飾品,
裂隙,lit6 kwik1
公因式,gung1 jan1 sik1
買帽,
長盛五金,
蠲苛,gyun1 ho1
沙園郵局,
冷線,laang1 sin3
猖厲,coeng1 lai6
弗愛,fat1 oi3
開墾地,hoi1 han2 dei6
我沖涼,
捕禽人,bou6 kam4 jan4
水火無情,seoi2 fo2 mou4 cing4
竹籬笆,zuk1 lei4 baa1
殘民害物,caan4 man4 hoi6 mat6
水亮,seoi2 loeng6
嫘縈,leoi4 jing4
精神性,zing1 san4 sing3
讕盞,laan2 zaan2
勤政廉政,kan4 zing3 lim4 zing3
立立呤,laap3 laap3 ling3
丙醛,bing2 cyun4
天一名居,
剪枝,zin2 zi1
海頓,hoi2 deon6
精爲機電,
中旗貿易,
寶悅,
西格蒙德,sai1 gaak3 mung4 dak1
新鳳凰,
隻揪隻,zek3 cau1 zek3
東方物業,
急得滯,
唔啲吖,m4 di1 aa3
俊和紡織,
中恆通訊,
長江路口,
臭花閪,cau3 faa1 hai1
苦大仇深,fu2 daai6 sau4 sam1
遊河,jau4 ho4
黃鼠狼,wong4 syu2 long4
香蕉糕,hoeng1 ziu1 gou1
賓朋制服,
霸𦜖,baa3 ngaa6
買起佢,
園虎,
鄒振猷,
怡芳燉品,
輪輻,leon4 fuk1
大樹鄉,daai6 syu6 hoeng1
窮結,kung4 git3
盤頭,pun4 tau4
耍賴,saa2 laai6
萬福盈,
華暉汽修,
小西機電,
布新立交,
